exchange,symbol,isin,series,open,high,low,close,prev_close,volume,value,trades
BSE,1STCUS,INE609B01018,X,64.00,64.00,64.00,64.00,64.00,1,64.00,1
BSE,20MICRONS,INE144J01027,B,210.50,223.20,210.50,217.20,211.45,11337,2478901.00,390
BSE,21STCENMGM,INE253B01015,B,38.43,38.43,38.43,38.43,39.21,300,11529.00,1
BSE,360ONE,INE466L01038,A,1169.95,1170.25,1150.60,1155.00,1190.00,27929,32378064.00,2304
BSE,3BBLACKBIO,INE994E01018,B,1506.95,1519.40,1481.00,1481.70,1480.05,3413,5107697.00,403
BSE,3BFILMS,INE0TE101010,M,11.94,11.94,11.11,11.11,11.53,15000,176160.00,5
BSE,3IINFOLTD,INE748C01038,T,22.36,22.50,21.75,21.76,22.38,12214,268105.00,86
BSE,3MINDIA,INE470A01017,A,33000.00,33000.00,32580.00,32755.35,32890.55,8247,270094198.00,104
BSE,3PLAND,INE105C01023,B,33.54,33.70,33.54,33.70,31.60,100,3369.00,2
BSE,5PAISA,INE618L01018,B,339.45,344.45,339.25,343.00,337.95,2602,891878.00,121
BSE,63MOONS,INE111B01023,A,811.85,855.00,801.60,850.85,804.70,39910,33509272.00,1575
BSE,7NR,INE413X01035,XT,6.60,7.00,6.41,6.76,6.74,17409,118053.00,130
BSE,7SEASL,INE454F01010,X,95.80,97.00,91.50,96.95,95.67,57172,5456512.00,211
BSE,7TEC,INE856B01023,X,33.95,34.69,33.51,34.57,34.28,1617,55760.00,70
BSE,A1L,INE911Z01025,B,4.96,5.10,4.92,5.07,4.94,1548542,7778427.00,1445
BSE,A2ZINFRA,INE619I01012,B,16.11,16.79,15.76,15.84,16.49,51457,831610.00,158
BSE,AAATECH,INE0D0U01013,B,94.20,100.45,93.00,94.44,92.89,511,47882.00,18
BSE,AADHARHFC,INE883F01010,A,477.05,480.00,471.50,477.05,475.25,7156,3423513.00,291
BSE,AADIIND,INE563D01013,X,8.45,8.45,8.45,8.45,8.45,1,8.00,1
BSE,AAIL,INE864E01021,XT,92.00,92.99,88.80,92.28,89.43,2990,273498.00,50
BSE,AANCHALISP,INE322R01022,XT,67.99,67.99,64.11,64.88,65.35,3575,234129.00,41
BSE,AAREYDRUGS,INE198H01019,B,95.87,95.87,92.80,94.84,91.59,10829,1022567.00,129
BSE,AARNAV,INE750R01016,T,32.74,33.39,32.00,33.30,31.85,668,21548.00,16
BSE,AARTECH,INE01C001026,T,51.40,51.40,48.50,49.79,49.02,1300,63797.00,11
BSE,AARTIDRUGS,INE767A01016,B,422.55,439.00,420.80,426.50,417.30,14531,6268564.00,597
BSE,AARTIIND,INE769A01020,A,506.10,512.05,500.10,501.75,505.45,75908,38369112.00,1947
BSE,AARTIPHARM,INE0LRU01027,A,867.75,885.00,856.85,865.95,867.75,29339,25561584.00,1177
BSE,AARTISURF,INE09EO01013,T,529.90,552.35,520.00,544.10,530.10,1786,956720.00,91
BSE,AARVI,INE754X01016,B,142.20,143.70,141.45,141.50,142.35,474,67473.00,25
BSE,AASHKA,INE0EAX01014,M,84.85,84.85,84.85,84.85,85.00,2000,169700.00,2
BSE,AASTAFIN,INE819K01014,X,33.97,33.97,31.26,31.56,32.38,9165,290403.00,35
BSE,AASTHA,INE2FMX01012,B,80.24,82.21,78.30,80.07,79.34,43877,3514878.00,810
BSE,AAVAS,INE216P01012,A,1271.50,1304.70,1262.20,1298.25,1258.65,159125,202231560.00,1088
BSE,AAYUSH,INE430R01023,X,23.33,28.51,23.33,28.00,25.92,471641,12280646.00,2105
BSE,AAYUSHBULL,INE777X01017,M,1271.50,1278.00,1267.00,1268.50,1278.80,58000,73694987.00,440
BSE,ABAN,INE421A01028,T,15.01,15.01,14.56,14.74,14.72,10553,154691.00,45
BSE,ABANSENT,INE365O01028,B,28.00,28.00,26.82,27.63,26.82,306,8271.00,9
BSE,ABATEAS,INE454E01013,X,9.14,9.14,8.66,9.08,9.07,4673,41925.00,54
BSE,ABB,INE117A01022,A,7439.00,7473.20,7403.70,7431.00,7439.00,2028,15070984.00,519
BSE,ABBOTINDIA,INE358A01014,A,26343.00,26343.00,25825.00,25878.50,26025.15,404,10493419.00,155
BSE,ABCAPITAL,INE674K01013,A,396.90,401.35,396.85,399.10,396.90,51546,20583785.00,1639
BSE,ABCINDQ,INE125D01011,X,64.72,64.72,63.30,63.48,64.40,396,25240.00,11
BSE,ABCOTS,INE08PH01015,B,218.80,218.80,209.25,211.05,215.35,10004,2093353.00,4
BSE,ABDL,INE552Z01027,A,613.00,615.00,602.75,609.15,604.20,9842,5985670.00,523
BSE,ABFRL,INE647O01011,A,50.78,51.77,50.20,50.43,50.49,228026,11626637.00,2958
BSE,ABHICAP,INE516F01016,X,107.10,107.10,104.05,105.60,113.90,2,211.00,2
BSE,ABHIFIN,INE723C01015,X,69.99,72.90,66.50,66.50,69.99,453,31171.00,14
BSE,ABINFRA,INE00YB01025,T,11.11,11.75,11.00,11.25,11.30,95824,1072431.00,108
BSE,ABIRAFN,INE195I01013,Z,34.95,34.95,34.00,34.80,35.00,894,31072.00,31
BSE,ABLBL,INE14LE01019,A,81.56,83.98,81.56,83.51,82.80,94889,7898580.00,663
BSE,ABMKNO,INE850B01026,B,193.50,193.50,193.50,193.50,193.90,2,387.00,2
BSE,ABREL,INE055A01016,A,1346.20,1385.95,1346.20,1376.10,1331.60,16049,22082235.00,1179
BSE,ABRFL,INE0ZDY01011,M,37.91,37.91,37.91,37.91,39.90,2400,90984.00,2
BSE,ABRIL,INE15MX01014,M,32.30,34.30,32.30,34.20,34.53,8000,266000.00,3
BSE,ABSLAMC,INE404A01024,A,1022.75,1049.50,1019.45,1045.10,1026.40,10095,10488168.00,883
BSE,ABVL,INE485K01022,X,4.75,4.84,4.70,4.73,4.74,106297,507149.00,236
BSE,ACC,INE012A01025,A,1267.30,1280.75,1267.30,1272.00,1265.75,5568,7098306.00,347
BSE,ACCEDERE,INE578B01015,XT,49.57,49.57,49.57,49.57,52.17,864,42828.00,18
BSE,ACCEL,INE258C01038,X,12.26,12.26,11.95,12.20,12.45,4662,56572.00,46
BSE,ACCELERATE,INE0POP01017,M,99.75,99.75,99.75,99.75,95.00,1920,191520.00,3
BSE,ACCELYA,INE793A01012,B,1134.40,1145.85,1126.00,1130.50,1134.40,383,434023.00,45
BSE,ACCORDTS,INE132201018,M,68.00,68.00,65.20,65.35,65.15,72000,4762170.00,23
