exchange,symbol,isin,series,open,high,low,close,prev_close,volume,value,trades
BSE,1STCUS,INE609B01018,X,58.00,65.90,58.00,65.90,61.41,5,297.00,2
BSE,20MICRONS,INE144J01027,B,192.40,192.40,187.25,188.45,189.20,6459,1219662.00,206
BSE,21STCENMGM,INE253B01015,B,42.49,42.49,41.05,41.88,41.66,973,41063.00,18
BSE,360ONE,INE466L01038,A,1168.90,1189.70,1162.00,1164.60,1166.10,45773,53888277.00,1388
BSE,3BBLACKBIO,INE994E01018,B,1244.95,1250.00,1207.25,1244.00,1208.85,1707,2103673.00,220
BSE,3BFILMS,INE0TE101010,MT,14.90,14.90,14.16,14.16,14.90,123000,1762350.00,33
BSE,3IINFOLTD,INE748C01038,B,25.94,27.40,25.15,27.29,25.70,285070,7634026.00,1058
BSE,3MINDIA,INE470A01017,A,36800.00,36800.00,35800.00,35917.90,35994.75,158,5688726.00,65
BSE,3PLAND,INE105C01023,B,32.10,32.10,31.35,31.35,32.10,16,512.00,3
BSE,4THGEN,INE739B01039,X,5.82,5.82,5.82,5.82,5.55,173,1006.00,10
BSE,5PAISA,INE618L01018,B,361.00,387.00,361.00,383.90,367.25,4979,1903887.00,394
BSE,63MOONS,INE111B01023,A,860.00,867.05,845.85,860.20,857.10,8832,7581413.00,366
BSE,7NR,INE413X01035,XT,6.50,6.50,6.50,6.50,6.38,63289,411378.00,48
BSE,7SEASL,INE454F01010,X,76.15,76.15,72.75,73.59,77.33,12278,916957.00,105
BSE,7TEC,INE856B01023,X,31.87,32.39,31.75,31.75,31.65,10523,336588.00,119
BSE,A1L,INE911Z01025,B,4.76,5.17,4.72,5.02,4.93,8076996,40139741.00,3038
BSE,A2ZINFRA,INE619I01012,B,17.45,17.45,16.25,16.61,17.08,127214,2126483.00,250
BSE,AAATECH,INE0D0U01013,B,86.20,101.78,86.20,99.06,92.25,6327,611794.00,288
BSE,AADHARHFC,INE883F01010,A,503.35,507.70,496.30,501.50,507.15,163459,82247101.00,945
BSE,AADIIND,INE563D01013,X,8.80,8.80,8.80,8.80,8.80,41,360.00,3
BSE,AAIL,INE864E01021,X,117.95,117.95,108.00,116.15,117.95,3258,371707.00,60
BSE,AANANDALAK,INE197R01010,XT,13.00,13.00,12.35,12.56,13.00,31,392.00,9
BSE,AANCHALISP,INE322R01022,XT,66.70,72.36,66.70,71.43,70.21,34940,2406159.00,62
BSE,AAREYDRUGS,INE198H01019,T,78.70,83.00,78.61,82.79,81.01,8190,674948.00,24
BSE,AARNAV,INE750R01016,B,32.50,32.50,30.53,30.56,30.50,2397,75989.00,46
BSE,AARTECH,INE01C001026,T,47.55,47.90,45.77,47.00,46.62,4145,193737.00,5
BSE,AARTIDRUGS,INE767A01016,B,415.00,424.00,410.40,421.35,416.35,10224,4285266.00,681
BSE,AARTIIND,INE769A01020,A,503.05,505.45,496.00,500.15,501.85,34299,17195615.00,774
BSE,AARTIPHARM,INE0LRU01027,A,764.95,821.45,760.00,821.45,684.55,174073,141831600.00,2095
BSE,AARTISURF,INE09EO01013,B,535.95,535.95,513.00,517.50,533.30,1827,951939.00,180
BSE,AARVI,INE754X01016,B,152.65,155.15,152.30,154.20,152.65,4124,634163.00,66
BSE,AASTAFIN,INE819K01014,X,34.21,34.39,32.50,33.98,34.38,1154,38665.00,31
BSE,AASTHA,INE2FMX01012,B,75.13,76.14,70.05,73.56,74.62,252327,18436027.00,1817
BSE,AAVAS,INE216P01012,A,1370.90,1418.25,1365.00,1405.00,1370.00,7462,10393556.00,629
BSE,AAYUSH,INE430R01023,X,23.11,23.25,22.03,22.85,23.15,81380,1845034.00,658
BSE,AAYUSHBULL,INE777X01017,M,1224.00,1239.00,1150.00,1233.60,1229.50,151500,185685550.00,715
BSE,ABANSENT,INE365O01028,T,26.28,26.28,26.00,26.28,26.35,918,24010.00,11
BSE,ABATEAS,INE454E01013,X,9.61,9.80,9.22,9.66,9.61,11919,113988.00,64
BSE,ABB,INE117A01022,A,7451.30,7725.00,7451.30,7700.00,7600.00,11178,85164357.00,2838
BSE,ABBOTINDIA,INE358A01014,A,28098.25,28098.25,27500.25,27548.60,27780.40,236,6527104.00,136
BSE,ABCAPITAL,INE674K01013,A,405.65,412.70,401.00,408.00,414.50,633199,258130130.00,2998
BSE,ABCINDQ,INE125D01011,X,64.30,67.49,62.80,65.80,64.54,50,3259.00,13
BSE,ABCOTS,INE08PH01015,B,201.00,205.30,200.20,200.65,201.65,59,11995.00,32
BSE,ABDL,INE552Z01027,A,598.00,627.00,592.00,624.35,598.00,17136,10559008.00,811
BSE,ABFRL,INE647O01011,A,61.99,61.99,57.51,61.05,63.31,1557682,92397211.00,10897
BSE,ABHICAP,INE516F01016,X,109.95,109.95,109.95,109.95,108.15,1,109.00,1
BSE,ABHIFIN,INE723C01015,XT,52.66,58.20,52.66,56.75,55.43,57,3088.00,6
BSE,ABHIINFRA,INE281P01016,X,8.15,8.57,8.15,8.57,8.57,121,999.00,3
BSE,ABINFRA,INE00YB01025,B,9.91,11.20,9.54,10.19,10.02,121016,1266039.00,270
BSE,ABIRAFN,INE195I01013,Z,31.88,32.00,31.00,31.00,31.88,832,26361.00,15
BSE,ABLBL,INE14LE01019,A,93.21,93.45,91.27,91.60,93.80,57942,5326172.00,711
BSE,ABMKNO,INE850B01026,B,194.80,194.80,189.95,190.05,186.00,392,74577.00,13
