exchange,symbol,isin,series,open,high,low,close,prev_close,volume,value,trades
BSE,0CIPL28,INE0Z4807015,F,130000.00,130000.00,130000.00,130000.00,130000.00,56,7280000.00,6
BSE,0EFCL29,INE836K07320,F,99000.00,99000.00,99000.00,99000.00,99000.00,10,990000.00,2
BSE,0MCIBPL28,INE0K0Y08060,F,101875.00,101875.00,101875.00,101875.00,100763.44,1,101875.00,1
BSE,0MSAFL28,INE138I08117,F,105855.00,106800.00,105855.00,106800.00,105826.00,101,10692300.00,2
BSE,0MSFL026,INE138I08091,F,119498.00,119498.00,119498.00,119498.00,119595.00,1,119498.00,1
BSE,1003NHF29,INE530L07897,F,1000.00,1000.00,1000.00,1000.00,1003.00,44,44000.00,4
BSE,1003NHFL29,INE530L07764,F,995.00,995.00,995.00,995.00,990.00,100,99500.00,1
BSE,1003NHFL30,INE530L07996,F,1000.00,1000.00,1000.00,1000.00,996.00,78,78000.00,3
BSE,1003NHFL35,INE530L07BI3,F,985.00,985.00,977.00,977.08,993.00,100,97708.00,2
BSE,1003SMCG30,INE103C07082,F,1009.89,1009.89,1006.00,1006.00,1007.95,69,69417.00,2
BSE,1004EFS30D,INE532F07HL2,F,1005.00,1005.00,1005.00,1005.00,1005.00,103,103515.00,2
BSE,1004EFSL29,INE532F07FU7,F,995.00,995.00,995.00,995.00,1000.00,2,1990.00,1
BSE,1004EFSL30,INE532F07GX9,F,1000.00,1000.00,1000.00,1000.00,1002.00,500,500000.00,6
BSE,1010EFS28,INE532F07EH7,F,1000.00,1000.00,1000.00,1000.00,984.11,600,600000.00,4
BSE,1010EFS28A,INE532F07DJ5,F,1040.80,1040.80,1040.80,1040.80,1056.00,200,208160.00,2
BSE,1011VCL26,INE01HV07528,F,10000.00,10000.00,10000.00,10000.00,9500.00,3,30000.00,1
BSE,1015ECL29,INE804IA7014,F,1011.90,1019.00,1011.90,1015.50,1016.00,51,51624.00,3
BSE,1015UPPC28,INE540P07350,F,1032500.00,1032500.00,1032500.00,1032500.00,1036000.00,1,1032500.00,1
BSE,1025CCIL27,INE051307CJ7,F,969.01,969.01,969.01,969.01,967.66,9,8721.00,1
BSE,1025CCIL28,INE051307CQ2,F,951.01,955.03,951.01,955.03,974.00,222,211534.00,4
BSE,1025EFSL30,INE532F07HU3,F,1000.00,1000.00,1000.00,1000.00,1000.00,401,401000.00,2
BSE,1025IIFL30,INE530B07492,F,1100.00,1100.00,1100.00,1100.00,1100.00,179,196900.00,2
BSE,1025IML28,INE0BUS07CD5,F,997.00,1000.00,997.00,1000.00,997.00,60,59880.00,4
BSE,1025NFL26,INE342T07429,F,99000.00,99000.00,99000.00,99000.00,99000.00,1,99000.00,1
BSE,1025SFL28,INE302E07565,F,998.99,998.99,998.99,998.99,998.99,26,25973.00,3
BSE,1025SFL28A,INE03K307132,F,9975.00,9975.00,9950.00,9950.00,9750.01,4,39825.00,2
BSE,1025SGSL30,INE103C07165,F,1053.00,1053.00,1053.00,1053.00,1082.00,11,11583.00,1
BSE,1026MFL31,INE549K08574,F,10076.99,10076.99,10076.99,10076.99,10076.99,28,282155.00,8
BSE,1030ESPL29,INE01YL07466,F,99085.11,99085.11,99085.11,99085.11,99085.11,2,198170.00,2
BSE,1030ICFL27,INE896L07991,F,1021.00,1021.00,1021.00,1021.00,1017.00,20,20420.00,2
BSE,1030IFSL26,INE321N07368,F,348.45,348.45,348.45,348.45,361.42,1,348.00,1
BSE,1030NFL028,INE342T07718,F,9936.02,9998.97,9915.06,9940.00,9936.01,47,467051.00,13
BSE,1030NFL27,INE342T07635,F,9950.01,10050.00,9941.04,9971.97,9968.00,69,688379.00,22
BSE,1035SFL28,INE03K307199,F,9810.00,9900.00,9700.00,9700.00,9815.82,14,137263.00,8
BSE,1040NFL26A,INE342T07510,F,100000.00,100000.00,100000.00,100000.00,99590.00,5,500000.00,1
BSE,1040UCL27B,INE583D07513,F,1000.00,1000.00,1000.00,1000.00,1000.00,70,70000.00,10
BSE,1045MFL33,INE549K08517,F,10162.00,10162.00,10162.00,10162.00,10150.00,32,325184.00,3
BSE,1047PDL31,INE420C07247,F,999.90,1000.00,999.90,1000.00,999.00,104,103992.00,2
BSE,1049EFS34A,INE532F07GI0,F,1020.00,1020.00,1011.00,1020.00,1020.00,71,72240.00,3
BSE,1049EFSL34,INE532F07FZ6,F,1015.00,1015.00,1015.00,1015.00,1015.00,1000,1015000.00,2
BSE,1049EFSL35,INE532F07GT7,F,1030.00,1030.00,1019.00,1019.00,1000.01,20,20490.00,2
BSE,1049NHF35,INE530L07AM7,F,1000.00,1012.00,1000.00,1012.00,1011.00,400,402400.00,3
BSE,1049NHFL34,INE530L07921,F,1000.01,1000.01,1000.01,1000.01,1025.00,96,96000.00,1
BSE,104ECL29A,INE804IA7147,F,1018.00,1030.00,1018.00,1030.00,1020.00,30,30780.00,3
BSE,104MFL33,INE549K08590,F,10128.00,10128.00,10128.00,10128.00,10126.00,79,800112.00,7
BSE,1050CCIL27,INE051307BZ5,F,965.00,975.00,965.00,975.00,960.50,20,19400.00,2
BSE,1050EFSL35,INE532F07HR9,F,995.00,1010.00,970.00,1010.00,994.00,30,29950.00,3
BSE,1050IML29,INE0BUS07CL8,F,9900.00,9900.00,9900.00,9900.00,9900.00,5,49500.00,2
BSE,1050KSL27,INE07HK07866,F,99930.01,99930.01,98100.00,99746.58,100100.00,12,1195679.00,3
BSE,1050MML30,INE101Q07BG6,F,1008.00,1008.00,1008.00,1008.00,1000.10,9,9072.00,1
BSE,1050NFL27A,INE342T07536,F,99770.01,99770.01,99770.00,99770.00,99700.00,10,997700.00,7
