exchange,symbol,isin,series,open,high,low,close,prev_close,volume,value,trades
NSE,HAZOOR,INE550F01049,EQ,19.86,20.30,19.00,19.11,19.30,531038,10426636.34,1123
NSE,HBESD,INE640B01021,EQ,71.00,73.00,70.00,73.00,73.57,425,30425.83,27
NSE,HBLENGINE,INE292B01021,EQ,757.30,765.00,748.30,749.85,760.00,898330,679006698.15,27472
NSE,HBPOR,INE638B01025,EQ,60.50,63.48,60.50,61.79,61.00,139,8620.94,20
NSE,HBSL,INE550B01022,EQ,53.73,53.73,51.13,53.25,52.68,447,23687.28,28
NSE,HCC,INE549A01026,EQ,21.71,22.21,21.47,21.83,21.77,17293181,376973757.12,24401
NSE,HCG,INE075I01017,EQ,705.00,714.40,695.10,701.35,708.25,67828,47700573.60,9395
NSE,HCL-INSYS,INE236A01020,EQ,10.93,11.20,10.57,10.70,10.47,754421,8276269.64,2152
NSE,HCLTECH,INE860A01027,EQ,1242.30,1284.90,1237.30,1281.00,1249.30,2751906,3506566025.40,70202
NSE,HDBFS,INE756I01012,EQ,692.65,699.00,677.75,680.95,698.40,980082,671629279.25,32211
NSE,HDFCAMC,INE127D01025,EQ,2434.90,2456.20,2412.40,2440.00,2425.00,503235,1227386189.70,38061
NSE,HDFCBANK,INE040A01034,EQ,731.00,742.65,729.05,739.50,731.00,35482683,26224175905.65,335639
NSE,HDFCLIFE,INE795G01014,EQ,551.65,565.90,551.65,559.40,550.95,2831490,1592773682.75,60904
NSE,HEADSUP,INE759V01019,EQ,6.90,7.00,6.71,6.91,6.71,17425,119199.72,105
NSE,HEALTHX,INE019J01013,EQ,293.75,303.70,293.65,297.00,300.00,1668,495998.80,48
NSE,HECPROJECT,INE558R01013,EQ,119.68,120.50,116.00,118.10,119.77,21092,2496138.47,220
NSE,HEG,INE545A01024,BE,243.85,248.90,240.90,248.50,237.05,1813114,447486090.80,18765
NSE,HEIDELBERG,INE578A01017,EQ,146.92,147.01,141.41,141.67,145.92,176823,25214404.62,4618
NSE,HEMIPROP,INE0AJG01018,EQ,120.61,122.09,119.50,120.02,120.77,166831,20144828.90,2706
NSE,HERANBA,INE694N01015,EQ,169.00,169.00,165.94,167.08,167.02,22561,3768996.98,726
NSE,HERITGFOOD,INE978A01027,EQ,416.10,429.90,416.05,421.50,418.10,544761,230474627.75,17241
NSE,HEROMOTOCO,INE158A01026,EQ,5308.00,5425.00,5308.00,5419.00,5285.50,355000,1914987000.00,42000
NSE,HESTERBIO,INE782E01017,EQ,2200.00,2236.40,2158.50,2188.80,2195.60,3227,7061123.00,578
NSE,HEXAGON,INE0JUI01012,BE,66.89,67.50,65.30,66.36,66.26,289033,19143734.52,663
NSE,HEXATRADEX,INE750M01017,EQ,161.90,161.90,158.00,159.84,158.29,804,128682.42,55
NSE,HEXT,INE093A01041,EQ,520.85,524.50,512.10,515.25,524.55,151434,78063242.70,9772
NSE,HFCL,INE548A01028,BE,213.45,216.99,209.10,214.31,215.71,3919366,838852579.39,24277
NSE,HGINFRA,INE926X01010,EQ,442.95,445.95,440.35,442.65,442.45,50346,22308941.15,4134
NSE,HGM,INE596H01014,EQ,48.70,49.59,45.60,46.46,48.51,3323,156168.90,68
NSE,HGS,INE170I01016,EQ,380.00,384.95,376.00,377.80,379.40,7901,2996905.15,634
NSE,HIKAL,INE475B01022,EQ,226.04,235.00,226.04,229.15,226.04,555365,128349864.55,10828
NSE,HILINFRA,INE00RL01028,EQ,45.00,45.00,43.25,43.37,43.92,80219,3523803.71,1105
NSE,HILTON,INE788H01017,EQ,16.45,16.79,16.28,16.44,16.38,101060,1670225.46,487
NSE,HIMATSEIDE,INE049A01027,EQ,64.99,65.17,62.10,62.76,64.66,754907,47839520.13,4459
NSE,HINDADH,INE074C01013,EQ,378.00,387.90,378.00,383.90,374.90,5897,2259806.25,202
NSE,HINDALCO,INE038A01020,EQ,987.00,993.50,976.00,981.20,986.50,3348127,3286727563.30,67312
NSE,HINDALUMI,INE227B01019,EQ,97.40,97.40,92.00,93.26,94.27,3325,311032.63,286
NSE,HINDCOMPOS,INE310C01029,EQ,380.50,382.95,374.05,379.25,378.65,4347,1647693.65,291
NSE,HINDCON,INE642Y01029,EQ,23.81,25.00,23.65,24.44,23.81,60207,1475088.07,271
