symbol,series,52w_high,52w_high_date,52w_low,52w_low_date
AVADHSUGAR,EQ,884.80,24-AUG-2026,306.05,21-JAN-2026
AVALON,EQ,2400.00,31-AUG-2026,777.30,29-JAN-2026
AVANA,ST,168.05,21-JUL-2026,60.10,20-MAR-2026
AVANCE,EQ,.94,18-AUG-2026,.75,17-AUG-2026
AVANTEL,EQ,215.00,10-OCT-2025,117.05,23-MAR-2026
AVANTIFEED,EQ,1593.80,21-APR-2026,631.65,29-SEP-2025
AVATAR,ST,258.00,21-AUG-2026,45.50,11-SEP-2025
AVAX$,ST,-,-,-,-
AVEER$,EQ,-,-,-,-
AVG,BE,256.73,08-OCT-2025,113.26,02-APR-2026
AVIANSH,SM,123.50,14-JAN-2026,95.00,25-SEP-2025
AVIENCE,SM,414.95,25-JUN-2026,222.00,17-JUL-2026
AVIVA$,EQ,-,-,-,-
AVL,EQ,705.00,25-JUN-2026,436.55,16-MAR-2026
AVONMORE,EQ,23.90,10-SEP-2025,9.05,28-JUL-2026
AVPINFRA,SM,189.45,22-SEP-2025,54.50,16-JUL-2026
AVROIND,EQ,15.99,29-SEP-2025,8.00,12-AUG-2026
AVSL,ST,126.00,08-DEC-2025,119.70,01-SEP-2026
AVTNPL,EQ,97.00,03-SEP-2026,53.50,30-MAR-2026
AWFIS,EQ,639.40,11-NOV-2025,229.05,30-MAR-2026
AWHCL,EQ,616.00,17-SEP-2025,370.10,02-SEP-2026
AWL,EQ,282.90,21-NOV-2025,171.19,16-MAR-2026
AXELPOLY$,EQ,-,-,-,-
AXISBANK,EQ,1418.30,03-FEB-2026,1045.00,03-SEP-2025
AXISBNINAV,EQ,-,-,-,-
AXISCADES,EQ,2211.00,11-MAY-2026,1063.30,22-JAN-2026
AXISCEINAV,EQ,-,-,-,-
AXISGOINAV,EQ,-,-,-,-
AXISHCINAV,EQ,-,-,-,-
AXISILINAV,EQ,-,-,-,-
AXISNIINAV,EQ,-,-,-,-
AXISOL$,BE,-,-,-,-
AXISTEINAV,EQ,-,-,-,-
AXISVAINAV,EQ,-,-,-,-
AXITA,EQ,12.20,31-DEC-2025,6.57,10-JUN-2026
AXSNSXINAV,EQ,-,-,-,-
AXTEL,EQ,424.95,17-AUG-2026,385.00,31-AUG-2026
AYE,EQ,197.29,21-JUL-2026,88.22,02-APR-2026
AYMSYNTEX,EQ,325.00,03-SEP-2026,141.53,20-JAN-2026
AZAD,EQ,2986.60,17-AUG-2026,1360.00,23-MAR-2026
AZADIND,EQ,98.99,28-AUG-2026,72.97,17-AUG-2026
AZTEC$,SM,-,-,-,-
B2BSOFT$,EQ,-,-,-,-
BABA$,EQ,-,-,-,-
BABAFP,SM,40.55,04-SEP-2025,17.65,16-JUN-2026
BACPHAR$,EQ,-,-,-,-
BAFNAPH,BE,318.50,01-SEP-2026,94.77,16-MAR-2026
BAGDIGITAL,SM,139.00,23-DEC-2025,95.75,10-OCT-2025
BAGFILMS,EQ,8.00,23-OCT-2025,3.61,30-MAR-2026
BAGMANE,RR,110.46,13-AUG-2026,102.25,23-JUN-2026
BAHETI,SM,875.00,28-AUG-2026,478.00,23-MAR-2026
BAIDFIN,EQ,12.98,16-DEC-2025,8.80,30-MAR-2026
BAIKAKAJI$,ST,-,-,-,-
BAJAJ-AUTO,EQ,12470.00,01-SEP-2026,8491.50,03-OCT-2025
BAJAJCON,EQ,692.00,13-JUL-2026,220.10,09-SEP-2025
BAJAJELEC,EQ,653.80,24-SEP-2025,301.00,11-JUN-2026
BAJAJFINSV,EQ,2195.00,23-OCT-2025,1597.00,02-APR-2026
BAJAJHCARE,EQ,515.90,25-SEP-2025,272.35,18-MAY-2026
BAJAJHFL,EQ,117.00,16-SEP-2025,72.65,30-MAR-2026
BAJAJHIND,EQ,26.00,24-AUG-2026,14.85,25-FEB-2026
BAJAJHLDNG,EQ,13880.00,17-SEP-2025,8588.00,02-APR-2026
BAJAJINDEF,EQ,442.60,08-OCT-2025,207.25,27-MAR-2026
BAJAJST,EQ,507.80,20-APR-2026,343.00,28-AUG-2026
BAJEL,EQ,226.69,19-SEP-2025,135.10,30-MAR-2026
BAJFINANCE,EQ,1176.40,03-AUG-2026,787.90,23-MAR-2026
BAJGLOB$,BE,-,-,-,-
BALAJEE,EQ,58.90,03-SEP-2025,21.10,30-MAR-2026
BALAJIPHOS,SM,184.70,03-SEP-2025,78.80,21-MAY-2026
BALAJITELE,EQ,141.32,26-SEP-2025,69.52,30-MAR-2026
BALAMINES,EQ,2506.00,02-SEP-2026,968.10,30-MAR-2026
BALAXI,EQ,47.87,05-SEP-2025,15.20,27-MAR-2026
BALCO,SM,31.85,18-SEP-2025,13.40,30-MAR-2026
BALGOPAL$,EQ,-,-,-,-
BALKRISHNA,EQ,25.97,25-SEP-2025,12.00,10-MAR-2026
BALKRISIND,EQ,2775.00,10-FEB-2026,1970.00,11-JUN-2026
BALMLAWRIE,EQ,238.20,15-SEP-2025,148.36,30-MAR-2026
BALPHARMA,EQ,98.85,27-MAY-2026,60.00,30-MAR-2026
BALRAMCHIN,EQ,780.95,20-AUG-2026,393.55,21-JAN-2026
BALTE$,EQ,-,-,-,-
BALUFORGE,EQ,697.00,12-SEP-2025,341.05,29-JAN-2026
BAMBINO$,EQ,-,-,-,-
BAMPSL$,EQ,-,-,-,-
BANARBEADS,EQ,164.70,30-OCT-2025,96.05,10-JUN-2026
BANARISUG,EQ,4338.00,20-AUG-2026,3105.20,06-OCT-2025
BANASFN$,EQ,-,-,-,-
BANCOINDIA,EQ,879.80,06-OCT-2025,502.00,30-MAR-2026
BANDARAM$,EQ,-,-,-,-
BANDHANBNK,EQ,220.76,15-JUL-2026,134.25,09-DEC-2025
BANG,EQ,62.07,18-NOV-2025,25.84,29-JUN-2026
BANK10ADD,EQ,18.99,25-MAY-2026,12.08,02-APR-2026
BANK10BETF,EQ,24.90,23-JUL-2026,20.17,24-JUL-2026
BANKA,EQ,97.88,17-SEP-2025,41.00,30-MAR-2026
BANKADD,EQ,62.90,18-FEB-2026,51.01,02-APR-2026
BANKBARODA,EQ,325.50,26-FEB-2026,231.72,05-SEP-2025
BANKBEES,EQ,638.99,19-FEB-2026,515.98,02-APR-2026
