symbol,series,52w_high,52w_high_date,52w_low,52w_low_date
BANKBETA,EQ,73.70,17-FEB-2026,51.30,02-APR-2026
BANKBETF,EQ,63.90,08-JUL-2026,50.71,02-APR-2026
BANKBINAV,EQ,-,-,-,-
BANKETF,EQ,628.27,19-FEB-2026,507.01,02-APR-2026
BANKIETF,EQ,63.90,17-FEB-2026,51.17,02-APR-2026
BANKINDIA,EQ,178.36,27-FEB-2026,111.33,05-SEP-2025
BANKNIFTY1,EQ,65.29,18-FEB-2026,51.71,02-APR-2026
BANKPSU,EQ,99.52,27-FEB-2026,68.50,05-SEP-2025
BANSALWIRE,EQ,374.00,04-SEP-2025,222.50,30-MAR-2026
BANSWRAS,EQ,144.00,19-JUN-2026,93.73,30-MAR-2026
BAPACK$,EQ,-,-,-,-
BARFLEX,SM,82.40,22-SEP-2025,50.05,20-JUL-2026
BARODARY$,EQ,-,-,-,-
BAROEXT$,EQ,-,-,-,-
BASANTGL$,EQ,-,-,-,-
BASF,EQ,4829.90,03-OCT-2025,3122.20,23-MAR-2026
BASILIC,SM,509.80,10-SEP-2025,164.00,17-AUG-2026
BASML,BE,31.90,27-NOV-2025,17.05,30-MAR-2026
BATAINDIA,EQ,1282.50,15-SEP-2025,605.00,30-MAR-2026
BATLIBOI,EQ,106.50,06-AUG-2026,71.21,08-JUN-2026
BAWEJA,ST,55.45,04-SEP-2025,21.10,30-MAR-2026
BAYERCROP,EQ,5489.00,19-SEP-2025,3935.00,02-SEP-2026
BAZELINTE$,BE,-,-,-,-
BBETF0432,EQ,1378.00,10-JUL-2026,1262.29,08-SEP-2025
BBL,EQ,3411.00,16-OCT-2025,2051.70,30-MAR-2026
BBNPNBETF,EQ,62.77,25-FEB-2026,50.03,30-MAR-2026
BBNPNBINAV,EQ,-,-,-,-
BBNPPGOLD,EQ,184.05,29-JAN-2026,101.45,03-SEP-2025
BBOX,EQ,1103.00,05-JUN-2026,435.05,05-SEP-2025
BBTC,EQ,2135.00,23-OCT-2025,1314.60,30-MAR-2026
BBTCL,EQ,262.00,17-AUG-2026,156.00,01-APR-2026
BCCFUBA$,EQ,-,-,-,-
BCCL$,SM,-,-,-,-
BCG,EQ,16.39,11-SEP-2025,7.70,31-JUL-2026
BCLIND,EQ,44.90,22-SEP-2025,25.53,23-MAR-2026
BCONCEPTS,EQ,449.00,24-SEP-2025,152.84,20-AUG-2026
BCPL,EQ,92.00,04-MAY-2026,60.00,27-MAR-2026
BDH$,EQ,-,-,-,-
BDI$,SM,-,-,-,-
BDL,EQ,1654.00,22-SEP-2025,1086.00,30-MAR-2026
BEACON,SM,124.80,08-MAY-2026,50.00,03-OCT-2025
BEARDSELL,EQ,38.60,25-SEP-2025,20.02,01-APR-2026
BECTORFOOD,EQ,299.00,04-SEP-2025,165.00,15-JUL-2026
BEDMUTHA,EQ,154.90,09-SEP-2025,94.55,01-APR-2026
BEEKAY,EQ,471.85,29-APR-2026,355.05,20-APR-2026
BEL,EQ,473.45,06-MAR-2026,368.50,05-SEP-2025
BELDING$,EQ,-,-,-,-
BELLACASA,EQ,497.35,15-OCT-2025,214.68,14-AUG-2026
BELRISE,EQ,268.20,12-AUG-2026,135.16,03-SEP-2025
BEMHY$,EQ,-,-,-,-
BEML,EQ,2275.75,24-OCT-2025,1355.00,30-MAR-2026
BENARA$,ST,-,-,-,-
BENARAS,EQ,10500.00,24-AUG-2026,9965.00,31-AUG-2026
BENCHMARK$,ST,-,-,-,-
BENGALASM,EQ,7268.00,05-JUN-2026,5845.85,20-APR-2026
BENGALS$,BE,-,-,-,-
BENGALT$,EQ,-,-,-,-
BENTCOM$,BE,-,-,-,-
BEPL,EQ,138.50,21-JUL-2026,74.20,09-MAR-2026
BERGEPAINT,EQ,594.55,21-NOV-2025,391.10,16-MAR-2026
BERLDRG$,EQ,-,-,-,-
BERVINL$,EQ,-,-,-,-
BERYLSE$,EQ,-,-,-,-
BESTAGRO,EQ,34.40,16-JAN-2026,12.30,30-MAR-2026
BESTEAST$,BE,-,-,-,-
BETA,EQ,2807.90,12-AUG-2026,990.10,25-FEB-2026
BETXIND$,EQ,-,-,-,-
BEWLTD,SM,159.30,08-SEP-2025,47.95,20-AUG-2026
BFINVEST,EQ,584.70,13-JUL-2026,315.00,30-MAR-2026
BFSI,EQ,29.94,16-FEB-2026,24.03,02-APR-2026
BFUTILITIE,EQ,898.70,23-SEP-2025,368.70,30-MAR-2026
BGDL$,EQ,-,-,-,-
BGIL$,EQ,-,-,-,-
BGRENERGY,BE,490.80,24-OCT-2025,185.05,03-SEP-2025
BGWTATO$,BE,-,-,-,-
BHADORA,ST,128.85,15-SEP-2025,49.50,30-MAR-2026
BHAGCHEM,EQ,316.90,03-AUG-2026,170.60,30-MAR-2026
BHAGERIA,BE,290.15,03-SEP-2026,127.51,30-MAR-2026
BHAGGAS$,BE,-,-,-,-
BHAGWOX$,EQ,-,-,-,-
BHAGYANGR,EQ,432.30,30-JUN-2026,88.10,08-SEP-2025
BHANDARI,EQ,4.52,03-SEP-2025,2.00,30-MAR-2026
BHANDERI$,ST,-,-,-,-
BHARAT$,EQ,-,-,-,-
BHARATAGR$,EQ,-,-,-,-
BHARATCOAL,EQ,45.09,19-JAN-2026,29.74,30-MAR-2026
BHARATFORG,EQ,2295.00,10-AUG-2026,1128.00,05-SEP-2025
BHARATGEAR,BE,154.20,29-SEP-2025,83.80,30-MAR-2026
BHARATRAS,EQ,2987.50,24-OCT-2025,1179.00,03-SEP-2026
BHARATROH$,SM,-,-,-,-
BHARATSE,EQ,263.18,13-JUL-2026,133.60,27-JAN-2026
BHARATWIRE,EQ,262.00,11-MAY-2026,148.01,30-MAR-2026
BHARTIARTL,EQ,2174.50,21-NOV-2025,1740.50,13-MAY-2026
BHARTIHEXA,EQ,1955.60,29-OCT-2025,1430.00,29-JUN-2026
BHASKAGR$,EQ,-,-,-,-
BHATIA$,EQ,-,-,-,-
BHAVIK$,SM,-,-,-,-
BHEL,EQ,446.50,17-JUL-2026,209.60,05-SEP-2025
BHILSPIN$,EQ,-,-,-,-
BHUDEVI$,EQ,-,-,-,-
BI,BE,111.51,19-AUG-2026,51.62,18-MAY-2026
BIBCL$,EQ,-,-,-,-
BIGBLOC,EQ,80.00,01-JAN-2026,38.00,30-MAR-2026
BIHSPONG$,EQ,-,-,-,-
BIKAJI,EQ,818.70,04-SEP-2025,584.20,03-SEP-2026
BIKEWO,ST,115.80,19-AUG-2026,13.65,06-OCT-2025
BIL,EQ,980.00,10-FEB-2026,602.00,21-JAN-2026
BILLWIN$,SM,-,-,-,-
BILVYAPAR,BE,14.70,25-SEP-2025,3.80,07-AUG-2026
BIMETAL,EQ,750.75,13-JUL-2026,537.90,18-MAY-2026
BINDALEXP$,ST,-,-,-,-
BINNYMILL$,BE,-,-,-,-
BIOCON,EQ,447.15,16-JUL-2026,337.05,30-SEP-2025
BIOFILCHEM,EQ,46.34,04-FEB-2026,25.60,30-MAR-2026
BIOGEN$,EQ,-,-,-,-
BIOPOL,SM,133.75,15-MAY-2026,39.50,03-SEP-2026
BIRDYS,SM,151.90,27-OCT-2025,84.10,19-AUG-2026
BIRET,RR,375.69,27-FEB-2026,312.05,24-NOV-2025
BIRLACABLE,BE,358.65,03-SEP-2026,104.00,30-MAR-2026
BIRLACORPN,EQ,1346.10,06-OCT-2025,769.60,16-MAR-2026
BIRLACOT$,BE,-,-,-,-
BIRLAMONEY,EQ,197.39,09-SEP-2025,95.00,30-MAR-2026
BIRLANU,EQ,2086.90,10-SEP-2025,1190.10,30-MAR-2026
BIRLAPREC,EQ,51.67,03-SEP-2026,32.25,24-APR-2026
BITS$,EQ,-,-,-,-
BIZOTIC$,SM,-,-,-,-
BKV$,EQ,-,-,-,-
BLACKBUCK,EQ,748.00,21-OCT-2025,496.00,22-MAY-2026
BLACKROSE,BE,129.90,23-JUN-2026,80.05,22-APR-2026
BLAL,EQ,233.80,09-SEP-2025,155.50,30-MAR-2026
BLBLIMITED,EQ,22.47,23-FEB-2026,12.00,13-JAN-2026
BLEL,EQ,548.00,20-AUG-2026,431.10,02-SEP-2026
BLIL,EQ,79.50,07-MAY-2026,67.00,12-JUN-2026
BLISSGVS,BE,665.00,03-SEP-2026,118.00,10-NOV-2025
BLKASHYAP,EQ,73.00,09-SEP-2025,40.32,30-MAR-2026
BLOIN$,EQ,-,-,-,-
