symbol,series,52w_high,52w_high_date,52w_low,52w_low_date
AARTISURF,BE,677.70,14-AUG-2026,316.00,30-MAR-2026
AARVI,EQ,168.40,10-JUL-2026,115.99,10-NOV-2025
AASHKA$,SM,-,-,-,-
AASTAFIN$,EQ,-,-,-,-
AASTHA,EQ,140.01,22-JUL-2026,70.00,10-AUG-2026
AATMAJ,SM,25.50,22-DEC-2025,16.70,22-JUL-2026
AAVAS,EQ,1771.90,13-NOV-2025,1060.40,23-MAR-2026
AAYUSH$,EQ,-,-,-,-
AAYUSHBUL$,SM,-,-,-,-
AB10BKINAV,EQ,-,-,-,-
ABAN,BE,47.33,02-SEP-2025,12.89,10-JUL-2026
ABANSENT,EQ,48.85,05-MAY-2026,22.30,20-APR-2026
ABATEAS$,EQ,-,-,-,-
ABB,EQ,7924.50,16-JUL-2026,4637.50,21-JAN-2026
ABBOTINDIA,EQ,32775.00,03-SEP-2025,25150.00,24-APR-2026
ABCAPITAL,EQ,430.70,03-AUG-2026,272.70,03-SEP-2025
ABCINDQ$,EQ,-,-,-,-
ABCOTS,EQ,504.00,24-SEP-2025,196.81,31-JUL-2026
ABDL,EQ,711.70,06-JUL-2026,382.10,23-MAR-2026
ABFRL,EQ,94.95,22-SEP-2025,50.20,02-SEP-2026
ABGSEC,EQ,118.00,26-AUG-2026,108.64,02-SEP-2025
ABGSECINAV,EQ,-,-,-,-
ABH,ST,99.00,01-SEP-2026,89.35,02-SEP-2026
ABHAPOWER,SM,48.80,02-SEP-2025,23.00,27-AUG-2026
ABHICAP$,EQ,-,-,-,-
ABHIFIN$,EQ,-,-,-,-
ABINFRA,BE,23.56,23-FEB-2026,8.82,11-JUN-2026
ABIRAFN$,BE,-,-,-,-
ABLBL,EQ,151.33,09-SEP-2025,82.61,02-SEP-2026
ABMINTLLTD,BE,72.80,14-AUG-2026,34.00,02-FEB-2026
ABMKNO,EQ,254.90,23-APR-2026,182.01,27-AUG-2026
ABREL,EQ,1965.30,18-SEP-2025,1080.10,16-MAR-2026
ABRFL$,SM,-,-,-,-
ABRIL$,SM,-,-,-,-
ABSL10BANK,EQ,214.42,04-MAR-2026,150.00,30-MAR-2026
ABSLAMC,EQ,1224.90,22-JUN-2026,708.00,25-NOV-2025
ABSLBAINAV,EQ,-,-,-,-
ABSLBANETF,EQ,64.94,17-FEB-2026,50.97,02-APR-2026
ABSLLIQUID,EQ,1044.99,10-FEB-2026,999.56,06-APR-2026
ABSLLQINAV,EQ,-,-,-,-
ABSLMSCIN,EQ,35.34,22-JUN-2026,26.34,02-APR-2026
ABSLNN50ET,EQ,80.33,07-AUG-2026,63.02,02-APR-2026
ABSLNNINAV,EQ,-,-,-,-
ABSLPSE,EQ,11.60,04-MAY-2026,9.21,04-MAR-2026
ABSMARINE,SM,315.50,22-MAY-2026,143.05,04-FEB-2026
ABSMSCINAV,EQ,-,-,-,-
ABSPSEINAV,EQ,-,-,-,-
ABVL$,EQ,-,-,-,-
ACC,EQ,1987.00,24-NOV-2025,1251.70,30-MAR-2026
ACCEDERE$,BE,-,-,-,-
ACCEL$,EQ,-,-,-,-
ACCELERAT$,SM,-,-,-,-
ACCELYA,EQ,1527.00,21-OCT-2025,1012.40,30-MAR-2026
ACCENTMIC,SM,621.00,24-AUG-2026,238.00,06-OCT-2025
ACCORD,ST,211.00,16-JUL-2026,19.85,04-NOV-2025
ACCORDTS$,SM,-,-,-,-
ACCPL,ST,214.70,20-AUG-2026,53.80,14-OCT-2025
ACCURACY,BE,7.51,17-SEP-2025,3.40,27-MAR-2026
ACE,EQ,1196.00,19-AUG-2026,745.10,30-MAR-2026
ACEALPHA$,SM,-,-,-,-
ACEENGITE$,BE,-,-,-,-
ACEINTEG,EQ,29.94,10-SEP-2025,14.20,30-MAR-2026
ACEMEN$,EQ,-,-,-,-
ACESOFT$,BE,-,-,-,-
ACETEC,SM,164.00,23-MAR-2026,111.80,09-MAR-2026
ACFSL$,ST,-,-,-,-
ACGL,EQ,1880.00,17-AUG-2026,1715.50,18-AUG-2026
ACHYUT$,BE,-,-,-,-
ACI,EQ,726.00,11-SEP-2025,479.80,28-AUG-2026
ACIIN$,BE,-,-,-,-
ACKNIT$,EQ,-,-,-,-
ACL,EQ,109.99,08-SEP-2025,40.50,30-MAR-2026
ACLD$,SM,-,-,-,-
ACME$,BE,-,-,-,-
ACMESOLAR,EQ,411.50,24-AUG-2026,195.90,27-JAN-2026
ACML$,SM,-,-,-,-
ACROW$,EQ,-,-,-,-
ACSTECH,BE,54.77,24-AUG-2026,31.71,04-JUN-2026
ACTIVE$,EQ,-,-,-,-
ACTIVEINFR,SM,190.00,09-OCT-2025,170.00,18-AUG-2026
ACUTAAS,EQ,3740.00,06-JUL-2026,1302.00,01-OCT-2025
ADANIENSOL,EQ,1789.00,21-JUL-2026,744.90,05-SEP-2025
ADANIENT,EQ,3245.00,06-JUL-2026,1753.00,30-MAR-2026
ADANIGREEN,EQ,1631.50,14-JUL-2026,765.00,23-JAN-2026
ADANIPORTS,EQ,1891.10,03-JUL-2026,1292.00,23-JAN-2026
ADANIPOWER,EQ,254.20,29-MAY-2026,120.00,11-SEP-2025
ADARSHPL$,EQ,-,-,-,-
ADCON$,BE,-,-,-,-
ADCOUNTY$,SM,-,-,-,-
ADDICTIVE,SM,152.05,11-SEP-2025,37.15,23-JUL-2026
ADDIND,EQ,94.60,26-AUG-2026,71.05,20-AUG-2026
ADESHWAR$,SM,-,-,-,-
ADFFOODS,EQ,346.95,02-JUL-2026,153.10,27-MAR-2026
ADHBHUTIN$,EQ,-,-,-,-
ADHHATA$,EQ,-,-,-,-
ADINATH$,EQ,-,-,-,-
ADISHAKTI$,SM,-,-,-,-
ADISOFT,SM,280.00,02-JUN-2026,170.00,14-AUG-2026
ADITYASP$,EQ,-,-,-,-
ADL,EQ,109.90,10-OCT-2025,50.26,30-MAR-2026
ADLINE$,BE,-,-,-,-
ADMACH$,ST,-,-,-,-
ADMANUM$,EQ,-,-,-,-
ADON$,SM,-,-,-,-
ADOR,EQ,1766.40,31-AUG-2026,848.00,07-APR-2026
ADROITINFO,EQ,12.20,19-SEP-2025,7.55,30-MAR-2026
ADSL,EQ,209.53,17-SEP-2025,86.27,30-MAR-2026
ADTECH$,EQ,-,-,-,-
ADVAIT,EQ,2485.00,17-JUN-2026,1351.00,27-JAN-2026
ADVANCE,EQ,154.00,27-OCT-2025,84.10,30-MAR-2026
ADVANCETL$,SM,-,-,-,-
ADVANIHOTR,EQ,65.50,23-JAN-2026,47.00,30-MAR-2026
ADVENTHTL,EQ,345.05,14-NOV-2025,120.02,11-JUN-2026
ADVENZYMES,EQ,419.00,11-MAY-2026,251.95,30-MAR-2026
ADVIKCA,EQ,1.27,17-AUG-2026,1.11,02-SEP-2026
ADVLIFE$,EQ,-,-,-,-
ADVPETR-B$,BE,-,-,-,-
AEGEUS$,SM,-,-,-,-
AEGISLOG,EQ,1497.80,06-AUG-2026,576.10,23-MAR-2026
AEGISVOPAK,EQ,311.49,13-JUL-2026,158.00,30-MAR-2026
AEIM$,EQ,-,-,-,-
AEL$,EQ,-,-,-,-
AEONXDIGI$,EQ,-,-,-,-
AEPL,EQ,20.25,10-APR-2026,13.25,30-MAR-2026
AEQUS,EQ,274.39,09-JUL-2026,113.30,16-MAR-2026
AEROENTER,EQ,149.55,23-JUN-2026,62.20,23-MAR-2026
AEROFLEX,EQ,570.50,01-SEP-2026,158.00,23-JAN-2026
AERON,SM,124.00,03-SEP-2025,70.00,30-MAR-2026
AERONEU,EQ,125.37,10-SEP-2025,63.21,19-MAR-2026
AEROPLANE,EQ,206.90,03-AUG-2026,117.02,15-APR-2026
AESTHETIK,SM,155.60,25-SEP-2025,59.60,30-MAR-2026
AETHER,EQ,1717.00,28-AUG-2026,726.45,19-SEP-2025
AFCOM$,SM,-,-,-,-
AFCONS,EQ,479.40,10-OCT-2025,259.10,11-AUG-2026
AFEL$,BE,-,-,-,-
AFFLE,EQ,2185.90,22-SEP-2025,1251.30,23-MAR-2026
AFFORDABLE,EQ,297.00,16-OCT-2025,119.71,30-MAR-2026
AFIL,EQ,11.10,22-JUN-2026,3.92,02-FEB-2026
AFLTD$,SM,-,-,-,-
AFSL,EQ,229.00,04-SEP-2025,194.41,13-OCT-2025
AGARIND,EQ,1006.00,24-SEP-2025,360.00,30-APR-2026
AGARWALEYE,EQ,568.00,16-OCT-2025,401.00,30-MAR-2026
AGARWALFT,SM,71.25,05-SEP-2025,21.85,30-MAR-2026
AGARWALTUF,SM,174.05,24-SEP-2025,81.00,02-APR-2026
AGI,EQ,939.00,25-SEP-2025,465.00,30-MAR-2026
AGIIL,EQ,434.40,04-MAY-2026,224.70,15-OCT-2025
AGL,EQ,22.00,03-JUL-2026,12.03,17-JUL-2026
AGNI,SM,43.35,04-SEP-2025,13.60,23-MAR-2026
AGOL$,EQ,-,-,-,-
AGRIBIO$,EQ,-,-,-,-
AGRITECH,EQ,187.19,17-DEC-2025,92.52,30-MAR-2026
AGROPHOS,EQ,47.47,24-SEP-2025,23.90,30-MAR-2026
AGSTRA,BZ,5.59,02-SEP-2025,1.88,27-AUG-2026
AGUL,SM,86.00,19-FEB-2026,45.90,31-AUG-2026
AHASOLAR$,SM,-,-,-,-
AHCL,EQ,17.28,28-NOV-2025,9.08,03-SEP-2025
AHIMSA,ST,28.50,21-AUG-2026,22.60,20-JAN-2026
AHLADA,EQ,72.00,23-SEP-2025,31.22,30-MAR-2026
AHLEAST,EQ,175.30,23-APR-2026,127.25,21-JAN-2026
AHLUCONT,EQ,1077.95,18-NOV-2025,590.00,02-SEP-2026
AHLWEST,BE,751.40,22-MAY-2026,137.00,06-APR-2026
AHMDSTE$,EQ,-,-,-,-
AIAENG,EQ,5180.00,30-JUN-2026,3002.00,12-SEP-2025
AICHAMP$,BE,-,-,-,-
AIHL$,EQ,-,-,-,-
AIIL,EQ,683.00,13-JAN-2026,400.00,09-MAR-2026
AIKPIPES$,SM,-,-,-,-
AILIMITED,SM,23.75,17-NOV-2025,11.88,06-FEB-2026
AIMTRON,SM,1780.00,18-AUG-2026,665.00,03-SEP-2025
AIRAN,EQ,27.49,19-SEP-2025,12.63,30-MAR-2026
AIRFLOA$,SM,-,-,-,-
AIROLAM,EQ,123.30,12-SEP-2025,78.00,04-JUN-2026
AISL,SM,105.10,24-SEP-2025,49.00,02-JUN-2026
AJANTPHARM,EQ,3796.00,18-AUG-2026,2329.90,30-SEP-2025
AJANTSOY$,EQ,-,-,-,-
AJAXENGG,EQ,704.00,02-SEP-2025,394.80,30-MAR-2026
AJCJEWEL$,ST,-,-,-,-
AJCON$,EQ,-,-,-,-
AJMERA,EQ,221.40,03-NOV-2025,98.03,30-MAR-2026
AJOONI,EQ,5.94,18-SEP-2025,3.40,08-JUN-2026
AJWAFUN$,BE,-,-,-,-
AKANKSHA,SM,139.50,26-AUG-2026,57.00,30-MAR-2026
AKASH,EQ,36.00,18-SEP-2025,22.80,30-MAR-2026
AKCAPIT,EQ,1875.00,14-JUL-2026,1484.90,23-APR-2026
AKG,EQ,15.34,01-FEB-2026,8.06,05-AUG-2026
AKI,EQ,10.48,23-SEP-2025,3.80,27-MAR-2026
AKIKO,SM,413.00,31-AUG-2026,167.00,02-SEP-2025
AKSHAR,EQ,.76,13-OCT-2025,.36,09-MAR-2026
AKSHARCHEM,BE,403.85,02-SEP-2026,141.30,30-MAR-2026
AKSHOPTFBR,BE,9.00,09-OCT-2025,3.82,30-MAR-2026
AKUMS,EQ,796.55,01-SEP-2026,409.30,21-JAN-2026
ALANKIT,EQ,14.36,02-SEP-2025,6.80,30-MAR-2026
ALANSCOTT$,BE,-,-,-,-
ALBERTDAVD,EQ,931.85,31-AUG-2026,579.90,30-MAR-2026
ALCODIS,SM,154.00,22-SEP-2025,49.00,30-MAR-2026
ALEMBICLTD,EQ,108.50,17-SEP-2025,70.46,30-MAR-2026
ALFAICA$,EQ,-,-,-,-
ALFATRAN$,EQ,-,-,-,-
ALFAVIO$,BE,-,-,-,-
ALFREDHE,EQ,3599.00,17-AUG-2026,2828.90,28-AUG-2026
ALGOQUANT,EQ,71.01,06-JAN-2026,47.80,23-MAR-2026
ALICON,EQ,1022.00,27-OCT-2025,580.00,30-MAR-2026
ALIVUS,EQ,1493.80,31-AUG-2026,819.00,22-JAN-2026
ALKALI,BE,107.38,09-OCT-2025,46.80,30-MAR-2026
ALKEM,EQ,5933.50,13-JAN-2026,5075.00,02-APR-2026
ALKOSIGN$,SM,-,-,-,-
ALKYLAMINE,EQ,2127.00,04-SEP-2025,1212.00,17-MAR-2026
ALLCARGO,EQ,36.55,15-OCT-2025,7.11,30-MAR-2026
ALLDIGI,EQ,1000.00,03-FEB-2026,700.00,30-MAR-2026
ALLETEC,SM,309.90,04-SEP-2025,115.80,30-MAR-2026
ALLTIME,EQ,317.40,02-SEP-2025,186.00,30-MAR-2026
ALMONDZ,EQ,22.10,12-SEP-2025,10.68,30-MAR-2026
ALNATRD$,BE,-,-,-,-
ALOKINDS,EQ,19.34,18-SEP-2025,7.06,02-SEP-2026
ALPA,EQ,99.00,04-SEP-2025,46.10,30-MAR-2026
ALPEXSOLAR,SM,1374.85,10-SEP-2025,660.00,02-FEB-2026
ALPHA,EQ,55.59,27-AUG-2026,42.00,30-MAR-2026
ALPHAETF,EQ,27.61,27-AUG-2026,21.80,02-APR-2026
ALPHAGEO,BE,368.00,18-AUG-2026,164.80,30-MAR-2026
ALPHAINAV,EQ,-,-,-,-
ALPHAIND$,SM,-,-,-,-
ALPHALOGI$,EQ,-,-,-,-
ALPINEHOU$,BE,-,-,-,-
ALPINETEX,EQ,105.00,21-JUL-2026,50.46,02-SEP-2026
ALPL30IETF,EQ,29.17,07-AUG-2026,24.35,02-APR-2026
ALSL$,EQ,-,-,-,-
ALUFLUOR,EQ,509.90,02-SEP-2026,421.00,17-AUG-2026
ALUWIND,SM,95.80,22-SEP-2025,40.00,13-JUL-2026
AMAGI,EQ,727.40,13-AUG-2026,310.20,07-APR-2026
AMAL,EQ,822.00,20-AUG-2026,730.05,17-AUG-2026
AMANAYA$,SM,-,-,-,-
AMANTA,BE,205.57,24-AUG-2026,92.00,16-MAR-2026
AMARJOTHI,EQ,166.00,01-SEP-2026,150.35,19-AUG-2026
AMARNATH$,EQ,-,-,-,-
AMBAAUTO,SM,137.50,05-MAY-2026,63.60,03-JUN-2026
AMBALALSA,BE,49.98,10-AUG-2026,30.15,23-JUL-2026
AMBANIORGO,SM,143.90,26-MAY-2026,94.90,20-JAN-2026
AMBARPIL$,BE,-,-,-,-
AMBER,EQ,8974.00,07-MAY-2026,5400.50,27-JAN-2026
AMBICAAGAR,EQ,29.68,17-NOV-2025,20.00,23-MAR-2026
AMBIKCO,EQ,1931.00,07-AUG-2026,1101.00,21-JAN-2026
AMBOAGRI$,SM,-,-,-,-
AMBUJACEM,EQ,600.80,22-SEP-2025,394.00,23-MAR-2026
AMCL,SM,554.00,19-MAY-2026,180.00,26-SEP-2025
AMCOIND$,EQ,-,-,-,-
AMDIND,EQ,68.07,22-SEP-2025,33.77,02-APR-2026
AMEENJI$,ST,-,-,-,-
AMEYA,SM,128.45,12-MAY-2026,86.00,12-FEB-2026
AMFORG$,EQ,-,-,-,-
AMIABLE,SM,98.50,01-JAN-2026,52.50,22-MAY-2026
AMIC$,SM,-,-,-,-
AMINTAN$,EQ,-,-,-,-
AMITSEC$,EQ,-,-,-,-
AMJLAND,EQ,61.00,09-SEP-2025,30.30,30-MAR-2026
AMKAY$,SM,-,-,-,-
AMNPLST,EQ,250.00,23-OCT-2025,127.00,30-MAR-2026
AMPL$,EQ,-,-,-,-
AMPVOLTS$,EQ,-,-,-,-
AMRAFIN$,ST,-,-,-,-
AMRAPLIN$,BE,-,-,-,-
AMRUTANJAN,EQ,790.95,08-SEP-2025,482.80,12-AUG-2026
AMS$,BE,-,-,-,-
AMTL$,EQ,-,-,-,-
AMWILL$,SM,-,-,-,-
ANANDRATHI,EQ,2242.00,28-AUG-2026,1353.85,27-JAN-2026
ANANTAM,IV,117.00,21-JAN-2026,100.10,09-MAR-2026
ANANTRAJ,EQ,743.65,07-OCT-2025,403.00,30-MAR-2026
