symbol,series,52w_high,52w_high_date,52w_low,52w_low_date
MADHAV,EQ,49.95,10-SEP-2025,29.00,30-MAR-2026
MADHAVBAUG,ST,335.00,26-DEC-2025,147.00,08-SEP-2026
MADHAVIPL,EQ,9.90,27-APR-2026,6.95,18-AUG-2026
MADHUCON,BE,8.55,19-SEP-2025,3.61,01-APR-2026
MADHUDIN$,EQ,-,-,-,-
MADHURIND$,BE,-,-,-,-
MADHURKNIT,ST,100.00,01-SEP-2026,81.50,07-SEP-2026
MADHUSUDAN,ST,260.00,07-JUL-2026,108.60,17-NOV-2025
MADRASFERT,EQ,93.49,17-SEP-2025,52.56,30-MAR-2026
MAESGEINAV,EQ,-,-,-,-
MAFANG,EQ,240.00,08-SEP-2026,149.74,01-APR-2026
MAFANGINAV,EQ,-,-,-,-
MAFATIND,EQ,157.77,24-JUN-2026,119.02,25-AUG-2026
MAFIA$,SM,-,-,-,-
MAFSETINAV,EQ,-,-,-,-
MAG813INAV,EQ,-,-,-,-
MAGADSUGAR,EQ,634.95,24-AUG-2026,417.00,30-JAN-2026
MAGANTR$,BE,-,-,-,-
MAGENTA$,SM,-,-,-,-
MAGNAELQ$,EQ,-,-,-,-
MAGNUM,EQ,30.25,10-SEP-2025,16.25,24-MAR-2026
MAGNUS$,BE,-,-,-,-
MAGOLDINAV,EQ,-,-,-,-
MAGSON,SM,213.90,21-AUG-2026,100.50,30-OCT-2025
MAHABANK,EQ,94.50,29-JUN-2026,52.28,09-SEP-2025
MAHACORP$,EQ,-,-,-,-
MAHALIFE$,SM,-,-,-,-
MAHALXSE$,BE,-,-,-,-
MAHANIN$,BE,-,-,-,-
MAHAPEXLTD,EQ,75.64,18-MAR-2026,37.32,09-DEC-2025
MAHASTEEL,BE,1421.00,01-SEP-2026,381.25,11-SEP-2025
MAHAVEER$,BE,-,-,-,-
MAHEPC,EQ,163.99,08-SEP-2025,91.91,30-MAR-2026
MAHESH$,EQ,-,-,-,-
MAHESHWARI,BE,76.81,25-AUG-2026,39.04,04-MAR-2026
MAHICKRA,SM,308.80,24-AUG-2026,131.00,08-DEC-2025
MAHIP$,ST,-,-,-,-
MAHKTECH,EQ,35.59,06-OCT-2025,21.00,09-MAR-2026
MAHKTEINAV,EQ,-,-,-,-
MAHLIFE,EQ,427.05,01-DEC-2025,286.80,30-MAR-2026
MAHLOG,EQ,450.00,24-APR-2026,275.05,21-JAN-2026
MAHSCOOTER,EQ,18538.00,15-SEP-2025,10901.00,02-APR-2026
MAHSEAMLES,EQ,717.80,07-SEP-2026,500.70,27-JAN-2026
MAIDEN$,SM,-,-,-,-
MAINFRA$,EQ,-,-,-,-
MAITHANALL,EQ,1210.10,18-JUN-2026,831.20,30-MAR-2026
MAITREYA,SM,292.95,13-NOV-2025,107.50,31-JUL-2026
MAITRI$,BE,-,-,-,-
MAJESAUT,BE,500.00,05-AUG-2026,274.00,04-MAY-2026
MAKEINDIA,EQ,173.11,07-AUG-2026,140.12,02-APR-2026
MAKERSL,EQ,236.00,25-AUG-2026,150.00,19-AUG-2026
MAKS,SM,36.00,19-SEP-2025,12.65,31-AUG-2026
MAL,SM,60.90,18-SEP-2025,28.95,11-JUN-2026
MALA$,SM,-,-,-,-
MALLCOM,EQ,1520.00,21-OCT-2025,929.00,30-MAR-2026
MALPANI$,SM,-,-,-,-
MALUPAPER,EQ,44.11,21-NOV-2025,27.00,30-MAR-2026
MAM150INAV,EQ,-,-,-,-
MAMATA,EQ,515.00,19-SEP-2025,297.00,30-MAR-2026
MAMFGEINAV,EQ,-,-,-,-
MAN50EINAV,EQ,-,-,-,-
MANAKALUCO,EQ,68.12,20-JAN-2026,21.73,30-MAR-2026
MANAKCOAT,EQ,182.82,27-OCT-2025,94.20,30-MAR-2026
MANAKSIA,EQ,73.40,06-JAN-2026,42.10,30-MAR-2026
MANAKSTEEL,BE,114.76,03-SEP-2026,45.11,30-MAR-2026
MANALIPETC,EQ,93.00,08-SEP-2026,39.13,30-MAR-2026
MANAPPURAM,EQ,381.55,30-JUL-2026,245.15,23-MAR-2026
MANAS$,ST,-,-,-,-
MANAV,SM,47.00,25-MAY-2026,14.50,15-SEP-2025
MANBA,EQ,154.00,28-JUL-2026,98.00,30-MAR-2026
MANCREDIT,EQ,287.27,07-AUG-2026,152.06,21-JAN-2026
MANDEEP,SM,31.90,17-SEP-2025,16.15,27-AUG-2026
MANGALAM,EQ,79.49,11-SEP-2025,22.80,29-DEC-2025
MANGALCOM$,SM,-,-,-,-
MANGIND$,EQ,-,-,-,-
MANGLAM$,EQ,-,-,-,-
MANGLMCEM,EQ,1120.00,03-SEP-2026,679.35,27-NOV-2025
MANILAM,SM,67.00,08-MAY-2026,45.95,08-SEP-2026
MANINDS,EQ,844.40,08-SEP-2026,302.05,02-FEB-2026
MANINFRA,EQ,162.75,08-SEP-2025,77.12,30-MAR-2026
MANIPALHOS,EQ,815.00,28-AUG-2026,625.45,06-AUG-2026
MANIVENI$,SM,-,-,-,-
MANKIND,EQ,2674.00,22-SEP-2025,1909.70,23-MAR-2026
MANOJJEWE$,SM,-,-,-,-
MANOMAY,EQ,259.88,28-NOV-2025,160.25,06-MAY-2026
MANORAMA,EQ,2149.50,08-SEP-2026,1060.60,22-JAN-2026
MANORG,EQ,635.00,05-MAY-2026,356.25,30-MAR-2026
MANRAJH$,EQ,-,-,-,-
MANSIFIN$,EQ,-,-,-,-
MANTRA$,EQ,-,-,-,-
MANUFGBEES,EQ,171.58,01-APR-2026,138.60,02-APR-2026
MANUGRAPH,BE,24.00,29-SEP-2025,9.65,30-MAR-2026
MANXT5INAV,EQ,-,-,-,-
MANYAVAR,EQ,779.00,22-SEP-2025,329.20,16-MAR-2026
MAPMYINDIA,EQ,1998.00,14-OCT-2025,795.00,30-MAR-2026
MARALOVER,EQ,68.89,08-SEP-2026,34.11,30-MAR-2026
MARATHON,EQ,685.40,22-SEP-2025,344.05,18-AUG-2026
MARBLE$,EQ,-,-,-,-
MARBU$,EQ,-,-,-,-
MARC,SM,150.00,08-SEP-2026,40.75,12-JAN-2026
MARCLOIRE$,SM,-,-,-,-
MARCO,SM,46.50,09-SEP-2025,26.60,30-MAR-2026
MARGOFIN$,EQ,-,-,-,-
MARICO,EQ,889.10,30-JUL-2026,690.30,29-SEP-2025
MARINE,EQ,450.00,03-SEP-2026,150.86,30-MAR-2026
MARINETRAN,ST,28.20,29-DEC-2025,13.30,11-NOV-2025
MARIS$,EQ,-,-,-,-
MARKOLINES,EQ,191.75,03-JUL-2026,131.65,21-JAN-2026
MARKSANS,EQ,349.95,08-SEP-2026,155.00,30-MAR-2026
MARSONS,EQ,175.40,07-MAY-2026,100.25,12-AUG-2026
MARUSHIKA,SM,123.00,19-FEB-2026,78.10,27-MAY-2026
MARUTI,EQ,17370.00,05-JAN-2026,12201.00,30-MAR-2026
MASFIN,EQ,358.85,04-MAY-2026,277.35,30-MAR-2026
MASILINAV,EQ,-,-,-,-
MASKINVEST,EQ,246.09,17-OCT-2025,114.94,30-MAR-2026
MASON,SM,220.00,12-NOV-2025,101.20,02-JUN-2026
MASPTOINAV,EQ,-,-,-,-
MASPTOP50,EQ,98.78,08-SEP-2026,65.00,02-MAR-2026
MASTEK,EQ,2580.00,10-SEP-2025,1334.20,30-MAR-2026
MASTER,SM,502.00,04-AUG-2026,282.50,10-MAR-2026
MASTERTR,EQ,164.50,06-OCT-2025,55.60,30-MAR-2026
MATHEWE$,BE,-,-,-,-
MATRIMONY,EQ,573.00,23-JAN-2026,364.05,16-MAR-2026
MAWANASUG,EQ,164.00,24-AUG-2026,75.08,16-MAR-2026
MAXESTATES,EQ,579.00,26-AUG-2026,305.45,30-MAR-2026
MAXGROW$,BE,-,-,-,-
MAXHEALTH,EQ,1221.90,23-OCT-2025,903.00,07-APR-2026
MAXHEIGHT$,EQ,-,-,-,-
MAXIMUS$,EQ,-,-,-,-
MAXIND,EQ,241.57,25-SEP-2025,120.00,30-MAR-2026
MAXPOSURE,SM,62.50,08-SEP-2025,29.00,02-SEP-2026
MAXVOLT,SM,509.00,26-DEC-2025,213.00,18-SEP-2025
MAYASHEEL,SM,85.00,21-OCT-2025,34.00,08-SEP-2026
MAYUR$,BE,-,-,-,-
MAYURFL$,BE,-,-,-,-
MAYURUNIQ,EQ,907.00,03-JUL-2026,471.20,12-JAN-2026
MAZDA,BE,308.00,06-OCT-2025,159.20,30-MAR-2026
MAZDOCK,EQ,3061.40,22-SEP-2025,2057.40,30-MAR-2026
MBAPL,EQ,174.94,24-AUG-2026,74.63,30-SEP-2025
MBECL,BE,285.42,08-SEP-2026,213.00,01-SEP-2026
MBEL,EQ,535.90,10-NOV-2025,223.05,30-MAR-2026
MBLINFRA,EQ,52.48,17-SEP-2025,18.37,30-MAR-2026
MCCHRLS-B,EQ,799.00,27-AUG-2026,580.00,30-JUN-2026
MCFL$,ST,-,-,-,-
MCL,EQ,93.20,21-JAN-2026,42.00,25-NOV-2025
MCLEODRUSS,EQ,78.41,29-MAY-2026,28.50,30-MAR-2026
MCLOUD,EQ,87.00,23-SEP-2025,19.40,30-MAR-2026
MCON,SM,83.00,09-SEP-2025,37.30,29-MAY-2026
MCPL$,SM,-,-,-,-
MCX,EQ,3480.00,21-MAY-2026,1496.00,09-SEP-2025
MD150CINAV,EQ,-,-,-,-
MDL,ST,104.80,18-SEP-2025,43.00,25-FEB-2026
MDRC$,SM,-,-,-,-
MDRNSTL$,EQ,-,-,-,-
MEAPL$,EQ,-,-,-,-
MEDANTA,EQ,1544.00,27-AUG-2026,956.00,30-MAR-2026
MEDIAONE$,BE,-,-,-,-
MEDIASSIST,EQ,575.55,03-NOV-2025,293.00,30-MAR-2026
MEDICAMEQ,EQ,447.65,25-NOV-2025,212.40,29-JUN-2026
MEDICAPQ,EQ,27.99,25-AUG-2026,20.33,18-AUG-2026
MEDICO,EQ,56.88,24-DEC-2025,30.22,30-MAR-2026
MEDIORG,SM,38.00,23-OCT-2025,19.10,12-JUN-2026
MEDISTEP,SM,35.50,10-SEP-2025,16.50,30-MAR-2026
MEDPLUS,EQ,1022.20,21-MAY-2026,648.00,03-SEP-2026
MEEIND$,EQ,-,-,-,-
MEENST$,BE,-,-,-,-
MEERA$,EQ,-,-,-,-
MEESHO,EQ,254.40,18-DEC-2025,125.56,16-MAR-2026
MEFCOMCAP$,EQ,-,-,-,-
MEGACOR$,EQ,-,-,-,-
MEGAFLEX,SM,155.05,17-MAR-2026,43.50,21-OCT-2025
MEGAMONT$,EQ,-,-,-,-
MEGASTAR,EQ,392.00,13-JUL-2026,203.00,01-OCT-2025
MEGATHERM,SM,314.65,09-SEP-2025,170.00,27-MAR-2026
MEGFI$,BE,-,-,-,-
MEGRISOFT$,EQ,-,-,-,-
MEHAI$,EQ,-,-,-,-
MEHIF$,EQ,-,-,-,-
MEHSECU$,EQ,-,-,-,-
MEHUL$,SM,-,-,-,-
MEIL,EQ,572.70,08-SEP-2025,206.26,30-MAR-2026
MENNPIS,EQ,85.80,08-SEP-2026,52.35,09-JUN-2026
MENONBE,BE,324.00,07-SEP-2026,101.50,18-DEC-2025
MEP,BZ,2.87,10-NOV-2025,.50,31-JUL-2026
MERCANTILE,EQ,31.90,12-MAY-2026,19.00,20-APR-2026
MERCTRD$,EQ,-,-,-,-
MERCURYEV,EQ,41.50,21-AUG-2026,30.16,15-JUN-2026
MERCURYLA$,EQ,-,-,-,-
META$,BE,-,-,-,-
METAINFO$,SM,-,-,-,-
METAL,EQ,13.97,27-MAY-2026,8.70,30-OCT-2025
METALCO$,EQ,-,-,-,-
METALIC,ST,161.95,21-AUG-2026,81.40,29-JUL-2026
METALIETF,EQ,14.17,04-JUN-2026,9.58,12-SEP-2025
METALIINAV,EQ,-,-,-,-
METALINAV,EQ,-,-,-,-
METHODHUB$,SM,-,-,-,-
METROBRAND,EQ,1340.40,17-SEP-2025,883.00,30-MAR-2026
METROGLOBL,EQ,165.00,17-AUG-2026,110.00,27-APR-2026
METROPOLIS,EQ,609.05,30-JUL-2026,412.25,02-APR-2026
METSL$,EQ,-,-,-,-
MFLINDIA$,EQ,-,-,-,-
MFML,EQ,36.99,09-SEP-2025,17.30,02-SEP-2026
MFSINTRCR$,EQ,-,-,-,-
MFSL,EQ,1892.50,23-FEB-2026,1433.60,02-APR-2026
MGBEESINAV,EQ,-,-,-,-
MGEL,EQ,18.40,26-SEP-2025,9.53,09-MAR-2026
MGIL$,EQ,-,-,-,-
MGL,EQ,1378.00,17-SEP-2025,900.00,23-MAR-2026
MGSL,SM,120.00,09-OCT-2025,57.20,06-JUL-2026
MHEL$,ST,-,-,-,-
MHHL,SM,55.00,08-SEP-2025,29.20,19-JUN-2026
MHLXMIRU,BE,244.65,14-NOV-2025,105.53,29-JUN-2026
MHRIL,EQ,368.90,22-SEP-2025,204.70,08-SEP-2026
MHSGRMS$,BE,-,-,-,-
MICEL,BE,82.97,09-SEP-2025,29.97,30-MAR-2026
MICROPRO,SM,28.50,08-SEP-2025,15.15,30-MAR-2026
MICROSE$,BE,-,-,-,-
MID150,EQ,24.95,23-JUL-2026,18.97,22-APR-2026
MID150BEES,EQ,247.15,24-AUG-2026,190.43,27-MAR-2026
MID150CASE,EQ,13.00,09-JUN-2026,9.63,02-APR-2026
MID150INAV,EQ,-,-,-,-
MID15INAV,EQ,-,-,-,-
MIDADDINAV,EQ,-,-,-,-
MIDBANKADD,EQ,18.22,31-AUG-2026,17.09,31-AUG-2026
MIDBKDINAV,EQ,-,-,-,-
MIDCAP,EQ,19.27,11-AUG-2026,15.01,08-JUN-2026
MIDCAPADD,EQ,25.50,31-DEC-2025,19.27,02-APR-2026
MIDCAPBETA,EQ,240.00,27-AUG-2026,192.50,02-APR-2026
MIDCAPETF,EQ,24.57,06-AUG-2026,19.60,02-APR-2026
MIDCAPIETF,EQ,24.88,13-AUG-2026,19.89,02-APR-2026
MIDEASTP$,BE,-,-,-,-
MIDHANI,EQ,482.40,08-SEP-2026,266.65,30-MAR-2026
MIDINDIA$,EQ,-,-,-,-
MIDQ50ADD,EQ,26.01,08-SEP-2026,21.00,30-MAR-2026
MIDSELIETF,EQ,20.39,01-SEP-2026,14.55,30-MAR-2026
MIDSMAINAV,EQ,-,-,-,-
MIDSMALL,EQ,53.07,04-SEP-2026,42.41,23-MAR-2026
MIDWESTLTD,EQ,1859.90,08-JAN-2026,1026.00,03-SEP-2026
MIEL,SM,31.50,08-SEP-2025,10.70,01-APR-2026
MIHIKA$,EQ,-,-,-,-
MIIL,EQ,742.90,27-AUG-2026,660.00,17-AUG-2026
MIL$,EQ,-,-,-,-
MILEFUR$,ST,-,-,-,-
MILKYMIST,EQ,288.45,08-SEP-2026,165.00,18-AUG-2026
MILLWORKS$,SM,-,-,-,-
MILTON,SM,53.50,30-JAN-2026,24.85,24-NOV-2025
MINALIND,BE,5.89,08-SEP-2026,1.71,18-AUG-2026
MINDACORP,EQ,769.00,14-AUG-2026,468.50,12-MAR-2026
MINDPOOL,SM,71.10,28-AUG-2026,68.55,11-SEP-2025
MINDSPACE,RR,511.68,12-FEB-2026,417.00,11-SEP-2025
MINDTECK,EQ,307.68,20-OCT-2025,145.13,30-MAR-2026
MINFRAINAV,EQ,-,-,-,-
MINID$,EQ,-,-,-,-
MINOLTAF$,BE,-,-,-,-
MIRZAINT,EQ,44.00,19-SEP-2025,24.95,30-MAR-2026
MISHDESIG$,SM,-,-,-,-
MISHKA$,EQ,-,-,-,-
MISHTANN$,EQ,-,-,-,-
MISQUITA$,SM,-,-,-,-
MITCON,EQ,91.70,03-JUN-2026,49.56,13-MAR-2026
