exchange,symbol,isin,series,date,close,prev_close,volume,value,trades,sma20,sma50,sma200,avg_vol20,volume_ratio20,high20,high50,high60,low20,low50,low60,high252,low252,dist_52w_high_pct,dist_52w_low_pct,roc20_pct,roc50_pct,rsi14,atr14_pct,range_pct,close_vs_sma20_pct,close_vs_sma50_pct,close_vs_sma200_pct,sma20_slope20_pct,sma50_slope20_pct
BSE,CARRARO,INE0V7W01012,B,2026-09-17,515,508.6,254047,130837564,246,536.49,537.151,,72719.5,3.4935,573.25,579,592.15,505.85,492.65,492.65,609.9,492.65,-15.5599,4.5367,-1.0757,-1.8206,37.7595,3.3051,2.0049,-4.0057,-4.1238,,2.0608,-0.5386
NSE,CARRARO,INE0V7W01012,EQ,2026-09-17,515.05,508.85,357858,184208527.65,4193,536.42,537.088,,150012.8,2.3855,572.6,579.8,604,506.1,492.25,492.25,609.9,492.25,-15.5517,4.6318,-0.7324,-1.8017,37.042,3.612,3.3633,-3.9838,-4.1032,,2.0659,-0.5463
BSE,CARTRADE,INE290S01011,A,2026-09-17,2939,2881.75,5078,14840166,585,3036.665,2888.665,,28459.45,0.1784,3253.8,3253.8,3253.8,2782.35,2638.55,2580.2,3253.8,1890.05,-9.6748,55.4985,5.7346,5.8718,41.4924,4.3361,2.6051,-3.2162,1.7425,,8.726,6.3675
NSE,CARTRADE,INE290S01011,EQ,2026-09-17,2938,2885.3,196278,573410514.3,27597,3036.075,2888.786,,461168.95,0.4256,3254,3254,3254,2786.4,2635.6,2581.3,3254,1891.1,-9.7111,55.3593,5.5506,5.8395,41.7746,4.424,2.8782,-3.2303,1.7036,,8.6892,6.3377
BSE,CARYSIL,INE482D01024,B,2026-09-17,1109.6,1117.85,1748,1955121,197,1141.97,1165.325,,4386.45,0.3985,1210,1280,1280,1093,1093,1085.15,1280,1052.05,-13.3125,5.4703,-5.9701,1.2086,48.2379,3.4166,2.4932,-2.8346,-4.7819,,-3.2426,-1.1318
NSE,CARYSIL,INE482D01024,EQ,2026-09-17,1111.1,1118.4,41001,45782237.4,3963,1142.25,1164.934,,84700.4,0.4841,1211,1280.9,1280.9,1091.3,1091.3,1083.1,1280.9,1051.6,-13.2563,5.658,-5.9904,1.147,48.657,3.6058,2.5271,-2.7271,-4.6212,,-3.1569,-1.1187
BSE,CASPIAN,INE176N01039,X,2026-09-17,34.96,33.65,2672,90512,24,34.5935,34.5646,,2980.55,0.8965,37,37.08,38,31.7,31.7,31.7,40,31.7,-12.6,10.2839,-1.4656,-0.1998,53.46,5.396,5.203,1.0594,1.1439,,1.3521,-2.8211
BSE,CASTORA,INE641H01018,X,2026-09-17,14.22,13.56,9766,138725,37,11.9315,,,23494.65,0.4157,14.69,,,9.5,,,16.81,9.5,-15.4075,49.6842,43.9271,,80.8547,5.5756,4.2491,19.1803,,,,
BSE,CASTROLIND,INE172A01027,A,2026-09-17,191.65,188.8,163886,31292000,1858,187.6175,186.896,,97907.35,1.6739,192.85,194.95,194.95,184.1,183,183,194.95,181.05,-1.6927,5.8547,1.4827,4.5554,72.5,1.3995,2.1451,2.1493,2.5437,,0.072,0.6468
NSE,CASTROLIND,INE172A01027,EQ,2026-09-17,191.72,188.84,4924285,941235282.63,45989,187.6365,186.9018,,1867561.5,2.6367,192.87,195,195,184.1,182.9,182.9,195,181.21,-1.6821,5.7999,1.5735,4.5879,73.3526,1.3088,2.1557,2.1763,2.5779,,0.0688,0.6444
BSE,CATVISION,INE660B01011,X,2026-09-17,19.3,18.95,2024,38840,26,19.482,19.7138,,5029.2,0.4024,23.36,23.88,23.88,18.12,17.9,17.9,23.88,17.9,-19.1792,7.8212,-1.0256,-0.7712,47.3451,10.3886,5.8002,-0.9342,-2.099,,-2.3312,0.1494
BSE,CBPL,INE07QQ01016,M,2026-09-17,47.25,45,4000,189000,4,43.2475,,,4850,0.8247,52.71,,,32.08,,,52.71,31.65,-10.3586,49.2891,47.6562,,68.431,4.2721,0,9.2549,,,10.8711,
BSE,CCAL,INE0M7501019,MT,2026-09-17,44.08,43.22,6000,264480,1,37.7865,31.5626,,9300,0.6452,44.08,44.08,,31.57,24.25,,44.08,21.92,0,101.0949,42.3773,82.4503,92.5483,1.7614,0,16.6554,39.659,,34.6128,
BSE,CCAVENUE,INE483S01020,A,2026-09-17,16.33,15.34,1779179,28904652,3752,15.434,16.2004,,798339.15,2.2286,16.85,18.57,18.75,14.85,14.82,14.82,18.75,13.2,-12.9067,23.7121,9.6709,0.7403,61.3546,4.4878,10.9282,5.8054,0.8,,-5.5533,-0.1282
NSE,CCAVENUE,INE483S01020,EQ,2026-09-17,16.32,15.32,46480923,756656157.7,141618,15.43,16.1924,,14713241.9,3.1591,16.86,18.58,18.75,14.84,14.84,14.84,18.75,13.2,-12.96,23.6364,9.6038,0.5545,61.0442,4.5693,10.4849,5.768,0.788,,-5.4795,-0.1184
BSE,CCCL,INE429I01024,B,2026-09-17,13.7,13.7,31165,429394,69,14.476,15.3236,,28078.4,1.1099,15.99,17.73,20.59,13.52,13.52,13.52,20.59,13.52,-33.4628,1.3314,-10.2228,-11.8971,21.7391,3.9781,3.6003,-5.3606,-10.5954,,-7.095,-3.6567
NSE,CCCL,INE429I01024,EQ,2026-09-17,13.69,13.61,223283,3077934.88,443,14.4565,15.319,,166195.2,1.3435,15.89,17.78,20.55,13.5,13.5,13.5,20.55,13.5,-33.382,1.4074,-9.6966,-11.5633,15.873,3.5949,4.1481,-5.3021,-10.6339,,-7.1724,-3.6989
BSE,CCDL,INE187R01029,XT,2026-09-17,1.14,1.2,196422,223921,254,1.1975,1.1566,,6140228.4,0.032,1.38,1.38,1.38,1.11,0.97,0.92,1.38,0.86,-17.3913,32.5581,0,9.6154,50,4.4486,0,-4.8017,-1.4352,,3.0108,6.8551
BSE,CCHHL,INE652F01027,B,2026-09-17,12.8,12.45,1529,19538,17,12.683,12.6778,,2114.85,0.723,14.99,14.99,14.99,11.57,11.57,11.57,14.99,11.03,-14.6097,16.0471,0.1565,1.5067,48.9796,5.3571,2.9719,0.9225,0.9639,,0.372,-0.4804
NSE,CCHHL,INE652F01027,EQ,2026-09-17,12.86,12.5,13409,171955.91,113,12.66,12.6866,,17223.1,0.7785,13.35,13.47,13.47,12.1,12.07,12.05,13.99,11.03,-8.0772,16.5911,4.2139,2.0635,50,4.4157,4.6699,1.5798,1.3668,,0.1305,-0.5238
BSE,CCL,INE421D01022,A,2026-09-17,1062.35,1065.2,2884,3065418,327,1093.7575,1138.852,,6099.2,0.4728,1140,1241.85,1241.85,1042.75,1042.75,1042.75,1241.85,1042.75,-14.4542,1.8796,-5.1558,-9.8978,39.4161,3.0545,1.5392,-2.8715,-6.7175,,-4.7689,-2.2559
NSE,CCL,INE421D01022,EQ,2026-09-17,1062.3,1065.5,112984,120059084.3,15648,1094.2,1139.308,,161138.6,0.7012,1140.3,1242.2,1242.2,1043.6,1043.6,1043.6,1242.2,1043.6,-14.4824,1.7919,-5.5397,-10.066,39.3506,3.1381,1.7395,-2.9154,-6.7592,,-4.766,-2.2486
BSE,CCLINTER,INE778E01031,X,2026-09-17,21.5,21.56,232,5124,12,22.4665,23.0602,,1100.3,0.2109,24.39,25.99,25.99,21.01,20.9,20.9,26.71,20.9,-19.5058,2.8708,-10.4167,-10.3045,40.3471,6.2757,6.4186,-4.302,-6.7658,,-4.807,-2.8136
BSE,CCME,INE194N01016,X,2026-09-17,34.72,33.07,1076,37358,5,36.946,74.2874,,8355.75,0.1288,55.55,126.95,130.05,26.41,26.41,26.41,130.05,26.41,-73.3026,31.4654,-38.7114,-70.7498,33.5655,5.6184,0,-6.025,-53.2626,,-59.4724,-28.4777
NSE,CDSL,INE736A01011,EQ,2026-09-17,1349.4,1299,1823018,2448339119.5,53787,1378.97,1366.528,,1515135.25,1.2032,1445,1453.1,1453.1,1284,1284,1284,1453.1,1183,-7.1365,14.0659,1.535,2.8977,39.0122,2.7245,4.7211,-2.1444,-1.2534,,3.1507,2.0618
BSE,CEATLTD,INE482A01020,A,2026-09-17,3432.8,3306.75,11983,40601015,1450,3410.44,3527.588,,4019.05,2.9816,3639.25,3987.8,3987.8,3244.3,3244.3,3244.3,3987.8,3061.25,-13.9174,12.1372,-2.9556,-10.952,40.7699,2.1938,5.5007,0.6556,-2.687,,-4.5781,-1.3062
NSE,CEATLTD,INE482A01020,EQ,2026-09-17,3431.1,3305.6,117834,398862297.2,18040,3410.445,3528.188,,53849.3,2.1882,3633.8,3986,3986,3241.3,3241.3,3241.3,3986,3061.2,-13.9212,12.0835,-2.9337,-11.0791,40.822,2.0822,4.6201,0.6056,-2.7518,,-4.6143,-1.31
BSE,CEEJAY,INE358C01010,X,2026-09-17,155.15,151.65,780,117589,8,165.54,169.68,,435.75,1.79,195,195,,150,150,,195,150,-20.4359,3.4333,-11.5954,-8.1953,44.083,6.8275,8.4667,-6.2764,-8.5632,,-3.9387,
BSE,CEENIK,INE418D01010,XT,2026-09-17,236.65,235,274,62813,17,234.565,238.015,,359.45,0.7623,249.95,278.1,278.1,221,133.15,133.15,278.1,133.15,-14.9047,77.7319,2.8913,57.5042,52.1277,6.1408,5.7073,0.8889,-0.5735,,-6.741,10.2723
BSE,CEETAIN,INE760J01012,X,2026-09-17,36.78,38.01,1067,39299,25,39.095,39.51,,571.15,1.8682,45,46.9,46.9,34.08,31.86,31.86,47.3,31.86,-22.241,15.4426,-10.2708,9.2692,44.4872,13.4176,28.8146,-5.9215,-6.9096,,-3.4953,-0.5072
BSE,CEIGALL,INE0AG901020,B,2026-09-17,390.1,386.45,9943,3870086,404,353.2125,343.678,,74070.45,0.1342,394.9,394.9,405,311,302.85,302.85,405,302.85,-3.679,28.8096,24.1961,5.9335,92.1053,3.5943,2.8252,10.4434,13.5074,,7.335,-2.6267
NSE,CEIGALL,INE0AG901020,EQ,2026-09-17,390,386.8,283457,110295748.1,6551,353.1825,343.462,,733790.85,0.3863,393.8,393.8,405.7,310,302.3,302.3,405.7,302.3,-3.8699,29.0109,24.3424,6.5137,92.7511,3.3315,2.2144,10.4245,13.5497,,7.4262,-2.6082
BSE,CEINSYS,INE016Q01014,B,2026-09-17,684.4,674.3,11516,7843123,596,707.11,795.371,,12050.3,0.9557,779,964.65,964.65,664,664,664,1039,664,-34.129,3.0723,-10.5067,-24.2082,37.0895,4.2837,3.9719,-3.2117,-13.9521,,-14.5435,-9.7875
NSE,CEINSYS,INE016Q01014,EQ,2026-09-17,684.3,673.05,95879,65685424.35,6334,706.775,795.26,,67459.5,1.4213,777.95,964.9,964.9,665,665,665,1044.95,665,-34.5136,2.9023,-10.3968,-24.2193,37.5146,4.1231,3.6811,-3.1799,-13.9527,,-14.5618,-9.8001
BSE,CELEBRITY,INE185H01016,B,2026-09-17,6.8,6.96,10,68,1,6.81,7.0142,,2544.7,0.0039,7.4,8.1,9.35,6.32,6.32,6.32,9.35,6.32,-27.2727,7.5949,-0.2933,-10.7612,52.0661,7.0483,0,-0.1468,-3.0538,,-3.5957,-4.9154
NSE,CELEBRITY,INE185H01016,EQ,2026-09-17,6.79,6.73,9287,62932.81,63,6.7555,6.943,,16190.15,0.5736,7.17,8.48,8.48,6.46,6.37,6.37,9.03,6.37,-24.8062,6.5934,-1.0204,-7.9946,45.3608,4.3236,3.7594,0.5107,-2.2037,,-3.0218,-5.1114
BSE,CELLA,INE266H01014,Z,2026-09-17,41.98,40.2,20278,846543,98,35.664,29.2154,,52167.45,0.3887,44.7,44.7,44.7,24.96,16.4,16.4,44.7,14.56,-6.085,188.3242,60.7813,133.2222,72.9029,7.1156,8.0922,17.7097,43.6913,,31.835,27.664
BSE,CELLO,INE0LMW01024,A,2026-09-17,327.4,323.65,12949,4241211,602,345.015,354.599,,17950.1,0.7214,367.15,409,409,320.05,320.05,320.05,409,320.05,-19.9511,2.2965,-8.6623,-8.5219,26.501,2.3791,2.1352,-5.1056,-7.6704,,-4.1006,-3.4059
NSE,CELLO,INE0LMW01024,EQ,2026-09-17,327.6,323.4,146537,48033459.8,8059,344.96,354.588,,216341.7,0.6773,367.7,408.8,408.8,319.45,319.45,319.45,408.8,319.45,-19.863,2.5513,-8.6957,-8.4916,26.25,2.4398,2.2755,-5.0325,-7.6111,,-4.1312,-3.4094
BSE,CEMAINFRA,INE222B01028,X,2026-09-17,4.71,4.95,55,260,4,4.9485,4.8728,,658.45,0.0835,5.39,5.76,5.76,4.55,4.11,4.11,5.76,3.87,-18.2292,21.7054,-12.4535,3.5165,33.0709,3.8672,6.1571,-4.8196,-3.341,,1.4557,3.7517
BSE,CEMPRO,INE686A01026,A,2026-09-17,1254.6,1236.9,12592,15809021,1238,1262.52,1353.168,,16030.5,0.7855,1355,1650,1650,1197.45,1150.8,1150.8,1650,1017.75,-23.9636,23.2719,-0.7044,-15.7874,50.5262,4.0252,3.2035,-0.6273,-7.2842,,-4.4767,-0.7099
NSE,CEMPRO,INE686A01026,EQ,2026-09-17,1255.1,1235.1,131962,165592493.2,14340,1263.12,1353.546,,236782.25,0.5573,1355,1649.2,1649.2,1196,1153.8,1153.8,1649.2,1016.7,-23.8964,23.4484,-0.8375,-15.7651,50.5998,4.0623,3.2605,-0.6349,-7.2732,,-4.421,-0.683
BSE,CENLUB,INE627F01011,X,2026-09-17,165.95,164.1,6175,1020961,133,184.4775,196.985,,4847.5,1.2739,204,229.65,236,160.1,160.1,160.1,270,160.1,-38.537,3.654,-14.0155,-22.8319,26.1523,7.1256,7.7452,-10.0432,-15.755,,-8.6609,-8.2074
BSE,CENTENKA,INE485A01015,B,2026-09-17,565.25,564.9,4576,2588469,249,569.6275,573.56,,42337.25,0.1081,633.1,671.05,671.05,535.4,506.5,505.65,671.05,484,-15.7663,16.7872,-0.6503,11.4892,55.583,3.8744,2.2094,-0.7685,-1.4488,,-4.2486,3.8646
NSE,CENTENKA,INE485A01015,EQ,2026-09-17,564.4,561.45,30676,17332394.8,2217,569.4925,573.556,,627371.95,0.0489,635,671.65,671.65,535.8,507,503.65,671.65,483.9,-15.9681,16.6357,-0.9651,11.2557,55.4738,4.201,2.585,-0.8942,-1.5964,,-4.3023,3.8366
BSE,CENTEXT,INE281A01026,B,2026-09-17,19.01,19.4,19447,371122,215,21.4555,20.7542,,57196.2,0.34,23.39,23.88,23.88,18.64,18,18,23.88,18,-20.3936,5.6111,-16.2555,-0.8863,31.804,6.2411,2.6385,-11.398,-8.4041,,2.2494,3.5525
NSE,CENTEXT,INE281A01026,EQ,2026-09-17,19.05,19.49,213144,4071547.03,951,21.473,20.7536,,376254.25,0.5665,23.4,24,24,18.67,18.1,18,24,18,-20.625,5.8333,-13.7228,-0.2095,31.0086,6.5129,3.8604,-11.2839,-8.2087,,2.4524,3.6374
BSE,CENTRALBK,INE483A01010,A,2026-09-17,30.39,30.39,216758,6573192,1232,30.719,31.1916,,473783.9,0.4575,31.55,33.26,34.16,29.86,29.86,29.86,34.47,29.86,-11.8364,1.7749,-1.7141,-2.7209,44.2149,1.6547,1.7934,-1.071,-2.5699,,-1.4833,-1.9921
NSE,CENTRALBK,INE483A01010,EQ,2026-09-17,30.4,30.39,4138533,125677084.12,12332,30.719,31.1884,,5836451.2,0.7091,31.57,33.3,34.24,29.89,29.89,29.89,34.48,29.87,-11.8329,1.7744,-1.65,-2.72,44.9393,1.5883,1.7596,-1.0384,-2.5279,,-1.4785,-1.9917
BSE,CENTRUM,INE660C01027,B,2026-09-17,22.24,21.48,8719,190316,53,22.663,23.681,,19808.05,0.4402,24.41,27.24,27.92,21.1,21.1,21.1,27.92,21.01,-20.3438,5.8544,-7.1011,-7.5644,42,3.8573,6.7285,-1.8665,-6.085,,-7.0064,-0.6836
NSE,CENTRUM,INE660C01027,EQ,2026-09-17,22.25,21.52,115717,2519393.17,425,22.648,23.6392,,229557.7,0.5041,24.55,27.4,27.7,20.92,20.92,20.92,27.7,20.92,-19.6751,6.3576,-6.9038,-7.6763,41.0638,4.1766,7.4965,-1.7573,-5.8767,,-6.875,-0.7674
BSE,CENTUM,INE320B01020,B,2026-09-17,4343.1,4284.95,3324,14547301,548,3783.45,3696.084,,4520.75,0.7353,4448.65,4448.65,4448.65,3250.45,3250.45,3250.45,4448.65,3245.75,-2.3726,33.8088,28.7817,24.7032,76.9187,4.7442,2.82,14.7921,17.5054,,4.4485,2.0953
NSE,CENTUM,INE320B01020,EQ,2026-09-17,4343.4,4276.1,62333,272968912.2,18265,3780.505,3695.43,,97375.3,0.6401,4450,4450,4450,3255.1,3255.1,3255.1,4450,3250,-2.3955,33.6431,28.9264,23.6274,77.0158,5.024,3.5044,14.8894,17.5344,,4.3374,2.0223
BSE,CENTUPLE,INE396H01019,XT,2026-09-17,31.48,33.13,2264,71271,16,35.5975,37.711,,4293.45,0.5273,40.76,63.79,63.79,31.48,31.48,31.48,63.79,31.48,-50.6506,0,-13.9185,-20.223,29.1906,7.2155,0.6989,-11.5668,-16.523,,-12.1548,-3.4458
BSE,CENTURYPLY,INE348B01021,A,2026-09-17,717.55,717.3,752,540268,69,742.7775,764.575,,17945.3,0.0419,777.7,829,829,691.4,691.4,691.4,829,691.4,-13.4439,3.7822,-3.9167,-6.9808,28.239,1.9217,1.1194,-3.3964,-6.1505,,-4.0866,-0.6015
NSE,CENTURYPLY,INE348B01021,EQ,2026-09-17,718.95,719.9,9957,7156609.05,1183,743.4075,764.879,,55847.25,0.1783,780,828,828,689.1,689.1,689.1,828,689.1,-13.1703,4.3317,-3.755,-6.6602,27.4105,2.2881,1.4559,-3.2899,-6.0047,,-4.004,-0.5649
BSE,CERA,INE739E01017,A,2026-09-17,5587.9,5642.2,113,633451,63,5703.5,5937.656,,358.45,0.3152,5933.95,6484.75,6650,5527.25,5527.25,5527.25,6729.95,5402,-16.9697,3.4413,-1.8246,-10.9264,44.4327,1.9125,1.0553,-2.0268,-5.8905,,-5.8431,-3.9714
NSE,CERA,INE739E01017,EQ,2026-09-17,5592,5646,3685,20651312,1031,5708.3,5939.42,,5986.85,0.6155,5938.5,6493.5,6655.5,5512,5512,5512,6740,5372.5,-17.0326,4.0856,-1.7482,-11.568,44.6646,1.9633,1.2554,-2.0374,-5.8494,,-5.7469,-3.9645
BSE,CEREBRAINT,INE345B01019,Z,2026-09-15,2.81,2.8,92603,258709,47,2.6995,2.8824,,35990.85,2.573,3.03,3.29,4.19,2.38,2.38,2.38,4.19,2.38,-32.9356,18.0672,6.0377,-11.3565,48.8372,5.8465,2.1818,4.0934,-2.5118,,-8.3984,-12.0737
BSE,CESC,INE486A01021,A,2026-09-17,141.55,141.65,62708,8892106,1322,148.2625,157.767,,184762.65,0.3394,159.75,172.05,172.5,140.65,140.65,140.65,181.95,140.65,-22.2039,0.6399,-11.3928,-13.6364,28.3976,2.8309,1.6335,-4.5274,-10.2791,,-9.7433,-5.002
NSE,CESC,INE486A01021,EQ,2026-09-17,141.56,141.67,1220274,172902307.7,21397,148.2895,157.7868,,1771482.05,0.6888,160.2,172,172.47,140.7,140.7,140.7,182,140.7,-22.2198,0.6112,-11.3366,-13.567,28.5598,2.8771,1.6539,-4.5381,-10.284,,-9.7419,-4.9942
BSE,CEWATER,INE037Z01029,B,2026-09-17,256.4,260.85,6633,1710214,309,267.3225,282.789,,21600,0.3071,290,368.15,393.9,250.5,250.5,250.5,393.9,245.95,-34.9073,4.2488,-6.6958,-16.8073,42.1012,4.1007,2.7397,-4.0859,-9.3317,,-4.5353,-7.2263
NSE,CEWATER,INE037Z01029,EQ,2026-09-17,256.5,259.35,42259,10908736.15,1938,267.4225,282.785,,139606.4,0.3027,289.9,368.85,394.45,251,251,251,394.45,245,-34.9727,4.6939,-6.9641,-16.8018,42.6966,4.4096,2.8627,-4.0844,-9.295,,-4.4681,-7.2267
BSE,CFEL,INE700F01024,T,2026-09-17,46.13,45.89,4011,180364,43,35.4845,33.9762,,35398.85,0.1133,52.22,52.22,52.22,28,27.3,27.3,52.22,27.3,-11.6622,68.9744,49.7241,26.94,75.9838,7.9233,5.6818,30.0004,35.7715,,11.8009,-1.6699
NSE,CFEL,INE700F01024,BE,2026-09-17,46.22,46,11128,512211.81,52,35.534,,,111149.4,0.1001,52.8,,,28.16,,,52.8,24.36,-12.4621,89.7373,51.541,,77.8754,7.54,6.7955,30.0726,,,,
BSE,CFF,INE0NJ001013,B,2026-09-17,1109.2,1023.65,145490,158766050,3825,1011.1975,976.759,,35606.5,4.0861,1120,1120,1120,870,815.2,815.2,1120,700,-0.9643,58.4571,13.9277,31.0646,66.0211,3.6867,8.7431,9.6917,13.5592,,2.8058,8.5111
BSE,CFL,INE181U01018,X,2026-09-17,82.35,78.43,14379,1184110,72,57.179,,,23679.45,0.6072,82.35,,,46,,,82.35,46,0,79.0217,54.3291,,84.5985,4.3672,0,44.0214,,,,
BSE,CGCL,INE180C01042,A,2026-09-17,262.25,256.9,107605,28232116,2588,256.4025,245.899,,686586.2,0.1567,287.5,287.5,287.5,217,217,215.4,287.5,197.8,-8.7826,32.5834,15.8348,10.6307,60.3418,4.5921,3.4965,2.2806,6.6495,,10.7068,6.1163
NSE,CGCL,INE180C01042,EQ,2026-09-17,262.35,256.65,2591024,679522501,41101,256.451,245.9434,,7994082.95,0.3241,287.45,287.45,287.45,217,217,215.25,287.45,198,-8.732,32.5,15.9661,10.6682,60.3711,4.6974,3.7989,2.3002,6.6709,,10.7258,6.1194
BSE,CGPOWER,INE067A01029,A,2026-09-17,880,851.7,238391,207727734,6970,886.9325,886.583,,164240.65,1.4515,930.6,955,981.15,838.25,815,815,981.15,815,-10.3093,7.9755,1.9817,-3.089,45.5497,2.7305,3.4788,-0.7816,-0.7425,,1.6574,-2.2019
NSE,CGPOWER,INE067A01029,EQ,2026-09-17,880,851.55,2342568,2043588074.7,51919,888.1125,886.703,,2487605.95,0.9417,931,954.9,980.9,838.55,814.85,814.85,980.9,814.85,-10.2865,7.9953,1.964,-3.0944,46.1947,3.0402,3.1648,-0.9135,-0.7559,,1.9074,-2.1515
BSE,CGVAK,INE084D01010,B,2026-09-17,145.35,147.65,1434,210594,21,149.115,155.18,,1163.6,1.2324,169.9,180,180,142.05,142.05,142.05,201,142.05,-27.6866,2.3231,-1.1897,-8.6136,46.0111,6.5507,2.7526,-2.5249,-6.3346,,-6.1786,-5.1508
NSE,CGVAK,INE084D01010,EQ,2026-09-17,146.5,144.11,271,39089,24,148.825,,,2832.95,0.0957,163.7,,,140.2,,,163.7,127,-10.507,15.3543,4.1,,45.732,5.3905,3.7749,-1.5622,,,,
BSE,CHALET,INE427F01016,A,2026-09-17,843.45,843.25,1420,1203029,199,883.565,855.882,,24206.35,0.0587,939.75,939.75,939.75,829.1,785.15,785.15,939.75,720.6,-10.2474,17.0483,-0.5659,5.4444,21.4225,2.9513,1.5555,-4.5401,-1.4525,,6.1448,4.2967
NSE,CHALET,INE427F01016,EQ,2026-09-17,842.3,844.1,28195,23844950.65,5864,883.4925,855.765,,228599.85,0.1233,939.95,939.95,939.95,828.15,785.05,785.05,939.95,720.35,-10.3889,16.9293,-0.678,5.3007,20.123,3.0838,1.881,-4.6625,-1.5734,,6.1619,4.2896
BSE,CHALLANI,INE807A01010,X,2026-09-17,17.69,17.74,96,1685,12,18.4405,19.1712,,501.7,0.1913,19.88,21.49,21.89,16.4,16.4,16.4,21.89,16.4,-19.1868,7.8659,-10.6566,-13.0285,38.2749,6.0446,6.6265,-4.0698,-7.7262,,-5.9398,
BSE,CHAMBLFERT,INE085A01013,A,2026-09-17,413.5,409,12222,5052502,462,419.8125,435.692,,129365.6,0.0945,447,466.4,482.5,402.2,402.2,402.2,498,402.2,-16.9679,2.8095,-4.8003,-8.3453,37.8869,2.0047,2.4384,-1.5036,-5.0935,,-5.537,-4.8599
NSE,CHAMBLFERT,INE085A01013,EQ,2026-09-17,413.9,409.1,261042,107926554.55,14540,419.8325,435.714,,631664.85,0.4133,446.9,466.15,482.7,401.4,401.4,401.4,497.8,401.4,-16.8542,3.1141,-4.8178,-8.2262,38.8718,1.9708,2.0859,-1.4131,-5.0065,,-5.532,-4.8506
BSE,CHANDNIMACH,INE01GZ01011,XT,2026-09-17,94.3,93.83,1381,130108,30,97.5165,101.6698,,7356.2,0.1877,109,116.25,116.25,88.75,82.5,71.1,116.25,59.9,-18.8817,57.429,-6.2158,17.5224,37.6616,6.7694,7.0492,-3.2984,-7.2488,,-8.3448,9.5499
