exchange,symbol,isin,series,date,close,prev_close,volume,value,trades,sma20,sma50,sma200,avg_vol20,volume_ratio20,high20,high50,high60,low20,low50,low60,high252,low252,dist_52w_high_pct,dist_52w_low_pct,roc20_pct,roc50_pct,rsi14,atr14_pct,range_pct,close_vs_sma20_pct,close_vs_sma50_pct,close_vs_sma200_pct,sma20_slope20_pct,sma50_slope20_pct
NSE,BHARATRAS,INE838B01021,EQ,2026-09-17,1164,1157.4,5205,6047396,1049,1213.255,1279.248,,13846.25,0.3759,1321.8,1433,1433,1101,1101,1101,1475.8,1101,-21.1275,5.7221,-8.9487,-11.1179,22.3242,3.3168,1.4481,-4.0597,-9.009,,-7.8865,-4.9826
BSE,BHARATROHAN,INE0QMV01017,M,2026-09-17,121.2,120,3200,388480,3,123.775,123.324,,10400,0.3077,138,142,144,115,109,109,144,105,-15.8333,15.4286,0.1653,-2.5332,47.9365,4.3936,0.6601,-2.0804,-1.7223,,-1.4922,0.8084
BSE,BHARATSE,INE415D01024,B,2026-09-17,209,205.25,8955,1877491,224,219.655,225.723,,16159,0.5542,238.15,263.55,263.55,199,199,183.45,263.55,171.5,-20.6982,21.8659,-8.2126,-9.465,40.2516,4.648,4.8249,-4.8508,-7.4086,,-3.3251,3.6063
NSE,BHARATSE,INE415D01024,EQ,2026-09-17,209.22,205.26,129883,27264891.27,3393,219.81,225.8088,,161512.95,0.8042,238.14,263.18,263.18,198.36,198.36,182.81,263.18,171,-20.5031,22.3509,-7.9097,-8.912,40.6235,4.5769,5.5235,-4.8178,-7.3464,,-3.2831,3.6743
BSE,BHARATWIRE,INE316L01019,B,2026-09-17,171.7,168.15,13881,2379830,309,179.145,191.246,,13121.85,1.0579,191.15,221.25,224.05,164,164,164,226.55,164,-24.211,4.6951,-7.9603,-17.4916,34.7698,4.158,6.5678,-4.1559,-10.2203,,-8.5342,-6.0848
NSE,BHARATWIRE,INE316L01019,EQ,2026-09-17,171.69,167.69,195420,33655556.3,3467,179.389,191.3076,,137947.6,1.4166,191.8,221.62,224.9,163.62,163.62,163.62,225.99,163.62,-24.0276,4.9322,-7.857,-17.5123,30.525,4.1728,6.5242,-4.2918,-10.2545,,-8.3471,-6.0548
BSE,BHARTIARTL,INE397D01024,A,2026-09-17,1827.5,1837,335875,615669244,7552,1868.9575,1910.666,,271414.7,1.2375,1954.75,2027.2,2027.2,1812.7,1812.7,1812.7,2027.2,1765.8,-9.851,3.4942,-5.0649,-3.2992,38.7025,1.5366,0.9825,-2.2182,-4.3527,,-3.857,0.0089
NSE,BHARTIARTL,INE397D01024,EQ,2026-09-17,1836,1835,4368285,8021221872.2,124838,1868.88,1911.11,,5351490.35,0.8163,1954.9,2031,2031,1811.9,1811.9,1811.9,2031,1768.6,-9.6012,3.8109,-4.4745,-2.7594,42.4813,1.7184,1.0013,-1.7593,-3.9302,,-3.9178,0.0068
BSE,BHARTIHEXA,INE343G01021,A,2026-09-17,1480.7,1479.9,19728,29010304,337,1542.2775,1575.245,,7257.65,2.7182,1629.8,1675,1675,1467,1467,1431,1675,1431,-11.6,3.4731,-7.3984,-2.5919,33.2573,2.5331,1.3804,-3.9926,-6.0019,,-2.871,1.789
NSE,BHARTIHEXA,INE343G01021,EQ,2026-09-17,1481.1,1479.3,82494,121793013.3,12947,1542.435,1575.242,,69442.95,1.1879,1631.4,1678.1,1678.1,1465,1465,1430,1678.1,1430,-11.7395,3.5734,-7.2167,-2.5528,34.9008,2.4817,1.8362,-3.9765,-5.9764,,-2.843,1.7901
BSE,BHASKAGR,INE972C01018,X,2026-09-17,108.3,105.35,1229,131359,31,110.4075,114.196,,3479.55,0.3532,128,135,143.45,100.6,100.6,100.6,143.45,100.6,-24.5033,7.6541,1.4995,-14.0476,46.875,5.8436,3.8095,-1.9088,-5.1631,,-3.5806,-6.8503
BSE,BHATIA,INE341Z01025,X,2026-09-17,35.99,34.61,359647,12645220,812,31.9035,27.616,,245283.55,1.4662,36.9,36.9,36.9,28.11,22.51,22.51,36.9,22.51,-2.4661,59.8845,22.0828,43.96,90.671,5.4261,12.6718,12.8089,30.323,,28.0879,10.2418
BSE,BHAVIK,INE18PB01017,M,2026-09-17,148,144,4000,592800,4,144.39,,,21450,0.1865,154.6,,,140,,,163,140,-9.2025,5.7143,4.9645,,58.0052,2.0294,2.1798,2.5002,,,,
BSE,BHEL,INE257A01026,A,2026-09-17,428,410,443127,187967168,5651,423.815,416.988,,368599.05,1.2022,438.95,446.75,446.75,405.75,379.5,371.85,446.75,367.85,-4.197,16.3518,2.27,13.3325,47.0998,2.898,4.781,0.9875,2.6408,,2.6062,2.8919
NSE,BHEL,INE257A01026,EQ,2026-09-17,429.2,410.6,8684564,3687823565.15,85259,424.2625,417.295,,6545419.3,1.3268,442.65,446.5,446.5,406,379.3,371.8,446.5,367.6,-3.8746,16.7573,2.2392,13.6051,47.7064,3.1287,4.8564,1.1638,2.8529,,2.6394,2.925
BSE,BHILSPIN,INE436C01014,X,2026-09-17,124.6,123.55,6206,757966,15,130.335,128.94,,2492.85,2.4895,138.45,152.95,152.95,118,118,118,152.95,110,-18.5355,13.2727,-2.6563,0.5244,35.7143,4.5374,7.2541,-4.4002,-3.3659,,1.707,2.1388
BSE,BHUDEVI,INE432N01010,X,2026-09-17,67.9,65.9,64981,4395501,668,106.385,138.718,,4753.7,13.6696,165.15,193,218,62.65,62.65,62.65,236,62.65,-71.2288,8.3799,-60.9321,-62.1305,3.125,7.206,10.3751,-36.1752,-51.0518,,-34.4779,-22.4749
BSE,BI,INE986A01012,T,2026-09-17,103.95,99,41907,4329625,154,93.951,76.9356,,17791.35,2.3555,104.94,111.96,111.96,85.2,52.57,52.57,111.96,52.57,-7.1543,97.7364,13.297,67.3644,67.6851,5.4655,5,10.6428,35.113,,40.2044,21.9806
NSE,BI,INE986A01012,BE,2026-09-17,102.5,97.62,28323,2881815.04,131,93.612,76.7362,,60146.15,0.4709,104.9,111.51,111.51,85,57.5,55,111.51,55,-8.08,86.3636,11.8263,64.6586,66.1752,5.5861,5.1282,9.4945,33.5745,,39.8781,21.8209
BSE,BIBCL,INE994B01014,B,2026-09-17,14.59,15.25,38138,562058,262,15.4375,15.8964,,19374.4,1.9685,18,18,18.3,14.11,14.11,14.11,18.5,14.11,-21.1351,3.4018,-8.9832,-12.6347,26.1324,5.8357,6.8966,-5.4899,-8.2182,,-2.811,-4.1126
BSE,BIGBLOC,INE412U01025,B,2026-09-17,39.52,39.48,1199,47302,50,41.554,44.47,,5938.4,0.2019,44.5,49.8,54.12,37.87,37.87,37.87,58.9,37.87,-32.9032,4.357,-9.0239,-15.9864,28.1922,3.9564,3.5047,-4.8948,-11.1311,,-9.6515,-6.6439
NSE,BIGBLOC,INE412U01025,EQ,2026-09-17,39.45,39.51,27779,1101089.52,466,41.528,44.4378,,39123.7,0.71,44,50,53.98,38,38,38,56,38,-29.5536,3.8158,-9.0804,-15.7591,26.462,4.0377,5.1948,-5.0039,-11.2242,,-9.654,-6.6707
BSE,BIHSPONG,INE819C01011,X,2026-09-17,12.49,12.41,8272,105585,46,12.2735,12.3948,,28035.1,0.2951,13.5,13.77,13.77,11.01,11.01,11.01,14.14,11.01,-11.669,13.4423,-2.7259,1.7101,52.7508,6.4966,6.6122,1.764,0.7681,,-0.752,-1.1295
BSE,BIKAJI,INE00E101023,A,2026-09-17,553.7,540.2,5593,3082653,287,586.4525,614.086,,47511.6,0.1177,635.95,660,669.35,533.35,533.35,533.35,685,533.35,-19.1679,3.8155,-9.1178,-13.9215,25.8828,2.6355,3.357,-5.5849,-9.8335,,-6.7376,-4.4284
NSE,BIKAJI,INE00E101023,EQ,2026-09-17,552.65,540.95,51835,28559255.1,4587,586.455,614.096,,191206.95,0.2711,635.9,660.45,666,532.75,532.75,532.75,682,532.75,-18.9663,3.7353,-9.2752,-14.1781,24.7119,2.7827,2.6021,-5.7643,-10.0059,,-6.7213,-4.4329
BSE,BIL,INE828A01016,B,2026-09-17,1025.35,1041.2,1214,1248332,62,930.99,836.132,,1621.5,0.7487,1149,1149,1149,701.05,701.05,692.5,1149,670,-10.7615,53.0373,23.3726,26.9312,71.878,6.6225,3.41,10.1354,22.6302,,17.6982,10.6479
NSE,BIL,INE828A01016,EQ,2026-09-17,1023.45,1036.25,7093,7334558.8,686,929.2425,836.458,,28800.65,0.2463,1150,1150,1150,827.4,680,680,1150,665,-11.0043,53.9023,21.4633,41.7423,70.0848,6.7429,4.8467,10.1381,22.3552,,16.5706,10.1752
BSE,BILLWIN,INE0CRS01012,M,2026-09-17,19.75,19.64,18000,354120,3,18.9125,,,11850,1.519,23.65,,,15.8,,,25.9,15.8,-23.7452,25,-5.2758,,42.3103,6.8969,0.6113,4.4283,,,,
BSE,BILVYAPAR,INE071A01013,T,2026-09-17,4.2,4.16,613,2576,8,4.0985,4.102,,1789.85,0.3425,4.58,4.58,4.59,3.88,3.85,3.85,4.73,3.82,-11.2051,9.9476,2.6895,2.1898,52.5547,4.4728,5.2109,2.4765,2.3891,,0.3919,-0.7549
NSE,BILVYAPAR,INE071A01013,BE,2026-09-17,4.15,4.16,3909,15921.89,18,4.08,4.0924,,6576.05,0.5944,4.46,4.46,4.49,3.85,3.8,3.8,4.66,3.8,-10.9442,9.2105,1.2195,-0.7177,53.2468,5.0602,4.4554,1.7157,1.4075,,0.505,-0.6844
BSE,BIMETAL,INE469A01019,B,2026-09-17,648.5,659.9,76,49277,10,632.0275,647.966,,457.05,0.1663,670,724.55,724.55,580.05,580.05,580.05,724.55,580.05,-10.4962,11.8007,4.1015,-0.5292,55.4094,4.0401,1.3281,2.6063,0.0824,,-2.4001,
NSE,BIMETAL,INE469A01019,EQ,2026-09-17,641.3,638.65,171,109107.65,23,632.8525,647.203,,563.25,0.3036,679,750.75,750.75,575.8,575.8,575.8,750.75,575.8,-14.5788,11.3755,2.6819,-3.4841,58.5714,4.6646,2.0394,1.3348,-0.9121,,-2.1787,-0.7421
BSE,BINNYMILLS,INE160L01011,X,2026-09-17,237.4,226.1,100,23740,1,259.505,,,64.6,1.548,360,,,205.1,,,378.8,205.1,-37.3284,15.7484,-32.4609,,27.595,5.4173,0,-8.5181,,,,
BSE,BIOCON,INE376G01013,A,2026-09-17,380,374.05,52588,19840788,1298,400.06,416.44,,989479.85,0.0531,421.25,447,447,370.45,370.45,370.45,447,370.45,-14.9888,2.5779,-8.279,-4.258,17.4138,2.3609,3.0503,-5.0142,-8.7504,,-6.1316,-1.5576
NSE,BIOCON,INE376G01013,EQ,2026-09-17,380,374.4,3043285,1151576902.55,40434,400.625,416.513,,2909703.5,1.0459,421.6,447.15,447.15,370.5,370.5,370.5,447.15,370.5,-15.0173,2.5641,-7.9346,-4.2942,18.3168,2.4962,3.1039,-5.1482,-8.7664,,-5.908,-1.5005
BSE,BIOFILCHEM,INE829A01014,B,2026-09-17,32.99,33.1,1060,35473,18,32.5635,32.6786,,49145.4,0.0216,42,42,42,29.62,28.8,28.8,42,28.8,-21.4524,14.5486,5.8729,-1.6985,49.8353,7.7794,12.3974,1.3097,0.9529,,0.7129,-3.2003
NSE,BIOFILCHEM,INE829A01014,EQ,2026-09-17,32.86,33.13,16709,555691.95,226,32.5255,32.662,,114230.4,0.1463,37.8,37.8,37.8,30.12,30.12,30.12,39,30.12,-15.7436,9.0969,6.3086,-0.9644,50.2717,5.7865,3.9252,1.0284,0.6062,,0.6467,-3.102
BSE,BIOGEN,INE703D01023,X,2026-09-17,0.28,0.28,1469895,406450,595,0.276,0.2888,,4282010.85,0.3433,0.3,0.36,0.36,0.25,0.25,0.25,0.37,0.25,-24.3243,12,0,-3.4483,50,5.8673,3.7037,1.4493,-3.0471,,-5.641,-6.1118
BSE,BIRET,INE0FDU25010,IF,2026-09-17,338.63,340.14,5180,1752593,252,341.1285,341.713,,70504.75,0.0735,346.5,348,348,334.15,334.15,320.01,348,316,-2.6925,7.1614,-0.9361,0.2665,41.8697,1.2329,1.1139,-0.7324,-0.9022,,-0.5929,1.7504
BSE,BIRLACABLE,INE800A01015,B,2026-09-17,402.2,383.05,102205,40970602,1336,331.2475,267.264,,46877.95,2.1802,410.8,410.8,410.8,260.65,175.05,175.05,410.8,175.05,-2.0935,129.7629,40.5802,127.553,77.7424,5.6519,4.1294,21.4198,50.4879,,36.3341,24.0354
NSE,BIRLACABLE,INE800A01015,EQ,2026-09-17,401.65,382.55,431704,172655030.4,4271,331.8215,267.3196,,407837.2,1.0585,411.95,411.95,411.95,261,177,175.65,411.95,175.65,-2.5003,128.665,41.0436,125.811,77.0758,5.8269,4.8695,21.044,50.2509,,36.7445,24.1315
BSE,BIRLACORPN,INE340A01012,A,2026-09-17,812.6,803.95,1227,988731,173,862.9025,906.007,,2483.55,0.4941,909.9,1050,1050,791,791,791,1053.55,791,-22.8703,2.7307,-8.0925,-13.2857,26.8935,2.7847,1.95,-5.8295,-10.3097,,-4.6596,-5.0409
NSE,BIRLACORPN,INE340A01012,EQ,2026-09-17,811.15,803.9,39164,31558255.75,3822,862.2075,905.723,,46208.55,0.8475,899.9,1051.95,1051.95,789.9,789.9,789.9,1054.1,789.9,-23.0481,2.6902,-8.3343,-13.3757,24.3301,2.7624,1.875,-5.9217,-10.4417,,-4.7569,-5.0744
BSE,BIRLACOT,INE655I01032,XT,2026-09-17,14.23,14.74,42318,618619,189,17.579,,,90609,0.467,20.77,,,14.1,,,28.51,14.1,-50.0877,0.922,-16.8323,,18.8446,7.8707,6.383,-19.0511,,,,
BSE,BIRLAMONEY,INE865C01022,B,2026-09-17,120.4,118.95,3702,443844,150,125.21,131.501,,2738.4,1.3519,132.1,162.3,162.3,116.5,116.5,116.5,162.3,116.5,-25.8164,3.3476,-5.2342,-12.3407,26.9327,2.7349,3.3163,-3.8415,-8.4418,,-5.1745,-4.3093
NSE,BIRLAMONEY,INE865C01022,EQ,2026-09-17,120.63,117.93,17513,2098766.13,578,125.205,131.5226,,33817.15,0.5179,132,163.49,163.49,115.62,115.62,115.62,163.49,115.62,-26.2157,4.3332,-5.3363,-13.1096,22.2089,3.3556,3.3868,-3.654,-8.2819,,-5.2228,-4.2886
BSE,BIRLANU,INE557A01011,B,2026-09-17,1382.9,1379.6,112,155610,34,1448.1175,1430.664,,732.1,0.153,1587.45,1724.85,1724.85,1350,1238.65,1238.65,1724.85,1238.65,-19.8249,11.6457,-11.1703,4.299,33.5072,2.8904,1.615,-4.5036,-3.3386,,-2.1164,2.3074
NSE,BIRLANU,INE557A01011,EQ,2026-09-17,1381.1,1387.1,4372,6055843.5,849,1448.195,1430.77,,9080.75,0.4815,1585,1724,1724,1345,1237.6,1237.6,1724,1237.6,-19.8898,11.595,-11.4963,3.3371,32.925,3.2826,2.3249,-4.633,-3.4716,,-2.1334,2.288
BSE,BIRLAPREC,INE372E01025,T,2026-09-17,58.95,58.08,13211,784624,92,50.9405,41.6372,,117485.25,0.1124,63.5,63.5,63.5,36.25,33.1,33.1,63.5,33.1,-7.1654,78.0967,63.1157,61.5068,67.9181,8.0613,5.9649,15.7232,41.5801,,44.779,14.7327
NSE,BIRLAPREC,INE372E01025,BE,2026-09-17,58.6,58.47,150896,8776188.51,588,50.98,41.6324,,469221.4,0.3216,63.49,63.49,63.49,36.22,33.3,33.3,63.49,33.3,-7.702,75.976,59.9782,61.1661,66.6766,7.9912,7.7338,14.947,40.7558,,44.7966,14.8011
BSE,BITS,INE839A01021,X,2026-09-17,6.96,6.81,16384,113290,172,7.024,7.3072,,48658.05,0.3367,7.45,8.19,8.4,6.28,6.03,6.03,8.95,6.03,-22.2346,15.4229,-0.1435,-10.7692,43.038,5.2853,4.7761,-0.9112,-4.7515,,-4.8754,-5.0569
BSE,BIZOTIC,INE0OJ401014,M,2026-09-17,121.6,116.49,152400,17932560,107,101.9005,366.6492,,78360,1.9449,127.9,710,725,78,78,78,814,78,-85.0614,55.8974,-10.5554,-81.2534,65.0327,4.6758,10.5178,19.3321,-66.8348,,-80.0102,-39.9724
BSE,BKV,INE356C01022,X,2026-09-17,9.3,8.69,1626,14876,22,9.104,9.312,,1824.95,0.891,10,10.48,11.5,8.3,8.3,8.3,12.77,8.3,-27.1731,12.0482,-0.5348,-0.641,51.1188,8.318,8.3527,2.1529,-0.1289,,-2.8648,-3.3604
BSE,BLACKBUCK,INE0UIZ01018,A,2026-09-17,610.8,618.95,23244,14408144,1025,598.56,578.632,,49503.55,0.4695,644.65,644.65,644.65,571.3,518.75,518.75,644.65,495.3,-5.2509,23.3192,-0.4888,9.1982,59.0138,3.51,3.5111,2.0449,5.5593,,6.7775,3.2834
NSE,BLACKBUCK,INE0UIZ01018,EQ,2026-09-17,611.5,619.05,549356,338636274.2,34769,598.5225,578.623,,721141.75,0.7618,644,644,644,570.1,516.6,516.6,644,496.75,-5.0466,23.1002,-0.7869,9.3429,59.4408,3.4237,3.6782,2.1683,5.6819,,6.7594,3.277
BSE,BLACKROSE,INE761G01016,T,2026-09-17,104.15,104.4,13822,1405963,101,111.34,108.176,,5638.9,2.4512,116.95,119.5,127.5,100.25,95.05,95.05,130,87.24,-19.8846,19.3833,-6.1712,-4.6245,21.8487,4.3516,5.187,-6.4577,-3.7217,,3.0711,1.7801
NSE,BLACKROSE,INE761G01016,BE,2026-09-17,103.21,106.56,27586,2870498.38,298,111.5715,108.2232,,19009.3,1.4512,117.97,119.5,127.82,103.01,94,94,129.9,87.61,-20.5466,17.8062,-6.9174,-5.3206,13.0493,3.814,2.757,-7.4943,-4.6323,,3.3184,1.8056
BSE,BLAL,INE0N7W01012,B,2026-09-17,161.35,162.55,1337,217711,34,163.96,171.244,,940.75,1.4212,178.8,186.25,219,158,158,158,219,158,-26.3242,2.1203,-5.8635,-11.1019,34.6278,3.6013,1.5542,-1.5919,-5.7777,,-5.3062,-4.5244
NSE,BLAL,INE0N7W01012,EQ,2026-09-17,162.37,161.99,9540,1544205.15,208,163.9955,171.2186,,23033.75,0.4142,171.28,186.45,215,158,158,158,215,158,-24.4791,2.7658,-3.6094,-10.6483,34.4723,2.0201,1.6738,-0.9912,-5.168,,-5.3029,-4.4745
BSE,BLBLIMITED,INE791A01024,B,2026-09-17,16.16,16,5890,94477,32,16.276,16.0624,,10576.35,0.5569,18,18,18,15.39,15.3,14.6,18,14.6,-10.2222,10.6849,-0.1853,0.8739,54.5455,5.9273,3.4788,-0.7127,0.6076,,2.2651,0.687
NSE,BLBLIMITED,INE791A01024,EQ,2026-09-17,15.99,16.13,202164,3233437.42,356,16.2795,16.0386,,220716.25,0.9159,17.5,17.5,17.8,14.6,14.6,14.41,17.8,14.41,-10.1685,10.9646,-1.052,0.4397,49.1857,6.3611,5.5591,-1.7783,-0.303,,2.5222,0.7602
BSE,BLEL,INE1EEM01017,B,2026-09-17,436.3,428.05,27985,12099658,672,455.6775,,,312247.2,0.0896,547.9,,,415,,,547.9,415,-20.3687,5.1325,-13.1828,,39.1705,4.6781,3.2681,-4.2525,,,,
NSE,BLEL,INE1EEM01017,EQ,2026-09-17,436.1,428.4,530677,229078726.95,13455,455.5775,,,3167514.85,0.1675,548,,,415,,,548,415,-20.4197,5.0843,-13.1621,,38.5709,4.7736,3.4735,-4.2753,,,,
BSE,BLIL,INE525F01025,B,2026-09-17,67.65,67.46,19081,1289632,358,71.198,70.7922,,26059.8,0.7322,73.99,73.99,73.99,67,67,67,73.99,67,-8.5687,0.9701,-5.1458,-3.8653,20.2142,1.7696,1.1754,-4.9833,-4.4386,,0.7699,-0.0017
NSE,BLIL,INE525F01025,EQ,2026-09-17,67.62,67.33,64913,4386767.45,912,71.1875,70.764,,82933.65,0.7827,73.4,73.4,73.4,67,67,67,73.4,67,-7.8747,0.9254,-4.948,-3.8533,20.0524,1.6077,1.3996,-5.0114,-4.4429,,0.8179,0.0088
BSE,BLISSGVS,INE416D01022,T,2026-09-17,690.1,679.9,11202,7786350,291,640.0125,551.548,,21005.15,0.5333,733.75,733.75,733.75,548,441,441,733.75,408.7,-5.9489,68.8525,20.4994,35.5396,71.4543,6.1425,8.653,7.826,25.1206,,30.8424,12.8242
NSE,BLISSGVS,INE416D01022,BE,2026-09-17,690.65,680.5,198123,136868805.6,2368,639.725,551.282,,354852.6,0.5583,728,728,728,546.8,443,443,728,408.05,-5.1305,69.2562,20.3642,34.6428,72.5904,5.4488,2.7794,7.9605,25.2807,,30.8954,12.779
BSE,BLKASHYAP,INE350H01032,B,2026-09-17,52.75,51.43,30373,1592716,377,54.979,55.004,,43199.65,0.7031,62.44,62.55,62.55,49.98,49.98,49.98,62.55,49.98,-15.6675,5.5422,1.267,-0.4153,40.4435,5.9472,5.5109,-4.0543,-4.0979,,2.0445,0.3803
NSE,BLKASHYAP,INE350H01032,EQ,2026-09-17,52.87,51.33,468020,24655440.3,2942,55.0005,55.0182,,974834.2,0.4801,62.45,62.45,62.45,49.89,49.89,49.89,62.45,49.89,-15.3403,5.9731,1.5949,-0.2076,40.3537,6.1242,5.6255,-3.8736,-3.9045,,2.1194,0.4029
BSE,BLOIN,INE373E01015,X,2026-09-15,31.5,32.33,108,3424,4,30.2485,32.458,,1440.55,0.075,34.3,37.27,37.27,27.59,27.59,27.59,37.38,27.59,-15.7303,14.1718,-1.5625,-5.2916,52.0032,4.3311,8.8889,4.1374,-2.9515,,-9.2686,
BSE,BLOOM,INE253C01013,X,2026-07-30,6.65,7,3694,25116,14,8.1725,,,953.1,3.8758,9.97,,,6.65,,,9.97,6.65,-33.2999,0,-29.8523,,18.6398,5.8539,10.5263,-18.6296,,,,
BSE,BLS,INE153T01027,A,2026-09-17,227.9,227,53082,12128159,1184,240.025,244.461,,266936.6,0.1989,280,282.5,282.5,222,222,222,282.5,222,-19.3274,2.6577,-15.9971,-6.1174,31.9298,2.7127,1.455,-5.0516,-6.7745,,-5.2315,-2.7168
NSE,BLS,INE153T01027,EQ,2026-09-17,227.74,226.74,413806,94492379.61,10039,240.0665,244.4376,,2794656.35,0.1481,280.14,282.7,282.7,221.34,221.34,221.34,282.7,221.34,-19.4411,2.8915,-16.0777,-6.164,31.5073,2.75,1.5932,-5.1346,-6.831,,-5.2001,-2.7044
BSE,BLSE,INE0NLT01010,B,2026-09-17,314.65,313.85,5155,1630831,182,318.9825,302.625,,20344.85,0.2534,331.35,331.35,331.35,299.65,254.85,223.9,331.35,220.9,-5.04,42.44,0.207,20.0267,51.8519,3.2553,1.8022,-1.3582,3.9736,,5.0641,11.9838
NSE,BLSE,INE0NLT01010,EQ,2026-09-17,314.5,313.55,116886,36935674.8,3694,319.045,302.6926,,388378.7,0.301,331.3,331.3,331.3,300,254.05,223.56,331.3,220.1,-5.0709,42.8896,0.1273,20.3137,50.5251,3.2841,2.7831,-1.4246,3.9008,,5.0634,11.9665
BSE,BLT,INE0W4K01013,MT,2026-09-17,29.4,28,6400,187200,4,28.3515,,,4880,1.3115,32.05,,,24.75,,,32.05,24.75,-8.2683,18.7879,-0.1698,,57.8475,3.3989,1.3793,3.6982,,,,
BSE,BLUECHIP,INE657B01025,T,2026-09-15,2.17,2.21,3000,6510,6,2.1355,,,32008.6,0.0937,2.27,,,1.95,,,2.86,1.95,-24.1259,11.2821,-5.6522,,60.7843,2.5346,0,1.6155,,,,
NSE,BLUECHIP,INE657B01025,BE,2026-09-15,2.06,2.1,983,2024.98,9,1.935,,,19955.5,0.0493,2.18,,,1.65,,,2.53,1.65,-18.5771,24.8485,22.619,,75.5102,1.699,0,6.4599,,,-0.5397,
BSE,BLUECHIPT,INE472D01017,X,2026-09-17,116.85,116.5,25,2919,4,116.38,118.868,,400.1,0.0625,126,135,135,100.2,100.2,100.2,135,100.2,-13.4444,16.6168,-2.625,-5.7661,49.6651,6.174,1.2446,0.4038,-1.6977,,-3.2786,-2.1783
BSE,BLUECLOUDS,INE373T01047,B,2026-09-17,19.57,19.63,213378,4167113,546,20.335,20.6914,,714469.4,0.2987,23.79,25.8,28,18.81,18.81,18.5,28,17.5,-30.1071,11.8286,-12.5949,-5.0921,26.7016,2.9564,1.3368,-3.762,-5.4196,,-3.072,0.2073
NSE,BLUECLOUDS,INE373T01047,EQ,2026-09-17,19.57,19.59,543486,10627708.2,1603,20.331,,,2000400,0.2717,23.99,,,18.85,,,24.5,18.85,-20.1224,3.8196,-12.4776,,28.9216,3.1024,1.3889,-3.7431,,,,
BSE,BLUECOAST,INE472B01011,B,2026-09-17,20.95,22.05,200,4408,2,22.9275,24.7998,,375.95,0.532,25.39,28.6,,20.24,20.24,,31.49,20.24,-33.4709,3.5079,-12.7447,-24.2315,40.6412,6.27,5.2506,-8.625,-15.5235,,-10.1745,
NSE,BLUECOAST,INE472B01011,EQ,2026-09-17,21.68,21.09,1021,21890.2,19,22.616,24.6338,,1288.1,0.7926,25.48,29.89,30,20.2,20.2,20.2,31.48,20.2,-31.1309,7.3267,-10.7819,-25.1123,45.4762,6.2961,8.4158,-4.1387,-11.9908,,-9.3874,-9.0755
BSE,BLUEDART,INE233B01017,A,2026-09-17,4808.15,4858.3,795,3832768,245,4967.2275,5011.485,,718.25,1.1069,5157,5694.85,5694.85,4745,4716.5,4716.5,5694.85,4630.5,-15.5702,3.8365,-5.0758,0.2241,35.3613,1.9224,1.3292,-3.2025,-4.0574,,-2.9039,0.6836
NSE,BLUEDART,INE233B01017,EQ,2026-09-17,4811.3,4850.5,7139,34493579.9,3340,4970.01,5013.338,,8388.35,0.8511,5159.5,5745,5745,4740.9,4716.1,4716.1,5745,4628.5,-16.2524,3.9494,-5.0464,0.4573,34.288,1.9632,1.3271,-3.1934,-4.03,,-2.8658,0.704
BSE,BLUEJET,INE0KBH01020,A,2026-09-17,569.45,564.05,20449,11671647,738,578.4425,586.704,,21304.4,0.9598,615.3,647.05,647.05,543.45,543.45,508.75,647.05,445,-11.9929,27.9663,-3.866,1.3527,41.5578,2.9483,2.1986,-1.5546,-2.9408,,-2.1397,3.7047
NSE,BLUEJET,INE0KBH01020,EQ,2026-09-17,568.2,565.05,546795,311524627.8,18852,578.53,586.716,,456838.75,1.1969,615.6,647.8,647.8,543.75,543.75,508.85,647.8,444.7,-12.2877,27.7715,-4.0689,0.9774,40.8228,2.8668,2.4234,-1.7856,-3.1559,,-2.1034,3.7017
BSE,BLUESTARCO,INE472A01039,A,2026-09-17,1540.6,1505.95,43494,66949969,5135,1495.5075,1573.902,,45119.2,0.964,1565,1762.6,1762.6,1432,1432,1432,1762.6,1432,-12.595,7.5838,2.8438,-2.2741,54.2958,3.316,4.3606,3.0152,-2.1159,,-5.9065,-3.1554
NSE,BLUESTARCO,INE472A01039,EQ,2026-09-17,1553,1504,517440,798412457.8,32000,1494.92,1573.758,,526922.1,0.982,1565.1,1763.2,1763.2,1432.3,1432.3,1432.3,1763.2,1432.3,-11.9215,8.427,4.0048,-1.3843,56.2893,3.3065,4.4236,3.8852,-1.319,,-5.9482,-3.1673
BSE,BLUESTONE,INE304W01038,A,2026-09-17,830.2,856.05,42044,35272611,1376,832.675,785.977,,53720.1,0.7826,901.3,926.7,926.7,770.9,567.35,518,926.7,496.3,-10.4133,67.2779,1.7776,46.7822,55.572,5.0913,4.5703,-0.2972,5.6265,,1.831,17.6056
NSE,BLUESTONE,INE304W01038,EQ,2026-09-17,831.2,856,638636,538566464.45,29231,832.9675,785.993,,720292.8,0.8866,904,926,926,770.1,565,512.9,926,496.25,-10.2376,67.4962,1.8378,46.8032,55.4452,5.2703,4.7023,-0.2122,5.7516,,1.9164,17.6384
BSE,BLUSPRING,INE0U4101014,B,2026-09-17,124,123.8,14259,1784111,284,129.03,119.196,,61051.9,0.2336,139.9,139.9,139.9,113,101.1,101.1,139.9,77.99,-11.3653,58.9947,3.5058,17.3687,44.8565,8.1884,5.4098,-3.8983,4.0303,,14.2061,8.3939
