symbol,series,52w_high,52w_high_date,52w_low,52w_low_date
RHL,EQ,303.60,04-SEP-2025,160.98,30-MAR-2026
RIBATEX$,BE,-,-,-,-
RICHA,ST,95.00,17-JUL-2026,50.00,08-SEP-2025
RICHUNV$,EQ,-,-,-,-
RICOAUTO,EQ,157.99,05-AUG-2026,78.92,07-NOV-2025
RIDDHI$,BE,-,-,-,-
RIDDHICOR$,EQ,-,-,-,-
RIDHISYN$,BE,-,-,-,-
RIIL,EQ,964.90,08-SEP-2025,617.35,30-MAR-2026
RIIT,IV,127.00,18-AUG-2026,105.30,24-MAR-2026
RIKHAV$,SM,-,-,-,-
RILINFRA,SM,47.50,24-JUN-2026,27.60,21-JAN-2026
RIR,EQ,185.99,11-AUG-2026,154.00,03-SEP-2026
RISHABH,EQ,753.00,02-SEP-2026,315.00,27-JAN-2026
RISHDIGA$,EQ,-,-,-,-
RISHILASE$,EQ,-,-,-,-
RISHIROOP$,EQ,-,-,-,-
RISHITECH$,EQ,-,-,-,-
RITCO,EQ,327.50,24-AUG-2026,167.10,02-APR-2026
RITES,EQ,280.90,15-SEP-2025,175.00,30-MAR-2026
RITESHIN$,BE,-,-,-,-
RITEZONE,SM,36.55,28-OCT-2025,13.80,02-APR-2026
RITHWIKFM$,ST,-,-,-,-
RIYAASAT$,SM,-,-,-,-
RJSHAH$,BE,-,-,-,-
RKDAGRRTL$,EQ,-,-,-,-
RKDL,EQ,32.48,17-SEP-2025,16.30,05-MAR-2026
RKEC,EQ,81.50,23-SEP-2025,19.90,04-SEP-2026
RKFORGE,EQ,772.80,19-AUG-2026,460.15,23-MAR-2026
RKSWAMY,EQ,163.89,18-SEP-2025,67.15,30-MAR-2026
RMC,EQ,530.00,23-APR-2026,220.05,02-SEP-2026
RMDRIP,BE,72.22,25-FEB-2026,14.81,04-JUN-2026
RML,EQ,1333.00,04-SEP-2026,608.50,30-MAR-2026
RNBDENIMS,BE,67.67,25-FEB-2026,7.72,21-AUG-2026
RNFI,SM,404.00,22-SEP-2025,216.00,30-MAR-2026
RNITAI$,EQ,-,-,-,-
RNPL,SM,158.00,23-JAN-2026,69.50,04-SEP-2025
ROADSTAR,IV,-,-,-,-
ROBU$,SM,-,-,-,-
ROCKINGDCE,SM,283.85,30-DEC-2025,123.90,02-APR-2026
RODIUM$,EQ,-,-,-,-
ROHLTD,EQ,574.45,04-SEP-2025,269.40,30-MAR-2026
ROLCOEN$,BE,-,-,-,-
ROLEXRINGS,EQ,189.40,21-AUG-2026,99.79,24-NOV-2025
ROLLT,BE,4.37,04-SEP-2026,1.02,05-SEP-2025
ROML,EQ,62.00,07-OCT-2025,35.11,30-MAR-2026
RONI$,SM,-,-,-,-
ROOPAIND$,EQ,-,-,-,-
ROOPSHRI$,ST,-,-,-,-
ROSELABS$,EQ,-,-,-,-
ROSEMER$,EQ,-,-,-,-
ROSSARI,EQ,690.30,16-OCT-2025,375.00,30-MAR-2026
ROSSELLIND,EQ,73.00,27-AUG-2026,40.00,27-JAN-2026
ROSSTECH,EQ,1172.00,18-AUG-2026,551.90,12-JAN-2026
ROTO,EQ,85.53,05-SEP-2025,47.50,30-MAR-2026
ROUTE,EQ,890.40,12-SEP-2025,410.70,30-MAR-2026
ROXHITECH,SM,58.90,17-AUG-2026,22.95,30-MAR-2026
ROYAL$,SM,-,-,-,-
ROYALARC,SM,197.00,24-AUG-2026,126.50,13-NOV-2025
ROYALCU$,EQ,-,-,-,-
ROYALIND$,EQ,-,-,-,-
RPEL,EQ,1943.70,04-SEP-2026,561.30,30-MAR-2026
RPGLIFE,EQ,3082.00,21-JUL-2026,1733.00,23-MAR-2026
RPOWER,EQ,50.73,10-OCT-2025,20.17,30-MAR-2026
RPPINFRA,EQ,158.90,04-SEP-2025,53.50,31-AUG-2026
RPPL,BE,26.97,07-AUG-2026,14.25,30-MAR-2026
RPSGVENT,EQ,1179.00,07-APR-2026,551.90,23-MAR-2026
RPTECH,EQ,967.70,05-AUG-2026,284.90,04-SEP-2025
RRECL,EQ,151.99,26-AUG-2026,129.99,04-SEP-2026
RRETAIL$,BE,-,-,-,-
RRFIN$,BE,-,-,-,-
RRIL,EQ,21.50,22-MAY-2026,15.06,25-AUG-2026
RRKABEL,EQ,2983.80,24-AUG-2026,1181.60,29-SEP-2025
RRSECUR$,BE,-,-,-,-
RSDFIN,BE,168.48,06-AUG-2026,65.60,28-JUL-2026
RSL,EQ,184.89,04-SEP-2026,101.70,30-MAR-2026
RSSOFTWARE,EQ,82.00,23-SEP-2025,21.93,30-MAR-2026
RSTL$,ST,-,-,-,-
RSWM,BE,238.00,05-AUG-2026,120.00,30-MAR-2026
RSYSTEMS,EQ,485.00,04-SEP-2025,213.52,06-JUL-2026
RTFL$,BE,-,-,-,-
RTL,SM,100.90,12-MAR-2026,54.00,13-JAN-2026
