symbol,series,52w_high,52w_high_date,52w_low,52w_low_date
CCL,EQ,1242.20,13-JUL-2026,815.50,09-OCT-2025
CCLINTER$,EQ,-,-,-,-
CCME$,EQ,-,-,-,-
CDSL,EQ,1673.70,20-NOV-2025,1116.30,30-MAR-2026
CEATLTD,EQ,4438.00,23-OCT-2025,3061.20,11-JUN-2026
CEDAAR,ST,115.00,08-SEP-2025,12.55,21-AUG-2026
CEEJAY$,EQ,-,-,-,-
CEENIK$,BE,-,-,-,-
CEETAIN$,EQ,-,-,-,-
CEIGALL,EQ,405.70,30-JUN-2026,222.61,09-DEC-2025
CEINSYS,EQ,1249.90,20-APR-2026,672.00,04-SEP-2026
CELEBRITY,EQ,13.25,22-SEP-2025,5.65,30-MAR-2026
CELLA$,BE,-,-,-,-
CELLECOR,SM,43.85,11-MAY-2026,21.80,30-MAR-2026
CELLO,EQ,673.80,30-OCT-2025,336.60,24-JUL-2026
CELLPOINT,SM,21.10,27-JUL-2026,11.70,30-MAR-2026
CEMAINFRA$,EQ,-,-,-,-
CEMNTGROWW,EQ,16.27,06-AUG-2026,14.40,02-SEP-2026
CEMNTINAV,EQ,-,-,-,-
CEMPRO,EQ,1649.20,21-JUL-2026,503.30,23-MAR-2026
CENLUB$,EQ,-,-,-,-
CENTENKA,EQ,671.65,29-JUL-2026,371.20,30-MAR-2026
CENTEXT,EQ,34.75,10-OCT-2025,15.67,30-MAR-2026
CENTRALBK,EQ,40.92,26-FEB-2026,29.32,02-JUN-2026
CENTRUM,EQ,38.50,17-SEP-2025,19.66,13-MAR-2026
CENTUM,EQ,4420.00,07-SEP-2026,2044.20,12-JAN-2026
CENTUPLE$,BE,-,-,-,-
CENTURYPLY,EQ,859.00,03-FEB-2026,618.50,23-MAR-2026
CERA,EQ,6740.00,22-JUN-2026,4461.10,16-MAR-2026
CEREBRAINT,BZ,10.08,17-OCT-2025,2.40,01-SEP-2026
CESC,EQ,204.50,04-MAY-2026,138.12,27-JAN-2026
CEWATER,EQ,539.90,22-SEP-2025,235.00,16-MAR-2026
CFEL,EQ,35.20,26-AUG-2026,24.36,18-AUG-2026
CFF$,SM,-,-,-,-
CFL$,BE,-,-,-,-
CGCL,EQ,287.45,07-SEP-2026,151.10,04-MAR-2026
CGPOWER,EQ,980.90,02-JUL-2026,525.50,27-JAN-2026
CGRAPHICS,SM,246.00,17-SEP-2025,122.00,22-MAY-2026
CGVAK,EQ,163.70,21-AUG-2026,127.00,17-AUG-2026
CHADPAP$,EQ,-,-,-,-
CHALET,EQ,1070.10,17-SEP-2025,691.35,30-MAR-2026
CHALLANI$,EQ,-,-,-,-
CHAMBLFERT,EQ,559.00,17-SEP-2025,399.75,16-MAR-2026
CHAMUNDA,SM,59.00,18-NOV-2025,38.00,01-JUN-2026
CHANDAN,SM,358.00,18-NOV-2025,185.40,19-JUN-2026
CHANDNIMA$,BE,-,-,-,-
CHANDRAP$,EQ,-,-,-,-
CHANDRIMA$,BE,-,-,-,-
CHATHA$,ST,-,-,-,-
CHAVDA,SM,148.00,10-AUG-2026,80.60,30-MAR-2026
CHCL$,ST,-,-,-,-
CHEMBOND,EQ,205.78,07-MAY-2026,105.15,30-MAR-2026
