symbol,series,52w_high,52w_high_date,52w_low,52w_low_date
RETAIL,EQ,39.35,22-SEP-2025,15.81,21-SEP-2026
RETINA$,SM,-,-,-,-
REXNORD$,EQ,-,-,-,-
REXPIPES,SM,208.00,27-FEB-2026,130.20,19-NOV-2025
REXPRO,SM,84.50,22-SEP-2025,35.15,16-SEP-2026
REXSEAL$,SM,-,-,-,-
RFBL,ST,104.70,08-JUL-2026,52.50,19-MAY-2026
RFIL$,SM,-,-,-,-
RFL$,EQ,-,-,-,-
RFLL$,EQ,-,-,-,-
RFSL$,EQ,-,-,-,-
RGF$,EQ,-,-,-,-
RGL,EQ,163.45,15-SEP-2026,85.00,23-MAR-2026
RGRL$,BE,-,-,-,-
RHETAN,EQ,34.87,11-AUG-2026,17.67,22-SEP-2026
RHFL,BZ,4.49,22-SEP-2025,1.68,22-SEP-2026
RHIM,EQ,508.30,07-OCT-2025,323.05,30-MAR-2026
RHL,EQ,273.90,15-OCT-2025,160.98,30-MAR-2026
RIBATEX$,BE,-,-,-,-
RICHA,SM,95.00,17-JUL-2026,52.95,03-OCT-2025
RICHUNV$,EQ,-,-,-,-
RICOAUTO,EQ,157.99,05-AUG-2026,78.92,07-NOV-2025
RIDDHI$,EQ,-,-,-,-
RIDDHICOR$,EQ,-,-,-,-
RIDHISYN$,BE,-,-,-,-
RIIL,EQ,964.00,08-OCT-2025,617.35,30-MAR-2026
RIIT,IV,127.00,18-AUG-2026,105.30,24-MAR-2026
RIKHAV$,SM,-,-,-,-
RILINFRA,SM,47.50,24-JUN-2026,27.60,21-JAN-2026
RIR,EQ,213.94,18-SEP-2026,154.00,03-SEP-2026
RISHABH,EQ,852.00,09-SEP-2026,315.00,27-JAN-2026
RISHDIGA$,EQ,-,-,-,-
RISHILASE$,EQ,-,-,-,-
RISHIROOP$,EQ,-,-,-,-
RISHITECH$,EQ,-,-,-,-
RITCO,EQ,331.15,07-SEP-2026,167.10,02-APR-2026
RITES,EQ,272.51,22-SEP-2025,175.00,30-MAR-2026
RITESHIN$,BE,-,-,-,-
RITEZONE,SM,36.55,28-OCT-2025,13.80,02-APR-2026
RITHWIKFM$,ST,-,-,-,-
RIYAASAT$,SM,-,-,-,-
RJSHAH$,BE,-,-,-,-
RKDAGRRTL$,EQ,-,-,-,-
RKDL,EQ,29.49,23-SEP-2025,16.30,05-MAR-2026
RKEC,EQ,81.50,23-SEP-2025,17.40,22-SEP-2026
RKFORGE,EQ,772.80,19-AUG-2026,460.15,23-MAR-2026
RKSWAMY,EQ,158.50,22-SEP-2025,67.15,30-MAR-2026
RMC,EQ,530.00,23-APR-2026,194.10,16-SEP-2026
RMDRIP,BE,72.22,25-FEB-2026,14.81,04-JUN-2026
RML,EQ,1440.00,10-SEP-2026,608.50,30-MAR-2026
RNBDENIMS,BE,67.67,25-FEB-2026,7.72,21-AUG-2026
RNFI,SM,404.00,22-SEP-2025,216.00,30-MAR-2026
RNITAI$,BE,-,-,-,-
RNPL,SM,158.00,23-JAN-2026,52.60,22-SEP-2026
ROADSTAR,IV,-,-,-,-
ROBU$,SM,-,-,-,-
ROCKINGDCE,SM,283.85,30-DEC-2025,123.90,02-APR-2026
RODIUM$,EQ,-,-,-,-
ROHLTD,EQ,562.95,06-OCT-2025,269.40,30-MAR-2026
ROLCOEN$,BE,-,-,-,-
ROLEXRINGS,EQ,189.40,21-AUG-2026,99.79,24-NOV-2025
ROLLT,BE,6.26,22-SEP-2026,1.07,28-NOV-2025
ROML,EQ,62.00,07-OCT-2025,35.11,30-MAR-2026
RONI$,ST,-,-,-,-
ROOPAIND$,EQ,-,-,-,-
ROOPSHRI$,ST,-,-,-,-
ROSELABS$,EQ,-,-,-,-
ROSEMER$,EQ,-,-,-,-
ROSSARI,EQ,690.30,16-OCT-2025,375.00,30-MAR-2026
ROSSELLIND,EQ,73.00,27-AUG-2026,40.00,27-JAN-2026
ROSSTECH,EQ,1505.00,22-SEP-2026,551.90,12-JAN-2026
ROTO,EQ,83.39,22-SEP-2025,47.50,30-MAR-2026
ROUTE,EQ,857.75,22-SEP-2025,410.70,30-MAR-2026
ROXHITECH,SM,58.90,17-AUG-2026,22.95,30-MAR-2026
ROYAL$,SM,-,-,-,-
ROYALARC,SM,197.00,24-AUG-2026,126.50,13-NOV-2025
ROYALCU$,EQ,-,-,-,-
ROYALIND$,EQ,-,-,-,-
RPEL,EQ,1943.70,04-SEP-2026,561.30,30-MAR-2026
RPGLIFE,EQ,3082.00,21-JUL-2026,1733.00,23-MAR-2026
RPOWER,EQ,50.73,10-OCT-2025,20.17,30-MAR-2026
RPPINFRA,EQ,142.50,22-SEP-2025,53.00,16-SEP-2026
RPPL,BE,26.97,07-AUG-2026,14.25,30-MAR-2026
RPSGVENT,EQ,1179.00,07-APR-2026,551.90,23-MAR-2026
RPTECH,EQ,967.70,05-AUG-2026,310.80,26-SEP-2025
RRECL,EQ,152.00,21-SEP-2026,121.20,15-SEP-2026
RRETAIL$,BE,-,-,-,-
RRFIN$,BE,-,-,-,-
RRIL,EQ,21.50,22-MAY-2026,15.06,25-AUG-2026
RRKABEL,EQ,2983.80,24-AUG-2026,1181.60,29-SEP-2025
RRMETAL$,BE,-,-,-,-
RRSECUR$,BE,-,-,-,-
RSDFIN,BE,168.48,06-AUG-2026,65.60,28-JUL-2026
RSL,EQ,202.22,22-SEP-2026,101.70,30-MAR-2026
RSSOFTWARE,EQ,82.00,23-SEP-2025,21.93,30-MAR-2026
RSTL$,ST,-,-,-,-
RSWM,EQ,238.00,05-AUG-2026,120.00,30-MAR-2026
RSYSTEMS,EQ,443.00,22-SEP-2025,213.52,06-JUL-2026
RTFL$,BE,-,-,-,-
RTL,SM,100.90,12-MAR-2026,54.00,13-JAN-2026
RTNINDIA,EQ,57.25,22-SEP-2025,24.40,09-MAR-2026
RTNPOWER,EQ,12.49,22-SEP-2025,6.95,15-SEP-2026
RTSPOWR,EQ,114.00,17-AUG-2026,68.88,16-SEP-2026
RUBFILA,EQ,86.90,22-SEP-2025,57.31,30-MAR-2026
RUBICON,EQ,1899.00,28-AUG-2026,570.75,24-OCT-2025
RUBYMILLS,EQ,499.05,07-SEP-2026,169.02,02-MAR-2026
RUCHINFRA,EQ,8.25,24-SEP-2025,4.05,30-MAR-2026
RUCHIRA,EQ,167.50,22-SEP-2025,95.17,30-MAR-2026
RUDRA,EQ,29.70,22-DEC-2025,14.63,30-MAR-2026
RUDRAECO$,BE,-,-,-,-
RUDRAGAS$,SM,-,-,-,-
RULKA,SM,139.75,09-OCT-2025,72.95,02-APR-2026
RUNGTAIR$,EQ,-,-,-,-
RUPA,EQ,209.90,03-OCT-2025,109.21,30-MAR-2026
RUSHIL,EQ,32.79,22-SEP-2025,12.49,30-MAR-2026
RUSTOMJEE,EQ,634.00,08-OCT-2025,331.90,11-SEP-2026
RVHL,EQ,62.15,15-OCT-2025,28.50,30-MAR-2026
RVNL,EQ,400.70,29-DEC-2025,195.15,16-SEP-2026
RVTH,EQ,1300.00,24-SEP-2025,491.10,16-MAR-2026
S&SPOWER,EQ,444.95,28-APR-2026,193.50,09-DEC-2025
SAAKSHI,ST,380.00,22-SEP-2026,147.40,27-OCT-2025
SAATVIKGL,EQ,567.00,10-OCT-2025,328.00,09-MAR-2026
SAB,EQ,192.60,08-SEP-2026,165.00,31-AUG-2026
SABAR,ST,9.50,04-SEP-2026,3.95,15-JUL-2026
SABOOSOD$,EQ,-,-,-,-
SACHEEROME,SM,552.75,07-SEP-2026,200.00,30-SEP-2025
SACHEMT$,EQ,-,-,-,-
SADBHAV,EQ,14.70,23-DEC-2025,6.05,06-FEB-2026
SADBHIN,EQ,4.79,11-FEB-2026,2.06,02-APR-2026
SADHAV,SM,128.85,08-JUN-2026,86.30,23-MAR-2026
SADHNANIQ,BE,3.32,11-AUG-2026,1.27,25-MAR-2026
SAFARI,EQ,2507.10,26-NOV-2025,1363.10,06-MAY-2026
SAFE$,SM,-,-,-,-
SAFECURE$,SM,-,-,-,-
SAFEENTP,SM,319.00,17-NOV-2025,175.00,06-OCT-2025
SAFFRON$,EQ,-,-,-,-
SAGARDEEP,EQ,31.48,06-OCT-2025,20.81,30-MAR-2026
SAGARSOFT$,EQ,-,-,-,-
SAGARSYST$,BE,-,-,-,-
SAGCEM,EQ,278.40,23-SEP-2025,141.52,16-SEP-2026
SAGILITY,EQ,57.89,30-OCT-2025,35.83,23-MAR-2026
SAHAJSOLAR,SM,250.00,29-SEP-2025,90.00,22-SEP-2026
SAHANA,SM,1027.54,23-SEP-2025,570.83,13-JAN-2026
SAHARAHOU$,EQ,-,-,-,-
SAHASRA,SM,370.50,22-SEP-2026,188.35,30-MAR-2026
SAHLIBHFI,EQ,91.95,03-SEP-2026,66.60,24-AUG-2026
SAHYADRI,EQ,408.95,15-SEP-2026,200.10,30-MAR-2026
SAICAPI,EQ,170.05,24-AUG-2026,133.50,07-SEP-2026
SAIFL,SM,20.25,08-OCT-2025,4.15,22-SEP-2026
SAIL,EQ,209.70,14-MAY-2026,124.00,19-DEC-2025
SAILANI$,SM,-,-,-,-
SAILIFE,EQ,1697.00,09-SEP-2026,783.85,05-FEB-2026
SAINIK$,EQ,-,-,-,-
SAIPARENT,EQ,706.00,02-JUL-2026,400.00,02-APR-2026
SAJHOTELS,ST,80.25,22-SEP-2025,24.80,09-JUL-2026
SAKAR,EQ,1227.00,21-SEP-2026,333.50,22-SEP-2025
SAKHTISUG,EQ,23.29,24-AUG-2026,13.52,23-MAR-2026
SAKSOFT,EQ,222.99,20-NOV-2025,107.59,30-MAR-2026
SAKUMA,EQ,3.10,29-OCT-2025,1.10,30-MAR-2026
SALASAR,EQ,10.99,30-OCT-2025,4.71,15-SEP-2026
SALAUTO$,EQ,-,-,-,-
SALEM$,EQ,-,-,-,-
SALGUTI$,EQ,-,-,-,-
SALONA,EQ,320.00,02-JUN-2026,200.00,06-AUG-2026
SALORAINT$,EQ,-,-,-,-
SALSAIN$,BE,-,-,-,-
SALSTEEL,EQ,86.25,02-SEP-2026,26.10,09-OCT-2025
SALZERELEC,EQ,952.50,10-OCT-2025,488.80,30-MAR-2026
SAMAY,ST,52.50,07-JUL-2026,28.50,30-MAR-2026
SAMBANDAM,EQ,161.90,24-AUG-2026,97.70,19-AUG-2026
SAMBHAAV,EQ,11.53,24-NOV-2025,5.07,30-MAR-2026
SAMBHV,EQ,161.63,21-SEP-2026,81.42,27-JAN-2026
SAMHI,EQ,217.30,29-OCT-2025,127.00,30-MAR-2026
SAMINDUS$,EQ,-,-,-,-
SAMKRG$,EQ,-,-,-,-
SAMMAANCAP,EQ,192.95,03-NOV-2025,129.00,23-MAR-2026
SAMOR$,EQ,-,-,-,-
SAMPANN,EQ,43.44,06-NOV-2025,23.11,17-SEP-2026
SAMPAT$,ST,-,-,-,-
SAMPRE$,EQ,-,-,-,-
SAMRATPH$,EQ,-,-,-,-
SAMSRITA$,EQ,-,-,-,-
SAMTELIN$,BE,-,-,-,-
SAMTEX$,EQ,-,-,-,-
SAMYAKINT$,EQ,-,-,-,-
SANATHAN,EQ,522.80,22-SEP-2025,352.60,30-MAR-2026
SANBLUE$,EQ,-,-,-,-
SANCF$,BE,-,-,-,-
SANCTRN$,EQ,-,-,-,-
SANDESH,EQ,1270.00,07-AUG-2026,811.00,30-MAR-2026
SANDHAR,EQ,763.20,12-JUN-2026,424.00,30-MAR-2026
SANDUMA,EQ,273.00,05-JAN-2026,156.30,24-SEP-2025
SANDUPHQ$,EQ,-,-,-,-
SANGAMFIN$,EQ,-,-,-,-
SANGAMIND,EQ,672.50,20-JUL-2026,391.20,09-OCT-2025
SANGANI,SM,77.00,23-SEP-2025,37.00,01-APR-2026
SANGHVIMOV,EQ,528.00,10-AUG-2026,223.80,16-MAR-2026
SANGINITA,BE,73.92,22-SEP-2026,9.26,04-DEC-2025
SANINFRA$,BE,-,-,-,-
SANJIVIN$,EQ,-,-,-,-
SANOFI,EQ,5059.00,22-SEP-2025,3053.00,22-SEP-2026
SANOFICONR,EQ,5255.00,14-MAY-2026,3926.00,17-SEP-2026
SANPA$,EQ,-,-,-,-
SANSERA,EQ,4630.00,22-SEP-2026,1364.20,01-OCT-2025
SANSTAR,EQ,137.49,24-JUN-2026,74.30,02-APR-2026
SANTETX$,EQ,-,-,-,-
SANWARIA,BZ,.36,24-SEP-2025,.18,21-SEP-2026
SAPL$,BE,-,-,-,-
SAPPHIRE,EQ,318.85,22-SEP-2025,139.91,02-APR-2026
SAPPL,EQ,334.30,09-JUL-2026,252.00,01-JUL-2026
SARDAEN,EQ,624.00,28-APR-2026,453.10,21-JAN-2026
SAREGAMA,EQ,574.50,05-AUG-2026,307.05,09-MAR-2026
SARLAPOLY,EQ,111.00,06-AUG-2026,68.40,30-MAR-2026
SAROJA,SM,48.00,14-OCT-2025,28.00,07-AUG-2026
SARTELE,SM,264.85,08-JAN-2026,72.40,21-SEP-2026
SARTHAKGL$,EQ,-,-,-,-
SARTHAKIN$,EQ,-,-,-,-
SARVESHWAR,EQ,6.83,22-SEP-2025,2.50,30-MAR-2026
SARVOTTAM$,EQ,-,-,-,-
SASHWAT$,BE,-,-,-,-
SASKEN,EQ,2780.20,19-JUN-2026,991.00,16-MAR-2026
SATCH$,EQ,-,-,-,-
SATECH,SM,60.75,17-DEC-2025,31.15,27-JUL-2026
SATIA,EQ,83.80,06-OCT-2025,50.80,30-MAR-2026
SATIN,EQ,274.14,27-JUL-2026,135.81,09-DEC-2025
SATIPOLY,SM,81.00,11-NOV-2025,27.15,01-APR-2026
SATKARTAR,SM,219.80,15-APR-2026,110.30,08-SEP-2026
SATTRIX$,SM,-,-,-,-
SATTVAENGG,SM,117.00,22-SEP-2025,43.50,09-MAR-2026
SAUMYA$,EQ,-,-,-,-
SAURASHCEM,EQ,112.25,03-OCT-2025,47.65,30-MAR-2026
SAVERA$,EQ,-,-,-,-
SAVY,SM,191.00,27-NOV-2025,108.00,21-JUL-2026
SAWACA$,EQ,-,-,-,-
SAWALIYA,SM,351.00,12-MAR-2026,137.70,01-SEP-2026
