exchange,symbol,isin,series,open,high,low,close,prev_close,volume,value,trades
NSE,20MICRONS,INE144J01027,EQ,217.34,224.87,217.00,222.00,216.37,241206,53281611.76,5911
NSE,21STCENMGM,INE253B01015,EQ,41.74,41.74,41.16,41.16,42.00,3530,145822.12,33
NSE,360ONE,INE466L01038,EQ,1204.00,1208.00,1193.90,1200.00,1204.00,422710,508479692.60,29706
NSE,3BBLACKBIO,INE994E01018,EQ,1362.00,1463.00,1362.00,1441.20,1350.30,45446,64328466.00,3114
NSE,3IINFOLTD,INE748C01038,BE,23.50,24.57,23.40,23.85,23.40,185320,4462630.79,824
NSE,3MINDIA,INE470A01017,EQ,34245.00,34840.00,34130.00,34415.00,34245.00,2422,83667700.00,1347
NSE,3PLAND,INE105C01023,EQ,31.90,32.34,31.55,31.74,31.87,2074,66284.72,33
NSE,5PAISA,INE618L01018,EQ,371.00,372.50,365.00,368.35,371.15,16145,5965880.00,1159
NSE,63MOONS,INE111B01023,EQ,745.00,789.00,744.95,776.40,745.45,242493,187533990.65,10165
NSE,A2ZINFRA,INE619I01012,EQ,16.79,17.12,16.18,16.63,16.41,482090,7986742.96,723
NSE,AAATECH,INE0D0U01013,EQ,91.96,98.40,91.50,95.03,92.01,31461,3012690.14,714
NSE,AADHARHFC,INE883F01010,EQ,463.20,472.45,463.20,471.10,465.80,121779,57041656.15,15383
NSE,AAKASH,INE087Z01024,EQ,8.61,8.90,8.59,8.73,8.75,63832,556873.33,275
NSE,AAREYDRUGS,INE198H01019,EQ,87.00,89.01,86.10,89.01,84.78,379960,33651400.48,913
NSE,AARNAV,INE750R01016,BE,33.36,33.67,31.86,33.66,33.36,4573,148004.44,33
NSE,AARON,INE721Z01010,EQ,137.20,139.80,134.00,134.94,135.71,6654,906371.47,342
NSE,AARTECH,INE01C001026,BE,49.50,50.79,48.52,49.16,49.62,32990,1633931.59,120
NSE,AARTIDRUGS,INE767A01016,EQ,417.90,422.00,417.00,418.55,417.90,59919,25109894.70,3418
NSE,AARTIIND,INE769A01020,EQ,540.00,543.00,528.00,540.35,538.90,644631,345388679.10,19146
NSE,AARTIPHARM,INE0LRU01027,EQ,818.00,848.90,815.75,840.70,813.50,278187,231746490.00,15849
NSE,AARTISURF,INE09EO01013,BE,537.00,545.00,522.00,541.50,539.90,9952,5310699.75,351
NSE,AARVI,INE754X01016,EQ,144.35,148.15,141.00,142.25,145.07,25356,3646197.64,694
NSE,AASTHA,INE2FMX01012,EQ,85.00,85.00,79.53,79.61,88.36,2379114,194185627.22,9067
NSE,AAVAS,INE216P01012,EQ,1273.40,1333.80,1264.10,1275.50,1269.40,348832,452333685.70,48510
NSE,ABAN,INE421A01028,BE,15.13,15.13,15.13,15.13,15.43,7423,112309.99,48
NSE,ABANSENT,INE365O01028,EQ,28.80,28.80,27.00,27.99,27.51,2791,76631.39,87
NSE,ABB,INE117A01022,EQ,7501.00,7529.00,7440.00,7509.00,7490.00,98513,737290612.00,17075
NSE,ABBOTINDIA,INE358A01014,EQ,26420.00,26745.00,26120.00,26175.00,26350.00,6550,172464970.00,4655
NSE,ABCAPITAL,INE674K01013,EQ,409.85,410.35,404.80,405.55,410.00,1217070,495534681.70,25871
NSE,ABCOTS,INE08PH01015,EQ,203.48,209.00,200.20,203.70,204.50,6512,1327647.10,201
NSE,ABDL,INE552Z01027,EQ,607.50,613.40,605.65,610.00,607.50,109318,66676949.50,5499
NSE,ABFRL,INE647O01011,EQ,54.00,54.00,52.21,52.49,53.64,4611357,244508084.86,18625
NSE,ABINFRA,INE00YB01025,BE,11.08,11.92,11.00,11.82,11.36,603652,6851867.46,612
NSE,ABLBL,INE14LE01019,EQ,85.15,85.64,84.40,84.60,85.22,252167,21416563.37,4409
NSE,ABMINTLLTD,INE251C01025,BE,56.30,56.30,56.30,56.30,57.44,271,15257.30,10
NSE,ABMKNO,INE850B01026,EQ,188.00,194.00,185.00,193.39,187.21,164,31030.26,15
NSE,ABREL,INE055A01016,EQ,1382.00,1406.20,1380.00,1387.00,1393.40,81323,113050768.40,7073
NSE,ABSLAMC,INE404A01024,EQ,1050.00,1053.50,1038.10,1047.90,1046.50,74281,77833642.00,8950
NSE,ACC,INE012A01025,EQ,1314.00,1314.00,1303.00,1306.40,1310.60,65574,85758604.20,8824
NSE,ACCELYA,INE793A01012,EQ,1135.00,1144.00,1119.80,1134.10,1134.90,7211,8173774.40,784
NSE,ACCURACY,INE648Z01023,BE,4.56,4.62,4.46,4.60,4.57,54136,247877.52,154
NSE,ACE,INE731H01025,EQ,1141.20,1154.10,1132.00,1140.60,1136.00,146229,167251524.40,12198
NSE,ACEINTEG,INE543V01017,EQ,17.96,17.96,17.40,17.44,17.38,404,7082.50,11
NSE,ACGL,INE451C01013,EQ,1823.50,1825.00,1773.40,1792.60,1805.30,342,612787.90,85
NSE,ACI,INE128X01021,EQ,480.00,489.85,479.80,484.30,483.95,390477,189588596.00,14775
NSE,ACL,INE666E01020,EQ,44.95,44.95,43.72,44.14,44.06,26615,1173091.08,196
NSE,ACMESOLAR,INE622W01025,EQ,392.00,398.00,388.05,393.70,386.30,1185544,466882266.85,37800
NSE,ACSTECH,INE366C01021,BE,50.20,52.00,48.51,51.58,49.95,231778,11715665.09,318
NSE,ACUTAAS,INE00FF01025,EQ,3359.80,3384.00,3235.00,3281.60,3329.20,240776,790508726.30,39978
NSE,ADANIENSOL,INE931S01010,EQ,1610.00,1611.90,1566.90,1581.40,1617.00,1647674,2604056467.40,59276
NSE,ADANIENT,INE423A01024,EQ,3170.00,3173.70,3133.30,3168.50,3169.00,530795,1673147172.10,39519
NSE,ADANIGREEN,INE364U01010,EQ,1319.80,1321.00,1303.20,1311.00,1328.50,776595,1016788185.80,20162
NSE,ADANIPORTS,INE742F01042,EQ,1712.00,1723.90,1699.20,1707.50,1714.00,3268356,5591867655.50,89746
NSE,ADANIPOWER,INE814H01029,EQ,215.92,216.50,210.91,212.63,215.00,14256352,3029384925.50,75985
NSE,ADDIND,INE757C01021,EQ,84.53,84.53,79.92,84.00,86.70,88,7114.37,17
NSE,ADFFOODS,INE982B01027,EQ,273.80,276.05,270.60,274.45,273.80,85375,23350699.65,3519
NSE,ADL,INE0CHO01012,EQ,70.96,75.00,70.96,75.00,70.91,1056,77817.62,19
NSE,ADOR,INE045A01017,EQ,1546.90,1652.00,1546.60,1635.60,1541.90,130736,211004656.30,12883
NSE,ADROITINFO,INE737B01033,EQ,10.64,10.77,10.12,10.44,10.40,14489,151539.06,148
NSE,ADSL,INE102I01027,EQ,107.00,108.79,105.70,106.21,107.53,87735,9389562.05,1818
NSE,ADVAIT,INE0ALI01010,EQ,2122.00,2230.10,2119.00,2200.50,2114.70,98198,215605113.70,10126
NSE,ADVANCE,INE1B0W01010,EQ,120.92,123.90,115.93,116.95,120.32,282536,33368295.21,2566
NSE,ADVANIHOTR,INE199C01026,EQ,50.70,53.14,49.50,50.01,49.92,55736,2824589.47,537
NSE,ADVENTHTL,INE28GN01010,EQ,140.90,144.79,139.11,142.80,140.52,333397,47584917.09,5125
NSE,ADVENZYMES,INE837H01020,EQ,297.95,301.95,296.25,299.80,297.60,192573,57480505.15,2941
NSE,ADVIKCA,INE178T01024,EQ,1.21,1.23,1.18,1.19,1.19,284503,341149.01,227
NSE,AEGISLOG,INE208C01025,EQ,1304.00,1304.70,1283.60,1289.40,1298.00,263570,341070492.00,13415
NSE,AEGISVOPAK,INE0INX01018,EQ,267.00,272.45,262.00,269.90,263.50,588121,158161021.55,11497
NSE,AEPL,INE757T01025,EQ,15.65,15.65,14.67,15.38,15.39,15835,239380.15,157
NSE,AEQUS,INE947N01017,EQ,246.66,248.00,243.29,245.99,246.66,1329838,327333558.51,19541
NSE,AEROENTER,INE065D01027,EQ,144.82,147.43,143.05,146.29,142.66,930558,135704731.11,9749
NSE,AEROFLEX,INE024001021,EQ,521.85,547.00,519.80,542.10,522.10,2093610,1123336768.45,43794
NSE,AERONEU,INE035801013,EQ,83.99,83.99,80.25,80.68,81.88,3586,293477.27,259
NSE,AEROPLANE,INE05TO01019,EQ,170.70,176.41,170.70,174.82,171.41,179790,31245655.25,3183
NSE,AETHER,INE0BWX01014,EQ,1685.50,1717.00,1664.00,1696.80,1677.30,443550,749287351.70,39734
NSE,AFCONS,INE101I01011,EQ,284.00,292.00,284.00,286.65,285.05,728796,210185778.40,14358
NSE,AFFLE,INE00WC01027,EQ,1650.30,1659.00,1615.90,1620.20,1650.30,133536,218155714.50,15928
NSE,AFFORDABLE,INE692Z01013,BE,166.00,168.95,162.15,165.31,167.47,5551,918729.43,168
NSE,AFIL,INE916Y01027,EQ,9.52,9.61,9.35,9.40,9.42,383110,3624506.01,380
NSE,AFSL,INE00ZE01026,EQ,201.01,215.00,201.01,211.92,202.04,19645,4104029.49,432
NSE,AGARIND,INE204E01012,EQ,466.25,470.00,463.85,465.30,465.50,15795,7366144.05,1074
NSE,AGARWALEYE,INE943P01029,EQ,493.15,512.70,489.50,507.80,496.65,663188,333293960.05,20205
NSE,AGI,INE415A01038,EQ,737.70,777.15,725.70,774.80,737.70,385938,294948404.75,16492
NSE,AGIIL,INE976R01033,EQ,297.00,297.00,287.25,289.10,288.80,447958,130133101.00,6735
NSE,AGL,INE1YPB01014,EQ,14.33,14.60,13.95,14.03,14.34,1366639,19328779.66,3057
NSE,AGRITECH,INE449G01018,EQ,101.11,103.63,100.06,102.90,101.11,1874,191729.58,76
NSE,AGROPHOS,INE740V01019,EQ,27.00,27.49,26.01,26.34,27.04,15966,421412.56,164
NSE,AHCL,INE0Y8W01025,EQ,15.60,16.87,15.26,15.91,15.60,15441669,251260656.30,55557
NSE,AHLADA,INE00PV01013,EQ,37.57,39.07,37.50,38.06,38.47,4759,181066.75,86
NSE,AHLEAST,INE926K01017,EQ,137.05,141.40,135.00,139.32,136.73,3751,520040.37,63
NSE,AHLUCONT,INE758C01029,EQ,638.00,647.75,630.05,641.10,636.60,80833,51792669.95,5603
NSE,AHLWEST,INE915K01010,BE,524.00,533.40,509.00,524.00,508.00,1174,618535.40,22
NSE,AIAENG,INE212H01026,EQ,4232.30,4260.70,4192.20,4234.20,4232.30,33928,143297431.70,11401
