exchange,symbol,isin,series,open,high,low,close,prev_close,volume,value,trades
NSE,20MICRONS,INE144J01027,EQ,205.00,207.79,202.96,204.43,205.30,144897,29693474.46,2877
NSE,21STCENMGM,INE253B01015,EQ,32.40,32.48,31.51,32.48,31.85,4406,142820.47,37
NSE,360ONE,INE466L01038,EQ,1104.20,1119.80,1092.50,1098.60,1098.80,649100,716798090.50,43296
NSE,3BBLACKBIO,INE994E01018,EQ,1182.00,1280.00,1182.00,1270.20,1182.60,47232,59048732.50,4809
NSE,3IINFOLTD,INE748C01038,EQ,18.26,18.44,18.03,18.07,18.19,224434,4068393.62,963
NSE,3MINDIA,INE470A01017,EQ,36700.00,36880.00,35800.00,35930.00,36540.00,9149,331543035.00,3955
NSE,3PLAND,INE105C01023,EQ,32.00,33.00,31.50,31.92,31.84,4201,133283.11,75
NSE,5PAISA,INE618L01018,EQ,389.80,400.00,386.90,390.85,384.95,114226,44893734.80,3597
NSE,63MOONS,INE111B01023,EQ,729.75,745.00,716.45,719.75,721.80,184851,134845927.55,6830
NSE,A2ZINFRA,INE619I01012,EQ,14.46,14.46,13.18,13.60,14.01,602501,8127702.52,1364
NSE,AAATECH,INE0D0U01013,EQ,95.96,95.96,93.30,93.38,94.84,7289,684855.22,320
NSE,AADHARHFC,INE883F01010,EQ,519.00,521.95,512.00,513.75,518.95,240740,124246218.70,18839
NSE,AAKASH,INE087Z01024,EQ,9.20,9.49,9.14,9.16,9.18,74915,694412.36,287
NSE,AAREYDRUGS,INE198H01019,BE,77.97,77.97,77.97,77.97,79.56,7345,572689.65,29
NSE,AARNAV,INE750R01016,EQ,26.50,26.50,25.62,26.13,26.14,13788,359609.05,178
NSE,AARON,INE721Z01010,EQ,116.21,117.80,114.00,116.48,116.32,9913,1150150.08,393
NSE,AARTECH,INE01C001026,BE,47.50,49.49,47.50,49.07,47.47,25202,1227346.63,115
NSE,AARTIDRUGS,INE767A01016,EQ,408.00,427.90,405.50,421.60,405.70,665505,279371503.00,19389
NSE,AARTIIND,INE769A01020,EQ,486.55,510.90,483.45,500.70,483.05,4186186,2109850977.30,80374
NSE,AARTIPHARM,INE0LRU01027,EQ,711.00,730.90,709.00,718.25,709.75,194690,140938388.40,19398
NSE,AARTISURF,INE09EO01013,EQ,380.10,391.50,380.05,387.40,378.90,6962,2695099.00,499
NSE,AARVI,INE754X01016,EQ,150.74,150.74,146.01,147.10,150.74,10905,1615623.93,362
NSE,AASTHA,INE2FMX01012,BE,128.68,132.74,128.68,128.68,135.45,226561,29214777.10,908
NSE,AAVAS,INE216P01012,EQ,1454.90,1510.10,1440.00,1500.90,1447.50,67799,101091670.80,11291
NSE,ABAN,INE421A01028,BE,15.00,15.55,15.00,15.43,14.81,58638,902877.95,392
NSE,ABANSENT,INE365O01028,BE,28.74,28.74,27.50,27.89,27.90,1812,50688.60,30
NSE,ABB,INE117A01022,EQ,6940.00,7270.00,6926.50,7204.50,6892.00,763817,5476088335.50,61478
NSE,ABBOTINDIA,INE358A01014,EQ,27500.00,27750.00,27365.00,27640.00,27500.00,8698,239576775.00,3302
NSE,ABCAPITAL,INE674K01013,EQ,403.00,408.45,402.20,404.30,399.25,1844455,747452246.00,32422
NSE,ABCOTS,INE08PH01015,EQ,212.00,212.00,206.01,206.63,208.01,20378,4212955.01,550
NSE,ABDL,INE552Z01027,EQ,625.00,628.70,611.00,620.45,622.25,524540,323610018.70,22262
NSE,ABFRL,INE647O01011,EQ,59.25,59.70,58.91,59.26,58.93,2340905,138820514.63,8212
NSE,ABINFRA,INE00YB01025,EQ,10.24,10.30,10.02,10.09,10.20,841221,8541159.30,1336
NSE,ABLBL,INE14LE01019,EQ,97.64,97.68,96.60,96.92,97.24,282631,27420675.89,4353
NSE,ABMINTLLTD,INE251C01025,EQ,41.42,42.00,39.30,39.30,41.42,187,7737.79,10
NSE,ABMKNO,INE850B01026,EQ,209.90,210.00,204.00,210.00,208.87,5209,1084995.81,73
NSE,ABREL,INE055A01016,EQ,1422.80,1445.90,1415.50,1426.60,1422.50,80740,115213651.70,7153
NSE,ABSLAMC,INE404A01024,EQ,1143.60,1161.70,1140.30,1149.10,1143.60,209635,240899003.00,20723
NSE,ACC,INE012A01025,EQ,1372.00,1394.00,1360.70,1383.20,1361.90,156374,216228765.60,15391
NSE,ACCELYA,INE793A01012,EQ,1101.10,1120.00,1101.10,1111.40,1108.80,4723,5250308.40,736
NSE,ACCURACY,INE648Z01023,BE,5.24,5.24,4.91,5.09,5.15,50777,256278.41,162
NSE,ACE,INE731H01025,EQ,975.00,1007.70,972.80,1004.40,964.40,417965,416896460.90,19123
NSE,ACEINTEG,INE543V01017,EQ,20.70,21.40,20.31,20.47,21.00,2048,42614.12,34
NSE,ACI,INE128X01021,EQ,537.70,551.00,534.60,543.80,534.95,1502876,808359402.90,22913
NSE,ACL,INE666E01020,EQ,49.01,49.99,49.01,49.19,49.35,6413,317137.78,120
NSE,ACMESOLAR,INE622W01025,EQ,387.40,393.40,383.50,392.15,384.60,1967707,765697927.80,38580
NSE,ACSTECH,INE366C01021,EQ,46.50,46.50,43.05,43.26,45.31,293412,13063965.51,924
NSE,ACUTAAS,INE00FF01025,EQ,3485.00,3581.00,3484.00,3546.90,3459.70,191332,678141921.40,19019
NSE,ADANIENSOL,INE931S01010,EQ,1700.00,1704.30,1666.40,1678.00,1690.30,1169341,1968680542.20,41294
NSE,ADANIENT,INE423A01024,EQ,3195.00,3199.90,3142.30,3150.60,3188.90,1035101,3277979939.80,39531
NSE,ADANIGREEN,INE364U01010,EQ,1604.50,1610.30,1547.00,1555.40,1604.50,2364540,3715968680.30,58536
NSE,ADANIPORTS,INE742F01042,EQ,1826.00,1838.00,1817.20,1829.10,1821.90,917984,1680067207.30,58277
NSE,ADANIPOWER,INE814H01029,EQ,227.55,228.40,218.05,218.97,226.17,36262411,8027181309.24,151009
NSE,ADFFOODS,INE982B01027,EQ,314.00,316.60,304.10,305.00,312.55,128018,39556233.25,3770
NSE,ADL,INE0CHO01012,EQ,71.16,74.00,67.60,69.99,70.81,3866,270607.61,84
NSE,ADOR,INE045A01017,EQ,1344.00,1375.00,1316.20,1362.30,1316.10,119798,160921394.60,8892
NSE,ADROITINFO,INE737B01033,EQ,8.92,9.07,8.62,8.87,8.93,4223,37614.06,63
NSE,ADSL,INE102I01027,EQ,123.79,124.30,120.32,121.45,123.10,100009,12209627.36,1976
NSE,ADVAIT,INE0ALI01010,EQ,2132.10,2185.00,2103.20,2119.20,2132.10,34728,74500981.10,5378
NSE,ADVANCE,INE1B0W01010,EQ,110.15,114.40,109.70,112.60,110.15,216737,24417315.93,2807
NSE,ADVANIHOTR,INE199C01026,EQ,52.41,53.50,51.90,52.08,52.41,26258,1371344.14,557
NSE,ADVENTHTL,INE28GN01010,EQ,150.00,150.79,144.00,145.60,149.13,176559,26201785.46,3586
NSE,ADVENZYMES,INE837H01020,EQ,325.45,335.40,325.00,327.55,324.15,100259,32942073.00,3614
NSE,AEGISLOG,INE208C01025,EQ,1231.10,1336.00,1231.10,1321.10,1222.50,2961973,3860785836.80,88407
NSE,AEGISVOPAK,INE0INX01018,EQ,282.00,289.90,279.14,281.95,280.64,1967293,560692290.51,28422
NSE,AEPL,INE757T01025,EQ,16.75,16.75,14.44,15.56,16.04,13604,211938.43,153
NSE,AEQUS,INE947N01017,EQ,244.00,246.90,240.25,241.09,242.58,3323560,808964772.14,27808
NSE,AEROENTER,INE065D01027,EQ,120.50,123.17,119.67,120.55,121.19,760764,92387425.45,3768
NSE,AEROFLEX,INE024001021,EQ,413.00,426.65,411.70,421.15,410.90,920485,386557028.55,13288
NSE,AERONEU,INE035801013,EQ,90.00,90.00,87.00,87.52,87.17,42138,3719446.78,518
NSE,AETHER,INE0BWX01014,EQ,1445.00,1484.00,1430.90,1477.20,1439.90,174852,256233333.50,17677
NSE,AFCONS,INE101I01011,EQ,292.50,295.15,291.20,292.20,292.70,262994,77045079.90,7342
NSE,AFFLE,INE00WC01027,EQ,1510.10,1524.00,1491.30,1500.60,1517.00,177085,267090256.80,15894
NSE,AFFORDABLE,INE692Z01013,BE,200.63,200.63,195.00,200.63,191.08,42022,8399791.81,364
NSE,AFIL,INE916Y01027,BE,9.42,9.68,9.11,9.23,9.42,379848,3523659.63,446
NSE,AFSL,INE00ZE01026,EQ,201.95,201.95,201.00,201.09,201.03,3278,659769.46,67
NSE,AGARIND,INE204E01012,EQ,526.00,534.95,513.00,516.65,527.00,24627,12824224.95,1542
NSE,AGARWALEYE,INE943P01029,EQ,490.70,500.00,489.05,493.75,490.70,57651,28400221.20,8170
NSE,AGI,INE415A01038,EQ,684.00,697.70,681.00,694.75,683.35,66225,45985808.45,3348
NSE,AGIIL,INE976R01033,EQ,344.30,348.90,336.15,337.30,343.35,1620971,560116626.15,9461
NSE,AGL,INE1YPB01014,BE,13.90,14.63,13.90,13.90,14.63,8086905,112824975.28,9237
NSE,AGRITECH,INE449G01018,BE,111.18,114.95,111.18,113.76,111.17,2296,258226.16,56
NSE,AGROPHOS,INE740V01019,EQ,30.00,30.27,29.16,29.49,29.77,5921,175340.82,94
NSE,AHCL,INE0Y8W01025,EQ,15.12,15.29,15.11,15.16,15.05,2584237,39252423.12,2883
NSE,AHLADA,INE00PV01013,EQ,38.48,39.19,37.90,38.59,38.48,2574,99113.64,57
NSE,AHLEAST,INE926K01017,EQ,146.22,146.40,143.55,143.55,144.77,188,27192.94,15
NSE,AHLUCONT,INE758C01029,EQ,851.45,875.00,834.90,869.50,843.85,68960,59278524.30,8274
NSE,AHLWEST,INE915K01010,BE,575.00,575.00,571.00,575.00,568.55,505,290021.00,13
NSE,AIAENG,INE212H01026,EQ,4778.50,4912.50,4778.50,4828.50,4760.00,166287,809257033.50,19789
NSE,AIIL,INE206F01022,EQ,508.90,513.70,500.05,501.95,511.05,107686,54527742.65,6623
NSE,AIRAN,INE645W01026,EQ,15.94,15.94,15.59,15.62,15.60,46824,735288.05,175
NSE,AIROLAM,INE801L01010,EQ,89.00,89.45,87.03,88.15,87.03,1293,114031.02,46
NSE,AJANTPHARM,INE031B01049,EQ,3421.00,3465.90,3400.00,3454.20,3408.80,49219,169546051.20,9433
NSE,AJAXENGG,INE274Y01021,EQ,611.00,619.40,601.95,615.20,607.95,129522,79279373.35,6577
NSE,AJMERA,INE298G01035,EQ,136.00,138.00,134.21,135.55,135.40,420076,57159829.64,6239
NSE,AJOONI,INE820Y01021,EQ,3.70,4.39,3.70,4.16,3.70,1986486,8152095.12,1673
NSE,AKASH,INE737W01013,EQ,27.00,27.20,26.54,27.00,26.94,3591,96259.78,40
NSE,AKCAPIT,INE701G01012,EQ,1835.00,1850.00,1761.90,1770.80,1767.90,5625,10034384.90,915
