exchange,symbol,isin,series,open,high,low,close,prev_close,volume,value,trades
NSE,20MICRONS,INE144J01027,EQ,203.50,209.25,202.00,206.27,204.64,242306,50004322.01,5167
NSE,21STCENMGM,INE253B01015,EQ,34.39,34.39,33.16,34.38,33.72,3115,106577.11,43
NSE,360ONE,INE466L01038,EQ,1105.00,1128.90,1102.20,1126.50,1113.70,881095,986833903.70,37395
NSE,3BBLACKBIO,INE994E01018,EQ,1241.00,1290.00,1222.20,1267.40,1250.40,14764,18578530.60,1690
NSE,3IINFOLTD,INE748C01038,EQ,18.65,18.94,18.33,18.72,18.30,477160,8911956.46,1740
NSE,3MINDIA,INE470A01017,EQ,34940.00,35570.00,34710.00,35240.00,34870.00,3974,139822445.00,2359
NSE,3PLAND,INE105C01023,EQ,32.15,32.15,31.51,31.71,31.93,6193,198119.99,58
NSE,5PAISA,INE618L01018,EQ,366.65,379.75,363.05,377.80,365.60,53969,20052956.10,2604
NSE,63MOONS,INE111B01023,EQ,718.00,736.70,712.20,728.60,724.15,154463,111922009.10,7286
NSE,A2ZINFRA,INE619I01012,EQ,13.00,13.09,12.50,12.58,12.84,141939,1798576.49,503
NSE,AAATECH,INE0D0U01013,EQ,88.00,94.00,87.00,92.68,89.40,61869,5624073.82,1345
NSE,AADHARHFC,INE883F01010,EQ,517.25,524.45,508.25,510.55,517.25,332074,170317767.80,13723
NSE,AAKASH,INE087Z01024,EQ,9.13,9.15,8.95,8.98,8.95,55100,495951.76,224
NSE,AAREYDRUGS,INE198H01019,BE,73.41,76.01,73.41,76.01,74.90,63479,4763993.39,59
NSE,AARNAV,INE750R01016,EQ,28.62,33.00,26.40,31.52,28.34,358176,10306513.27,2447
NSE,AARON,INE721Z01010,EQ,115.05,117.74,115.05,115.98,117.74,8527,991640.05,283
NSE,AARTECH,INE01C001026,BE,47.58,49.15,47.01,48.41,47.58,23064,1098013.40,91
NSE,AARTIDRUGS,INE767A01016,EQ,417.05,422.50,410.00,418.00,422.30,196390,81811313.60,6810
NSE,AARTIIND,INE769A01020,EQ,492.70,502.60,489.35,495.40,493.95,713939,354204512.55,18636
NSE,AARTIPHARM,INE0LRU01027,EQ,707.00,713.40,693.00,697.95,707.90,104785,73529643.60,11227
NSE,AARTISURF,INE09EO01013,EQ,389.00,397.75,389.00,391.75,392.30,4172,1636603.15,274
NSE,AARVI,INE754X01016,EQ,148.40,159.70,147.40,156.50,148.87,89002,13809323.51,2460
NSE,AASTHA,INE2FMX01012,EQ,115.00,122.00,105.33,107.55,116.14,4800833,538378461.32,17292
NSE,AAVAS,INE216P01012,EQ,1477.00,1515.00,1476.90,1497.40,1481.40,34533,51774895.80,6938
NSE,ABAN,INE421A01028,BE,14.66,15.35,14.21,14.99,14.62,43477,652592.13,268
NSE,ABANSENT,INE365O01028,BE,27.01,28.24,27.01,28.21,28.24,2835,78608.62,21
