exchange,symbol,isin,series,open,high,low,close,prev_close,volume,value,trades
NSE,20MICRONS,INE144J01027,EQ,196.00,200.88,196.00,198.34,193.94,136532,27062318.57,2842
NSE,21STCENMGM,INE253B01015,EQ,31.35,31.90,31.35,31.89,31.35,777,24763.83,20
NSE,360ONE,INE466L01038,EQ,1106.80,1133.60,1104.00,1129.00,1100.20,2189046,2457148002.10,31448
NSE,3BBLACKBIO,INE994E01018,EQ,1180.00,1198.90,1125.00,1148.60,1167.70,12246,14148721.60,1271
NSE,3IINFOLTD,INE748C01038,EQ,18.24,19.52,18.21,18.77,18.24,1658274,31092576.56,3808
NSE,3MINDIA,INE470A01017,EQ,35200.00,35450.00,34850.00,35370.00,34745.00,2908,102579585.00,1512
NSE,3PLAND,INE105C01023,EQ,33.00,33.00,31.51,31.90,32.63,2844,90796.21,60
NSE,5PAISA,INE618L01018,EQ,381.30,381.30,362.70,365.75,378.10,109502,40256186.75,3260
NSE,63MOONS,INE111B01023,EQ,672.65,685.95,662.00,678.60,672.65,135126,91155415.40,6572
NSE,A2ZINFRA,INE619I01012,EQ,13.50,13.78,13.45,13.57,13.56,115593,1570685.98,401
NSE,AAATECH,INE0D0U01013,EQ,95.99,96.78,95.05,95.29,95.50,7664,732737.86,417
NSE,AADHARHFC,INE883F01010,EQ,538.00,540.00,523.25,534.55,531.60,743298,392758148.75,30867
NSE,AAKASH,INE087Z01024,EQ,8.96,8.96,8.75,8.84,8.83,56273,497001.17,238
NSE,AAREYDRUGS,INE198H01019,BE,82.83,82.83,82.83,82.83,84.52,7013,580886.79,41
NSE,AARNAV,INE750R01016,EQ,24.50,25.53,24.50,25.14,25.21,7274,181770.12,88
NSE,AARON,INE721Z01010,EQ,118.90,119.38,117.02,118.93,118.18,7566,893968.80,236
NSE,AARTECH,INE01C001026,BE,49.00,49.90,48.00,49.26,49.66,31611,1545737.29,239
NSE,AARTIDRUGS,INE767A01016,EQ,399.65,401.65,395.00,396.80,395.35,76806,30546579.30,3220
NSE,AARTIIND,INE769A01020,EQ,470.00,495.85,470.00,484.10,467.95,1096250,533255874.40,25811
NSE,AARTIPHARM,INE0LRU01027,EQ,706.45,713.45,703.00,709.45,702.95,138282,97889322.85,12272
NSE,AARTISURF,INE09EO01013,EQ,373.85,389.00,373.85,387.05,373.85,10060,3864687.70,550
NSE,AARVI,INE754X01016,EQ,150.00,168.40,145.98,155.24,147.09,466064,74812438.50,9440
NSE,AASTHA,INE2FMX01012,BE,122.89,122.89,122.88,122.88,117.04,957677,117687886.25,2819
NSE,AAVAS,INE216P01012,EQ,1503.00,1534.90,1502.20,1525.90,1505.30,44959,68054018.90,6615
NSE,ABAN,INE421A01028,BE,12.89,14.23,12.89,13.47,13.56,234525,3173955.35,666
NSE,ABANSENT,INE365O01028,BE,28.50,29.00,26.38,27.15,27.76,10707,294559.52,66
